"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,4705.77172,4570.18128,171.33843,8421.10416,61.50118,50.9196,8.99241
2,1,5322.94973,5920.19321,139.50832,3418.72569,54.72221,13.16002,5.56957
3,1,6756.62385,10310.85408,147.25664,4473.96068,57.49934,17.82089,5.72128
4,1,7526.05853,13748.79254,139.04658,4074.84961,58.74039,20.44867,6.12558
5,1,8304.65504,9936.61478,159.8521,10643.40243,73.24579,41.45337,5.49041
6,1,8288.62227,14009.22528,130.92894,3974.83419,78.88939,40.13877,9.24843
7,1,8629.18749,6385.91053,138.49431,3997.79927,67.1914,19.31365,5.97748
8,1,8946.6172,7609.80146,138.18633,3735.30883,62.53541,21.40217,6.69756
9,1,12613.33443,6124.99103,143.25151,4384.22807,62.54916,25.83331,7.02181
10,1,13484.97635,11549.83677,146.57201,5401.56628,61.82571,21.03972,5.38453
11,1,14265.34095,945.77216,137.0636,3842.13846,52.728,20.33045,6.26343
12,1,15700.70308,7581.16306,142.70866,5089.14571,64.59527,19.05878,5.13426
13,1,16802.68515,11844.22719,145.48797,3919.74186,52.72106,21.48868,6.98321
14,1,19328.50266,894.52332,145.23793,3429.91032,43.62068,14.13406,6.08161
15,1,20211.5773,5318.98025,145.05397,3772.69118,50.95653,17.17333,6.26046
16,1,21201.93228,8692.17209,144.18181,2316.59083,39.98265,12.74733,7.68702
17,1,26904.12462,14478.03114,154.37826,1177.95982,17.10703,5.50376,9.4233
18,1,28590.91934,4071.85354,192.29926,8583.53919,42.34822,42.73085,9.33764
19,1,29173.68462,5419.3184,157.75086,3202.63062,38.8097,14.60355,7.34781
20,1,30492.44715,9877.70235,152.93183,3931.86133,41.70876,11.24084,5.32259
21,1,31188.22786,13340.58198,155.55042,3570.55862,45.61638,30.1027,10.78427
22,1,31925.3578,13603.45263,150.34269,4365.13038,56.11407,32.6355,9.06632
23,1,32051.14184,9540.33298,160.39424,9921.06045,72.21074,30.71529,4.76396
24,1,32473.99092,5989.54442,152.44078,3804.74332,47.90694,15.39361,6.29606
25,1,32760.00994,7224.52515,154.81517,3750.13604,43.81,18.19011,7.16924
26,1,36477.80192,5838.39666,162.09966,4464.64429,43.12408,20.77786,7.25816
27,1,37210.02692,11292.39998,152.68763,4818.48793,47.17343,18.16136,5.75401
28,1,38287.5462,699.90232,147.44411,3175.05934,39.22206,16.46658,7.17045
29,1,39544.06937,7377.99456,155.64713,4313.44114,42.46327,17.52126,6.32477
30,1,40522.11278,11680.58711,150.33538,3317.31411,36.05076,15.5837,6.90697
31,1,43354.97372,778.80225,149.40692,2619.33132,25.8302,9.55193,6.42781
32,1,44112.91064,5243.94635,144.2453,3327.47534,36.8225,15.72692,6.52009
33,1,44999.50761,8648.91395,152.86212,1605.53281,21.50768,6.62624,8.06193
34,2,4712.68745,4586.78667,166.04507,8501.83099,57.29738,58.73747,9.54126
35,2,5343.30446,5928.61664,132.90809,3592.16326,50.12955,11.06158,4.68911
36,2,6773.47389,10330.76678,139.67971,4278.0693,54.96473,17.07594,5.36505
37,2,7546.31163,13761.48797,124.93372,3586.10068,77.73386,49.28527,11.19524
38,2,8318.65375,9959.03423,149.91077,10448.1363,68.02693,29.82878,4.04843
39,2,8301.15639,14025.21305,123.45645,3868.02995,79.70349,50.0281,10.35425
