"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,5099.04869,12274.88258,171.55775,5775.60718,29.57737,36.97528,9.74884
2,1,8302.00345,4925.2046,142.19677,2814.78676,28.72076,11.45503,6.18088
3,1,8242.83567,14111.99435,147.45588,2857.92096,20.83434,11.64551,6.47373
4,1,10919.78722,8138.39016,142.24868,3167.67948,31.52313,13.85903,6.20838
5,1,13861.90161,5107.38727,137.79173,3179.53039,36.09888,14.04709,5.96121
6,1,28763.84301,11789.16552,204.98942,5583.21127,23.48325,23.15461,9.4595
7,1,31890.10029,13711.38821,164.37663,2538.09839,24.54829,12.16286,8.4514
8,1,32187.85737,4504.62484,176.5454,2675.72807,24.40242,13.92863,9.77231
9,1,34734.053,7799.49938,183.16283,2759.63044,23.89088,14.12639,10.18116
10,1,37762.99051,4839.92828,177.36424,2690.32077,24.98794,15.65258,10.56429
11,2,5096.85987,12293.0045,163.96144,5779.9124,26.75268,38.7149,9.356
12,2,8303.88967,4940.15417,140.30003,2687.09915,27.03015,8.91853,5.66038
13,2,8241.36582,14136.33112,138.53391,2881.85913,23.49325,11.34499,5.84085
14,2,10927.4252,8147.70734,136.2239,2988.38049,29.13505,6.73966,4.65819
15,2,13871.09955,5118.51061,137.72189,3125.691,30.77581,13.26655,5.86708
16,2,28780.53375,11795.70329,202.39311,5500.90641,23.57892,24.05197,9.64556
17,2,31897.92547,13720.45896,170.24118,2691.0629,24.8096,11.57836,8.28151
18,2,32201.83078,4515.51953,173.25819,2769.23817,25.30085,14.57124,9.49402
19,2,34747.00595,7811.98758,173.74696,2665.02101,28.49491,14.15416,9.66063
20,2,37771.3012,4849.38706,168.54192,2579.16771,30.54158,15.27875,9.93428
21,3,5105.01534,12302.9182,167.85114,5956.80616,24.95774,38.3634,9.40762
22,3,8311.24604,4942.32989,140.75827,2493.73363,26.38223,6.87909,5.47458
23,3,8239.88639,14129.64422,140.24072,2971.80847,21.62668,11.26786,5.79072
24,3,10924.91555,8156.143,140.56569,3149.14956,30.80413,8.6631,5.04414
25,3,13865.50789,5121.17744,136.52634,3538.52699,31.23406,12.88548,5.22528
26,3,28768.80227,11796.98397,200.2011,5484.65144,25.64148,28.31578,10.75816
27,3,31895.40619,13713.692,172.08682,2678.3011,25.08816,11.33982,8.35087
28,3,32202.63907,4511.17282,169.7558,2471.86747,28.79996,11.83392,8.91068
29,3,34739.47448,7818.85112,170.66185,2751.63643,29.23255,11.30882,8.07109
30,3,37775.15903,4855.65251,170.14331,2703.4509,32.15936,14.54268,9.40181
31,4,5096.68717,12298.41658,167.07422,5977.09212,27.11856,38.53534,9.33797
32,4,8304.11001,4943.23551,143.41358,2954.55872,26.29512,8.68532,5.40495
33,4,8238.8048,14132.1609,136.6259,2872.80792,21.50328,9.43926,5.33739
34,4,10922.70511,8155.06318,137.26472,3200.11232,29.49234,9.80096,5.05675
35,4,13868.95068,5121.45402,144.21285,3230.84442,29.55084,9.2493,5.23939
36,4,28771.768,11799.54119,203.24522,5478.50116,26.54768,23.2408,9.50521
37,4,31889.22531,13726.24156,167.00705,2776.91244,24.98502,16.7924,9.80063
38,4,32196.28655,4508.78411,179.69239,2679.16368,26.07194,13.31143,9.75653
39,4,34735.08211,7818.44693,168.15138,2643.06804,29.50244,12.59466,8.63478
40,4,37771.00802,4854.03302,167.16315,2725.85855,32.48085,16.35275,9.79386
41,5,5093.1409,12294.38497,165.69642,5839.41773,24.18671,45.15101,10.74367
42,5,8306.67684,4932.98558,142.81548,2955.34112,26.82807,12.74553,6.30809
43,5,8237.35091,14133.73572,142.21344,3035.81449,22.76598,12.98031,6.202
44,5,10917.34063,8159.50718,138.43941,3402.14262,29.20185,9.62771,4.87199
45,5,13859.5505,5116.81435,133.12556,3213.3938,33.50556,13.33562,5.50156
46,5,28765.08232,11797.08162,198.82283,5353.07341,23.28157,24.60206,9.74895
47,5,31893.32519,13726.83211,172.62418,2738.91751,25.35128,14.13964,9.34938
48,5,32197.54046,4531.1801,172.55961,2721.63767,29.03108,15.40407,9.9138
49,5,34733.58555,7802.8869,178.44651,2818.66707,28.04216,14.846,9.91447
50,5,37761.61954,4841.72873,177.50645,2759.26035,25.5895,15.46815,10.27655
51,6,5095.71185,12294.43164,170.18119,5798.93138,25.70601,40.99642,10.43694
52,6,8299.3232,4940.32906,135.23509,2756.51325,26.31929,9.5127,5.43529
53,6,8236.57687,14135.36538,138.3868,3003.30141,22.50099,9.63411,5.30297
54,6,10920.85006,8155.69011,138.70972,3124.43641,29.01437,10.86467,5.42366
55,6,13855.38158,5127.80873,136.31029,3067.41835,31.71459,11.13849,5.42512
56,6,28770.43035,11799.06633,199.48398,5255.87172,25.81823,25.37978,10.19944
57,6,31884.01002,13725.26453,164.09612,2658.28754,24.13215,14.78729,9.10833
58,6,32186.51621,4515.79263,167.4523,2467.40708,28.5832,16.75404,10.85133
59,6,34741.07589,7813.07682,178.95146,2724.6919,28.15835,14.38172,10.03353
60,6,37769.40383,4855.96753,174.37163,2728.3519,28.03029,13.56544,9.28764
61,7,5098.14039,12299.30303,170.38568,5733.51165,25.0892,40.89571,10.54702
62,7,8299.22738,4943.3538,141.26745,2826.01903,27.69715,12.43167,6.34608
63,7,8236.25685,14136.00431,137.94201,2924.64654,21.89816,13.27187,6.17895
64,7,10922.86157,8152.09243,137.45168,3168.26614,30.74615,12.59217,5.65397
65,7,13857.77846,5121.15583,136.25385,3102.79243,29.5479,10.61056,5.27388
66,7,28775.79696,11801.8761,204.89102,5569.11865,22.9649,27.84797,10.90019
67,7,31893.01473,13717.99515,171.76279,2601.04104,25.70174,12.83652,9.12616
68,7,32195.2751,4528.39633,177.11311,2600.60766,28.22599,12.88981,9.58545
69,7,34744.88367,7817.70842,176.3918,2712.85589,26.39999,13.50596,9.47092
70,7,37775.09021,4852.4591,168.63778,2554.0676,30.27629,13.58653,9.31346
71,8,5095.85416,12296.21401,168.75887,6036.20957,23.9114,42.46358,10.2101
72,8,8295.45742,4932.92452,140.97121,2709.37468,27.06042,9.70744,5.85074
73,8,8240.17525,14127.21113,137.181,2857.18891,22.0279,11.46762,5.82765
74,8,10920.85774,8147.31076,140.66894,3094.31275,29.39381,14.25141,6.30974
75,8,13857.38953,5109.30906,141.8082,3153.33476,30.51407,12.15265,5.82413
76,8,28767.42407,11793.95197,194.66279,5221.41658,29.03627,22.76106,9.08418
77,8,31888.65892,13723.24118,173.73396,2752.9577,23.08998,12.86663,8.88941
78,8,32197.39529,4513.81016,170.36208,2668.84465,26.94259,13.05038,8.91793
79,8,34736.66197,7804.94762,172.75129,2691.76244,27.89281,13.65661,9.29304
80,8,37763.13693,4840.30576,174.05623,2703.86409,27.05844,15.59077,10.18401
81,9,5090.25417,12299.65068,163.21078,5580.98828,25.13835,39.73758,9.79239
82,9,8296.76236,4948.02018,135.06198,2734.10332,30.55718,9.70122,5.4979
83,9,8229.89394,14131.10167,138.35933,2815.82695,23.40251,11.10085,5.8729
84,9,10917.63557,8149.40802,136.69914,3242.16163,29.10569,12.87255,5.57437
85,9,13852.33318,5129.41671,139.48162,3033.52507,31.83662,12.72431,5.98376
86,9,28757.88279,11797.66404,193.86755,5025.80748,28.87207,24.25682,9.76974
87,9,31888.35723,13714.99218,171.73255,2709.84285,25.29403,14.19783,9.37906
88,9,32187.25629,4521.35781,175.08986,2652.23935,28.78901,14.04787,9.76869
89,9,34732.92907,7814.22867,176.51991,2725.58536,27.61002,16.22651,10.62466
90,9,37759.43124,4849.08672,176.20594,2591.67965,27.932,15.36945,10.65487
91,10,5095.14471,12297.31948,166.44317,5612.58582,26.35131,39.00393,9.92377
92,10,8307.52732,4936.80478,134.79019,2797.9763,27.15695,11.15269,5.70922
93,10,8237.9876,14126.81297,137.97222,3003.86594,21.0589,12.59205,5.9088
94,10,10922.28836,8152.65593,133.40506,3026.44049,30.17592,9.98652,5.10122
