"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,3498.24239,12820.4282,145.51072,2922.04535,19.91799,14.70514,7.03794
2,1,4156.26313,8303.0036,149.67428,3125.23498,28.14285,14.33277,6.86395
3,1,8975.46938,11230.24546,184.77344,7339.85361,35.47836,42.75421,10.05534
4,1,12114.6066,13067.88558,154.45184,3134.19532,29.90967,16.30821,7.72242
5,1,12170.69673,3877.96589,155.54987,2890.47762,27.68292,14.64755,7.81273
6,1,14797.81831,7094.86501,157.14251,3080.82446,30.22669,17.68077,8.45588
7,1,17735.84868,4041.72212,163.85904,2568.60392,29.88821,14.61295,9.27581
8,1,27153.27448,12294.25319,144.4344,2337.81525,22.20476,8.65389,6.39678
9,1,27936.66374,7805.99017,145.51296,2557.76141,23.99317,9.15401,6.20298
10,1,32690.66896,10862.24939,177.4312,6557.4459,40.49583,39.13714,9.64659
11,1,35791.92241,12783.17226,150.70227,2758.63815,26.14162,12.39724,7.06516
12,1,36096.09678,3590.99231,148.35323,2517.61994,24.33259,9.64917,6.57705
13,1,38639.3326,6876.54897,140.43419,2280.83843,26.29933,9.46745,6.50516
14,1,41664.37301,3919.23809,144.38022,1878.86353,24.70978,7.36601,6.99142
15,2,3504.31669,12836.6902,140.45161,2876.4361,21.76916,12.47915,6.225
16,2,4157.57294,8322.07495,147.97341,3271.17245,24.97878,13.25548,6.26511
17,2,8974.25357,11248.58263,175.2656,7159.75746,33.83339,49.58486,10.64073
18,2,12118.34427,13080.66863,153.64693,3159.01894,27.06663,13.72016,6.90708
19,2,12179.14307,3889.27778,147.65382,2945.79787,32.13898,17.21771,7.83866
20,2,14809.98328,7114.71078,154.13471,3248.78137,30.05811,14.57615,7.01602
21,2,17740.3001,4068.87125,155.50871,2480.19278,28.02427,11.56709,7.72822
22,2,27156.9991,12311.73676,150.85766,2569.94279,21.03804,7.81478,6.10364
23,2,27943.18025,7809.05801,145.2401,2709.62722,25.46528,9.95595,6.14843
24,2,32690.84138,10873.3172,172.11728,6510.57053,41.78456,38.60315,9.10788
25,2,35799.55993,12800.25701,143.91895,2808.0969,30.01722,8.51441,5.57995
26,2,36099.65058,3594.87984,143.28921,2545.36447,30.02484,9.97238,6.31731
27,2,38651.2733,6881.71138,140.40969,2228.95904,28.91501,10.04441,6.78269
28,2,41669.0235,3923.54074,141.23789,1952.63693,26.37724,8.1741,6.88651
29,3,3498.02718,12824.3329,138.55074,2808.66334,22.91168,12.95059,6.33062
30,3,4164.12847,8320.82822,145.54121,3144.95318,24.52937,15.46336,6.83713
31,3,8974.52871,11249.36146,174.1544,6960.37591,34.19266,49.49901,10.78633
32,3,12112.59963,13084.35428,147.7563,3232.09016,28.73615,13.19501,6.29437
33,3,12181.38346,3895.12418,144.38412,3132.19218,30.89017,17.247,7.2209
34,3,14793.93425,7109.71525,152.34074,3264.58045,29.59063,18.01616,7.78012
35,3,17729.04993,4063.50522,148.67185,2472.28048,32.78687,13.80448,7.98645
36,3,27156.32056,12300.97521,143.75456,2400.27625,23.4309,6.7137,5.71703
37,3,27930.5087,7802.73,147.36844,2787.40348,26.11172,11.04993,6.42975
38,3,32683.71797,10870.8454,167.89718,6542.61095,41.78235,41.72089,9.25919
39,3,35797.31669,12794.09851,146.62807,2735.44063,29.68686,12.76103,6.94076
40,3,36098.82431,3590.61304,144.06793,2485.46131,29.02719,8.44609,6.05476
41,3,38642.09779,6883.01019,141.57512,2207.98563,27.24814,8.68435,6.494
42,3,41660.25409,3925.45806,143.12717,2031.46389,24.85484,7.13981,6.48202
43,4,3489.48563,12831.55159,142.32939,2969.51508,21.87528,11.56593,5.97896
44,4,4150.5375,8316.56694,146.20776,3247.04876,22.23788,10.6775,5.61844
45,4,8978.04295,11252.1671,174.52798,7171.59086,34.39013,51.34027,10.87019
46,4,12110.36,13086.39313,147.08395,3081.47191,29.02783,16.67033,7.36983
47,4,12165.34979,3886.40523,145.44821,2847.80244,32.43111,19.7193,8.59832
48,4,14791.0814,7104.16962,151.32373,3336.08896,30.02814,12.56301,6.20651
49,4,17738.22214,4072.99236,152.39884,2595.20071,28.50807,12.07536,7.41728
50,4,27139.90319,12303.14018,143.57444,2306.85107,22.76704,9.798,6.74458
51,4,27931.81392,7798.43492,150.27262,2799.8215,25.90727,9.45583,6.1543
52,4,32686.34814,10869.49572,173.43498,6522.5801,38.70371,42.19629,9.91922
53,4,35795.12568,12798.4233,147.62154,2771.5318,27.83159,9.20244,5.98948
