"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,2723.45224,11750.06808,144.46582,1986.10288,17.84766,8.73742,7.20522
2,1,3376.57652,7221.20848,141.77167,3157.93769,22.6203,15.83781,6.64782
3,1,8193.78705,10161.3036,167.77499,6529.29692,35.64519,44.10964,9.70697
4,1,11338.9934,11992.74203,135.05614,3003.50769,29.91244,13.25225,5.87933
5,1,11387.96349,2800.37735,136.11113,2999.10475,27.11381,15.88086,6.53349
6,1,14016.89856,6012.2099,142.8866,3450.02432,29.58453,21.20193,7.48106
7,1,16957.40413,2976.62344,141.64295,2515.58435,28.33559,17.86533,8.56872
8,1,26407.10992,11204.70523,158.16572,1203.95992,14.08846,7.88818,11.24
9,1,27185.88457,6687.28423,173.34152,2942.81178,19.30564,17.35979,10.13054
10,1,31931.12892,9745.21788,192.93524,6633.20634,31.45229,32.97844,9.60589
11,1,35044.24034,11684.30735,160.33832,2976.62936,22.55139,18.39387,9.21666
12,1,35363.20693,2471.84336,164.80281,2892.62384,22.467,13.34135,8.06742
13,1,37901.68468,5771.9909,168.33726,2971.90238,24.98647,20.5222,10.78251
14,1,40920.21881,2804.90022,162.10804,2435.94763,21.50813,12.06323,8.50969
15,2,2740.88733,11764.91911,141.61992,2093.40704,18.01033,11.27905,7.59385
16,2,3391.28265,7242.74411,139.59917,3024.64775,21.1225,12.05935,5.85602
17,2,8199.18482,10176.5156,162.51726,7192.01773,31.35399,53.94734,9.97378
18,2,11346.84727,12009.39523,136.46631,3052.02848,24.76872,12.89904,5.81851
19,2,11402.48779,2817.04253,135.4009,3127.99292,27.44477,13.4769,5.7717
20,2,14030.62177,6032.53262,136.60128,4038.81314,27.24453,14.99757,5.09041
21,2,16962.37435,2994.42897,137.37839,2813.28306,23.88928,11.66589,5.94981
22,2,26419.60326,11205.27684,166.97801,1437.10688,16.11889,8.45774,11.01566
23,2,27195.39811,6694.18451,173.78814,2931.90835,23.02048,17.40361,10.22184
24,2,31933.26022,9761.08404,195.83112,7072.75976,27.11598,32.64512,9.22985
25,2,35055.69483,11686.17485,158.95806,2993.83398,28.06739,16.54511,8.44706
26,2,35370.0265,2484.43146,161.28683,2861.44835,27.92822,12.6063,7.6413
27,2,37916.34656,5781.97206,155.44283,3029.70724,29.44008,17.05785,8.2394
28,2,40934.92578,2813.79614,161.87979,2413.44191,24.84571,10.23202,7.85447
29,3,2728.84077,11764.92016,132.66883,1826.68553,19.00597,8.78013,6.84424
30,3,3387.26829,7241.86056,136.06056,3292.74883,22.37244,13.86397,5.6704
31,3,8202.06887,10177.43092,166.04742,7192.05143,27.30005,54.10011,10.38686
32,3,11336.69891,12017.49962,133.23495,2952.24268,25.5566,12.85886,5.76214
33,3,11403.52779,2823.08066,137.96016,3114.70104,23.1326,13.50441,5.94732
34,3,14028.94203,6031.88919,138.63094,3985.32893,27.72476,10.3089,4.49229
35,3,16966.88519,2998.08555,137.55401,2947.14355,25.55462,12.49881,5.94653
36,3,26408.87773,11209.65251,163.32627,1293.11468,16.44522,5.46031,9.48418
37,3,27194.23699,6704.96977,159.43023,2709.45887,25.98456,18.30374,9.85212
38,3,31936.67933,9762.0391,192.85278,7042.76725,30.7369,35.30673,9.6065
39,3,35051.55133,11692.93672,166.04173,3115.65852,25.09485,14.06226,7.92956
40,3,35368.42817,2484.44989,158.85596,2690.79069,28.74471,16.10936,9.05273
41,3,37909.43502,5779.54524,162.0855,2930.17142,27.51388,16.92918,8.99126
42,3,40932.45357,2825.12923,147.71729,2312.91031,28.87409,10.91701,7.35736
43,4,2725.71833,11752.13075,139.91765,1924.82313,17.74683,7.65551,6.69965
44,4,3378.96085,7236.45861,134.61157,3057.52427,23.19163,10.5734,5.23771
45,4,8191.39489,10167.60524,161.16334,6742.51586,30.76951,47.91977,9.42285
46,4,11332.72324,12010.26681,137.62478,3262.31296,23.74374,11.24008,5.27995
47,4,11397.98983,2807.89282,132.89869,3045.06561,27.11449,7.05171,4.52484
48,4,14021.09199,6027.39046,140.65222,3757.01594,26.74426,17.15348,6.00164
49,4,16961.07648,2994.68323,132.23686,2671.49764,25.34202,11.4534,5.82019
50,4,26414.97923,11197.44128,157.82583,1257.92689,16.69889,7.00367,10.24115
51,4,27179.26941,6694.98416,164.53402,2882.95178,23.67361,12.92645,7.92875
52,4,31921.17348,9758.50274,193.35228,6799.44863,29.54357,36.8203,10.3116
53,4,35053.30201,11688.74577,164.674,3120.29977,24.92489,14.25512,7.88424
54,4,35358.96769,2480.93306,163.02118,2618.40509,27.22992,11.4934,7.91055
55,4,37905.91333,5767.99523,158.33127,3024.42721,29.30112,14.71876,7.76193
56,4,40928.30625,2816.06618,151.28636,2353.90191,27.15349,12.3501,8.00164
