"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,6720.67268,1621.70235,153.24499,2844.38441,43.3198,15.58447,8.02598
2,1,8412.3484,10014.93067,146.23097,2852.65143,34.11683,15.28287,7.38203
3,1,11025.66474,13226.10965,143.91415,2901.75804,33.3129,18.43327,7.96633
4,1,13968.68246,10199.49029,137.233,2729.44554,40.06978,13.73774,6.5754
5,1,30687.88557,1168.73493,184.25234,3056.35726,28.12002,14.69955,9.69501
6,1,32168.83563,9611.45158,190.97125,2936.51486,23.45115,14.18618,10.3599
7,1,34714.02692,12907.29748,180.28454,2598.38145,23.20583,16.16482,11.41337
8,1,37731.73878,9943.97411,178.7332,2796.45883,28.39164,17.58028,11.21266
9,2,6677.71865,1650.29629,146.1451,2750.97333,45.99168,12.22904,6.73366
10,2,8376.87285,10031.91544,142.6647,3330.57131,34.23661,10.30832,5.26964
11,2,11001.32507,13246.57045,136.26049,2998.0055,30.47768,12.26473,5.74751
12,2,13930.83524,10221.95671,138.01486,3127.18477,37.06432,11.09461,5.43112
13,2,30673.21297,1173.33201,178.1817,2691.40784,36.20207,15.95085,10.77429
14,2,32137.99059,9613.47732,179.84053,2998.19096,27.24356,15.64207,9.86646
15,2,34681.91973,12914.98002,179.29566,2611.55804,25.73995,16.29361,11.32602
16,2,37711.18472,9952.10771,188.22505,3064.56245,28.22146,15.82858,10.49849
17,3,6661.51239,1647.87091,134.2975,2572.78407,47.06891,9.88818,5.73628
18,3,8366.26917,10029.58866,141.12081,2913.84402,30.73344,10.49368,5.74569
19,3,10982.70903,13244.11625,141.96751,3330.80691,29.09086,14.02477,5.99775
20,3,13920.00224,10222.50828,138.87331,2985.27896,34.33393,11.69956,5.79112
21,3,30656.46847,1175.59393,179.75663,2926.0679,31.76563,14.85346,9.72942
22,3,32117.80629,9615.25533,165.88151,2540.51603,32.30103,17.50271,10.74812
23,3,34659.27357,12902.13003,183.2555,2693.23836,24.59432,14.84083,10.73216
24,3,37687.81418,9944.4954,162.9266,2622.12165,35.82511,12.1585,8.13356
25,4,6673.04762,1638.25259,138.7862,2631.55556,43.9782,12.72656,6.60497
26,4,8368.94281,10029.4246,136.13115,2944.8795,33.51087,12.82853,5.93811
27,4,10989.03988,13239.70373,139.94236,3132.94084,29.01271,11.72522,5.65665
28,4,13920.98265,10206.08364,140.19772,2906.93099,34.00936,10.37467,5.67901
29,4,30653.68666,1158.9246,183.34313,3036.01324,31.86972,16.08537,10.25502
30,4,32126.94249,9611.18094,169.30163,2544.95699,30.1638,13.91283,9.53321
31,4,34661.80026,12896.44985,159.64987,2357.0822,31.17596,12.19519,8.58727
32,4,37686.85964,9936.8944,177.82964,2816.43637,31.59774,15.29549,10.05868
33,5,6683.42663,1642.98244,146.77288,2769.67535,40.89251,7.77605,5.59541
34,5,8372.39699,10028.33461,135.93915,2939.3786,31.3959,13.11955,5.99875
35,5,10997.34421,13245.90915,141.5087,3169.53072,27.48366,14.02119,6.19664
36,5,13933.97658,10215.83859,131.79067,2697.15837,35.75383,12.76129,6.04578
37,5,30664.94075,1176.34621,169.59816,2943.42196,33.35976,12.0266,7.84659
38,5,32131.3506,9610.40018,176.9809,2775.62045,30.22408,12.95192,9.11721
39,5,34682.93373,12906.50545,178.45741,2478.08396,24.49414,11.69349,9.51746
