"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,2660.33669,9386.46167,348.68568,3675.85484,5.89375,52.43157,78.58246
2,1,2974.67335,9842.24959,128.96759,2517.04132,39.93399,26.80115,9.85493
3,1,5911.0672,12172.20799,142.20147,3263.60013,25.63596,11.82569,5.63347
4,1,6564.98992,7657.50833,141.1003,3687.41913,32.49508,15.39431,5.77373
5,1,11393.1417,10586.70453,173.22851,6847.69906,33.1711,46.19579,10.21971
6,1,14528.03576,12432.84257,140.95848,3160.79447,29.74482,15.56766,6.5257
7,1,14595.17525,3225.71571,145.22295,3468.46646,27.81738,18.0623,6.90176
8,1,17215.15465,6451.8048,145.16706,3192.56729,25.74797,16.29515,6.93446
9,1,20159.38144,3419.51518,142.72644,2544.88264,22.2124,15.79581,7.94951
10,1,26317.12934,8737.82754,280.93981,1566.33539,9.90256,18.59518,44.34893
11,1,26712.48977,9294.97609,159.58673,2281.6834,25.09372,14.12501,9.60007
12,1,29597.74972,11706.16703,170.53847,3386.37492,23.6608,16.29383,8.4363
13,1,30378.6118,7203.89307,179.46498,3534.90334,21.95693,16.47772,8.88172
14,1,35120.08609,10268.96064,192.77019,7069.73642,28.90477,33.77422,9.23165
15,1,38242.17819,12194.35889,167.366,3397.11595,22.46624,20.38838,9.47782
16,1,38547.75819,3010.58162,162.27795,2746.79385,23.94295,14.25687,8.53197
17,1,41084.95995,6281.53859,160.68987,2246.64004,22.83711,10.19437,8.18427
18,1,44102.98781,3329.03192,147.07625,1768.81332,20.46393,11.13595,9.05214
19,2,2638.55767,9381.69993,343.30398,3167.28621,9.14539,52.73555,88.85629
20,2,2983.5624,9855.04164,130.35526,2823.24217,37.27233,23.00145,8.11119
21,2,5914.75884,12193.472,137.48406,3423.52555,26.11274,12.25478,5.28396
22,2,6568.60738,7674.02557,135.40688,3471.17957,31.30219,11.30933,4.96099
23,2,11395.76833,10605.83603,162.70958,7274.22689,35.17899,52.36629,9.63653
24,2,14533.0203,12438.51382,140.44806,3520.47522,24.52833,12.17494,5.31413
25,2,14594.36441,3247.708,143.1879,3373.92309,23.98316,14.56185,6.12746
26,2,17212.72653,6461.16774,136.8456,2903.51796,26.28562,11.48975,5.74662
27,2,20156.19963,3428.69637,136.78063,2690.00327,21.91347,13.74742,6.61998
28,2,26313.13118,8753.39345,260.00795,1497.1492,12.10683,17.90459,38.72112
29,2,26706.29127,9302.04256,160.49149,2423.19455,28.3148,13.16965,8.84694
30,2,29596.97403,11718.19644,169.6407,3486.96791,25.74789,16.24047,8.15554
31,2,30381.74281,7210.71388,164.27473,3304.58493,28.44495,16.03879,8.04572
32,2,35120.54322,10279.3012,189.7751,6577.78325,38.77709,37.48771,10.44056
33,2,38249.30946,12200.58856,162.14562,3270.26245,28.44462,15.78126,7.87682
34,2,38553.48125,3018.12265,165.9516,2926.65959,25.69942,12.21444,7.69845
35,2,41096.94462,6304.15016,163.69092,2202.86782,23.3449,10.27884,8.56353
36,2,44113.28004,3342.95347,153.00707,1970.49528,21.31875,9.63308,8.19226
37,3,2646.81974,9409.46272,383.75313,3702.30271,3.60068,48.7385,87.62026
38,3,2980.79449,9855.97907,126.41928,2689.39462,34.82274,17.88302,6.84671
39,3,5913.03768,12199.1657,137.29234,3211.077,28.68508,10.55699,5.19006
40,3,6570.25843,7681.73574,137.94212,3648.3639,28.68791,14.32771,5.4416
41,3,11386.05714,10610.81223,165.30853,7258.3484,31.77607,42.27048,8.28902
42,3,14529.75126,12440.88883,136.08912,3350.29214,26.12521,13.9536,5.61712
43,3,14589.44637,3248.66374,136.94176,3278.46236,25.21266,12.0701,5.38622
44,3,17218.99146,6463.03539,137.74341,3201.00247,24.76935,12.1917,5.54694
45,3,20146.82509,3429.88511,130.33835,2505.23939,22.19975,14.53618,6.72415
46,3,26311.57114,8746.73002,277.99874,1578.06612,12.03338,17.34177,40.53007
47,3,26711.81893,9302.7524,156.75536,2306.55633,31.83685,14.22955,9.30177
48,3,29594.89725,11712.51648,163.85924,3409.49952,26.09732,15.54508,7.67257
49,3,30377.87598,7220.11825,162.81759,3198.40615,29.93037,16.28996,8.22651
50,3,35126.92055,10280.27199,189.06224,6864.55207,36.40815,32.23908,8.83739
51,3,38243.44938,12216.28354,164.20491,3223.05359,27.25036,16.90962,8.47859
52,3,38545.08488,3011.7645,157.32388,2669.90864,27.05372,13.06647,7.92573
53,3,41096.48819,6296.1294,156.98295,2319.79237,22.69524,10.74739,7.93607
54,3,44110.74724,3332.20548,162.25259,2007.3825,19.17943,10.12095,8.99986
55,4,2628.84636,9393.82583,343.85335,3081.38013,9.41956,49.81825,86.61435
56,4,2976.31969,9855.73092,129.85158,2696.64796,36.62151,21.61892,8.03046
57,4,5910.33251,12200.1374,137.2679,3505.52074,26.06461,12.44289,5.21851
58,4,6571.90848,7673.26046,140.49844,3454.4845,27.70599,9.94234,4.97021
59,4,11391.16963,10608.94528,162.47405,6857.83079,33.82635,44.85493,8.89825
60,4,14530.35541,12440.53189,138.93019,3697.00785,23.95862,10.38807,4.75324
61,4,14588.97359,3250.09087,136.61255,3414.92068,27.0918,12.97115,5.38185
62,4,17206.41024,6466.32934,138.62415,3197.03244,25.11133,14.56265,6.09705
63,4,20147.68338,3433.57871,134.93263,2385.97142,20.67248,14.35111,7.28635
64,4,26359.42492,8763.4904,282.73474,1700.94922,10.93294,19.14329,42.59331
65,4,26704.60696,9299.70662,165.3059,2460.5661,28.6571,15.90218,10.28547
66,4,29596.89448,11718.6199,168.04594,3318.88043,27.73736,12.13115,7.10164
67,4,30380.11837,7216.9458,161.00687,3152.30317,28.66806,13.95487,7.47473
68,4,35117.36687,10283.64736,188.90674,6840.22943,38.98822,33.02687,9.02209
69,4,38241.53314,12204.47719,159.2418,3149.61008,27.19727,16.24956,8.0391
70,4,38549.16618,3022.31759,157.19639,2729.90704,25.97655,14.22954,8.16466
71,4,41087.92783,6293.34273,154.12764,2099.18183,25.10056,12.01176,8.84862
72,4,44106.45373,3342.02862,150.86968,1944.75804,22.88478,9.98279,8.2533
73,5,2621.91876,9369.7199,335.1488,2837.42187,10.44259,47.13407,84.66473
74,5,2976.99198,9866.25865,127.35946,2558.07595,36.04563,23.03601,8.51614
75,5,5907.95242,12192.85113,136.05855,3186.45794,26.72858,12.25334,5.48616
76,5,6572.674,7676.72487,141.19128,3497.66857,27.95828,12.12565,5.36737
77,5,11387.42147,10610.81204,159.98227,6916.54665,36.06797,47.16336,8.96467
78,5,14530.58071,12448.03654,134.21092,3473.42793,25.21425,13.76646,5.33267
79,5,14588.1577,3246.52568,135.44252,3125.02435,28.12163,12.16082,5.51146
80,5,17212.17921,6457.53071,133.3398,3312.35204,24.63007,15.65603,5.83338
81,5,20145.55369,3427.33323,138.42394,2471.02065,20.43508,11.82959,6.65428
82,5,26327.2101,8754.60019,285.02747,1645.91372,10.50802,16.46957,38.9534
83,5,26710.71307,9294.66797,157.59151,2278.44431,30.41168,13.59978,9.21321
84,5,29597.66541,11718.70279,163.72798,3342.32603,26.03,18.57081,8.70407
85,5,30376.2894,7213.73267,167.99969,3398.49179,27.67528,17.38933,8.56354
86,5,35125.10562,10277.28124,186.42315,6997.94939,39.8289,30.56295,8.14324
87,5,38240.90161,12201.70627,158.08698,3194.85105,28.68946,18.09479,8.40829
88,5,38550.95716,3010.73327,164.58001,2728.16675,25.3069,10.30072,7.36637
89,5,41087.03376,6289.56103,151.35569,2290.48864,24.51932,13.01208,8.41834
90,5,44111.20025,3338.06299,148.25707,1839.96498,22.44825,10.64728,8.67378
91,6,2642.73289,9410.10179,359.91661,3280.52079,8.00777,51.22855,91.48797
92,6,2977.26409,9852.2884,129.71064,2650.9256,36.64641,20.96253,7.96482
93,6,5900.50396,12189.1187,135.44874,3422.93235,29.26146,11.80956,5.10072
94,6,6566.18698,7673.35493,137.22993,3333.44499,29.24499,13.05888,5.52776
95,6,11389.39274,10604.02391,159.14429,7002.83703,34.84245,44.64185,8.38948
96,6,14517.14519,12442.56536,137.79438,3439.161,25.46813,14.22591,5.6573
97,6,14581.22672,3244.2604,136.0463,3092.58277,28.4395,14.85453,6.15198
98,6,17208.5512,6460.36081,135.74086,2972.93113,26.02954,10.66315,5.41811
99,6,20149.01625,3427.05583,134.18698,2756.66719,22.55639,13.5269,6.27448
100,6,26290.7917,8728.53797,257.43904,1550.7139,12.77585,20.14291,40.89935
101,6,26705.82567,9288.7122,159.15356,2248.62104,29.09998,12.2678,8.89729
102,6,29593.62969,11715.08881,166.29945,3301.20191,27.74789,16.45136,8.3342
103,6,30373.93165,7213.30401,166.13483,3235.84557,27.81258,15.89046,8.27798
104,6,35116.60013,10275.54371,191.0271,6886.60638,34.68004,30.65255,8.62551
105,6,38240.1146,12210.69465,163.66902,3299.77082,28.04513,17.52468,8.46545
106,6,38541.94949,3006.68558,158.57158,2723.10159,27.55506,13.63662,8.08723
107,6,41075.5567,6293.82255,156.46065,2176.63435,23.67537,11.26851,8.49412
108,6,44116.29863,3337.09299,158.01389,1870.71973,19.69251,7.70902,8.04251
109,7,2605.505,9357.53913,312.37768,2692.98643,9.65157,45.99739,75.89017
110,7,2969.18108,9859.67857,125.3769,2574.74817,35.76031,22.11452,8.03318
111,7,5912.73631,12194.8646,135.48324,3302.43238,26.73327,11.93528,5.25713
112,7,6567.831,7672.89827,138.48318,3357.66,28.99773,13.08493,5.5722
113,7,11394.84675,10612.93964,164.64555,7127.21179,33.32032,44.7615,8.77414
114,7,14528.05432,12447.61032,136.38223,3629.74518,26.29561,17.04189,5.8751
115,7,14585.7889,3250.39424,134.18034,3268.13426,27.21521,12.89374,5.40852
116,7,17212.69455,6464.57999,135.73335,3257.66984,25.26246,14.11997,5.74759
117,7,20154.3281,3432.52652,135.23525,2480.84512,20.84683,10.311,6.04246
118,7,26307.58571,8736.76627,262.91669,1506.37581,10.589,15.79471,35.15871
119,7,26711.42998,9299.1626,151.41018,2196.43803,30.8423,12.91052,8.66579
120,7,29597.51336,11717.00354,169.13405,3326.09228,25.31886,16.18768,8.41724
121,7,30382.24092,7219.22183,157.70963,3351.83647,29.34902,13.68031,6.8443
122,7,35122.62542,10283.99835,193.24148,6985.06156,33.15398,29.2842,8.39001
123,7,38235.92684,12212.68059,155.0185,3180.50107,29.53662,14.38878,7.14134
124,7,38542.95243,3013.26318,158.73387,2826.33167,25.36435,12.17849,7.40272
