"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,10086.89883,1985.62713,144.14027,3062.93694,62.18201,18.23317,7.58789
2,1,11781.60215,10380.29354,151.02008,3196.5092,36.96846,12.19344,6.29736
3,1,14413.77231,13597.04229,147.61409,3555.54161,26.2594,12.74922,5.7622
4,1,17345.81423,10559.74948,141.25427,3426.35511,34.4307,15.76661,6.19305
5,1,27368.4323,14287.14454,180.53473,2986.72432,20.6386,17.5439,10.7605
6,1,34069.60077,1623.19379,184.16697,4053.07256,35.54015,17.34045,8.54278
7,1,35540.72028,10067.99612,182.64781,3094.52251,29.55284,14.31135,9.31162
8,1,38094.23055,13359.54043,185.11085,2843.23901,25.1197,14.06718,10.07522
9,1,41109.5564,10386.49762,187.92177,2716.0298,20.4325,15.21135,11.27787
10,2,10091.01233,2002.63915,140.171,3117.48091,56.22339,17.00784,6.87894
11,2,11785.19138,10395.66192,139.87707,2986.84768,33.96339,13.7437,6.31098
12,2,14404.20125,13612.23847,137.85124,3473.41126,29.39185,11.77696,5.16062
13,2,17346.58057,10579.61195,139.76116,3166.19094,31.90944,10.21993,5.29637
14,2,27365.66852,14289.92538,180.06037,3046.8383,22.32859,17.69028,10.59623
15,2,34070.13647,1637.50971,184.25037,4162.72765,35.69237,17.31036,8.35474
16,2,35544.55451,10080.64128,181.5223,3161.12604,28.49887,15.78293,9.64087
17,2,38090.27923,13370.96554,179.75114,2861.69809,27.30999,17.27546,10.96121
18,2,41105.49075,10408.06707,174.16179,2553.1751,26.75015,11.75338,8.99163
19,3,10097.09348,2006.9817,136.47183,3136.91885,59.23203,11.67304,5.45445
20,3,11788.56665,10392.37737,140.90812,3138.32245,32.80348,11.36268,5.62495
21,3,14417.62108,13610.44048,139.49229,3289.78038,28.57685,12.76506,5.64741
22,3,17353.48528,10581.38449,135.24038,3150.3019,32.81434,10.07244,5.06624
23,3,27367.55011,14290.84233,181.1741,3160.58563,22.45708,13.33547,8.66989
24,3,34075.75282,1627.73617,186.30618,3900.94262,41.32292,21.01209,10.24993
25,3,35541.01574,10069.72138,176.63978,2998.61704,32.60317,16.08997,9.76785
26,3,38089.35157,13370.9903,163.84271,2635.94693,30.08498,15.7938,9.53818
27,3,41109.37364,10409.67223,167.18441,2338.49922,29.31786,12.68287,9.46573
28,4,10089.81697,2012.66981,139.75887,3288.03523,57.50441,19.41025,7.10836
29,4,11780.15424,10396.03949,138.87662,2848.21838,35.05005,9.33949,5.4609
30,4,14406.22628,13615.07331,139.57782,3378.43398,27.55474,11.04717,5.21111
31,4,17344.09357,10573.89849,138.88825,3215.76097,31.66298,11.28315,5.40709
32,4,27370.69445,14293.16997,178.38547,2947.57151,23.72654,14.40677,9.37603
33,4,34075.12891,1626.85827,183.83613,4175.27965,36.21408,21.4817,9.60918
34,4,35540.87078,10070.97012,182.93374,3058.45983,31.25255,18.52793,11.1987
35,4,38087.14943,13369.69148,170.34994,2793.87341,30.05167,14.71919,9.24055
36,4,41110.79962,10411.45873,174.05867,2519.30551,26.54788,14.48499,10.29172
37,5,10083.68155,2016.53936,148.47853,3217.5114,52.23542,18.3114,7.64722
38,5,11778.21737,10391.04472,136.76975,3092.86713,34.94337,11.88783,5.56982
39,5,14407.62338,13618.74745,142.27288,3477.42488,28.4364,13.65596,5.75021
40,5,17342.50996,10589.1637,133.07251,2773.94731,34.32661,8.57572,5.11013
41,5,27373.73912,14289.63187,186.58755,2959.52366,21.2352,15.88103,10.68217
42,5,34066.69493,1637.69039,183.97577,3873.60152,40.59994,23.14888,10.85032
43,5,35538.15693,10079.53802,177.17571,3004.85571,32.09056,17.98197,10.56445
44,5,38094.23346,13378.26166,174.71183,2859.61522,27.24766,13.31277,8.87357
45,5,41115.98181,10408.03905,168.16129,2425.86082,26.39085,14.10158,9.89034
46,6,10088.73944,2008.4326,137.23313,3083.45008,58.98257,15.84365,6.46211
47,6,11781.78479,10395.83217,134.94792,2891.19958,36.33323,13.41235,6.07674
48,6,14404.72053,13604.05806,140.92884,3389.32739,26.99857,13.39813,5.73149
49,6,17346.54527,10586.71719,137.37336,3106.69907,33.2865,9.80898,5.16713
50,6,27372.36085,14283.6312,185.00131,3098.38696,21.54118,14.85079,9.71127
51,6,34082.161,1637.77576,182.10948,4003.62782,38.77214,20.42343,9.46229
52,6,35534.47297,10073.17859,172.94775,2926.33548,33.30884,15.47658,9.40179
53,6,38090.03808,13365.19583,168.06437,2696.57067,28.87117,15.66777,9.69063
54,6,41106.1587,10399.80975,171.48327,2626.49327,27.00772,15.64915,10.21466
55,7,10084.13065,2007.25017,137.12478,3025.27082,54.20958,10.61484,5.41372
