"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,6834.18956,11276.80713,170.52006,7382.69603,31.34702,51.80719,10.23049
2,1,10038.61774,3921.77154,137.86084,2856.57479,29.77335,13.88286,6.42815
3,1,9973.32007,13116.758,142.79404,3209.01694,25.97034,17.3529,6.99203
4,1,12657.40753,7140.27309,144.08925,3820.94953,31.04611,21.56013,7.04145
5,1,15591.69936,4098.71823,141.7539,3007.41494,33.79854,14.49345,6.57678
6,1,30533.53495,10839.98316,178.16503,6336.88456,36.98114,32.31448,8.59293
7,1,33649.03247,12772.98519,159.22741,2975.962,22.30413,11.63379,6.99044
8,1,33954.21089,3567.61127,156.753,2411.1058,24.64148,11.99645,8.14202
9,1,36507.03578,6865.49172,148.79772,2805.90032,28.87137,15.9584,7.87363
10,1,39529.24505,3896.04362,155.84641,2522.27759,25.96695,10.92892,7.44008
11,2,6836.66778,11299.11425,163.94922,7373.10911,30.00126,62.70009,11.30921
12,2,10036.84196,3936.28093,136.16563,2942.23609,27.12598,11.37358,5.62978
13,2,9979.55837,13131.55002,140.68207,3522.97436,23.6369,13.18362,5.51584
14,2,12663.64707,7151.39485,138.51996,3698.54732,30.04597,11.82224,4.97626
15,2,15601.23268,4120.10729,138.31887,3002.35634,30.66041,11.37154,5.66575
16,2,30543.84835,10852.91542,182.10364,6531.15014,34.885,36.4665,9.55867
17,2,33655.6693,12784.94198,153.85219,2979.55927,26.19259,11.20103,6.53851
18,2,33970.17553,3576.45185,154.10824,2451.28114,25.16986,10.49728,7.33688
19,2,36513.72524,6865.6101,149.96907,2929.19263,29.94574,11.9551,6.5897
20,2,39535.71666,3905.05758,151.60522,2655.57947,29.76234,11.85708,7.16926
21,3,6826.57391,11292.80585,162.20052,6991.46696,29.72123,52.28839,9.932
22,3,10041.77428,3936.74032,137.70004,3262.98255,27.0809,15.5627,6.15652
23,3,9975.34456,13130.37957,139.10023,3425.47265,25.47129,16.07646,6.12309
24,3,12668.84012,7155.11235,133.58501,3652.51859,30.92153,16.37864,5.55862
25,3,15604.78799,4113.35778,138.67014,2766.95561,28.82193,14.10058,6.69493
26,3,30540.5393,10844.28294,179.49774,6574.75919,33.9388,42.18984,10.45817
27,3,33656.02904,12768.92263,150.41214,2937.39813,28.08781,14.27407,7.23607
28,3,33964.11447,3574.44842,154.64992,2448.19129,25.47665,9.41348,7.02198
29,3,36508.16478,6866.75373,157.89946,3047.59235,27.60062,13.33208,7.27386
30,3,39523.66797,3898.84672,151.24848,2686.31158,26.99598,10.6363,6.72644
31,4,6829.42955,11296.92673,164.38603,7460.10744,28.71504,53.66569,9.79007
32,4,10039.01549,3935.09859,139.29107,2958.45987,26.79099,13.95874,6.36944
33,4,9977.49856,13131.03387,136.18691,3150.43455,24.90539,12.29587,5.54689
34,4,12657.89542,7148.29806,135.43532,3829.77379,30.2186,17.42032,5.64795
35,4,15598.40426,4118.82327,134.51017,2830.96686,29.20918,15.18698,6.55425
36,4,30537.21389,10850.04829,177.07257,6488.66422,35.29673,36.7541,9.21917
37,4,33655.91159,12780.40058,150.80268,2872.20341,27.89755,11.4324,6.59591
38,4,33956.86239,3585.02777,154.54623,2484.03356,26.69432,10.03373,7.14266
39,4,36502.24943,6861.82836,152.51556,2858.49211,28.96401,11.37868,6.70876
40,4,39527.90171,3898.26524,145.6268,2526.45018,28.95392,12.60109,7.25292
41,5,6840.59494,11295.75211,161.85182,7285.76786,28.47735,54.41543,9.85636
42,5,10048.32796,3938.47138,137.27149,2989.51883,26.43503,16.02981,6.66532
43,5,9981.80448,13130.02871,137.89281,3548.20942,23.81188,12.02355,5.12951
44,5,12666.41064,7151.64794,137.59112,3673.20691,30.51792,11.31983,4.87115
45,5,15604.778,4117.92025,134.22831,2721.33068,29.54724,15.23368,6.74867
46,5,30541.4634,10850.96573,182.31474,6744.49584,31.37995,33.26104,8.646
47,5,33655.6943,12782.85623,153.2971,3026.80931,26.73825,12.5954,6.80443
48,5,33968.74126,3575.05389,151.74594,2400.35456,27.90484,10.94721,7.44182
49,5,36510.62261,6862.43893,150.64384,2805.62449,31.12175,12.37589,6.96593
50,5,39531.5193,3903.52254,151.99788,2495.86118,28.12651,9.59537,6.82158
51,6,6829.77756,11293.36229,158.3252,7013.38469,30.83339,55.45917,9.98929
52,6,10038.00064,3934.539,136.23778,3035.88791,27.61853,15.515,6.39852
53,6,9973.72989,13126.00543,134.34055,3050.05828,24.46477,11.87526,5.49024
54,6,12654.75778,7145.35102,139.04494,3540.27284,30.96427,12.89313,5.35502
55,6,15592.64675,4118.12163,137.19046,2801.77363,30.25535,9.34881,5.43906
56,6,30535.21771,10850.54473,183.12411,6477.80293,31.79517,35.23675,9.45687
57,6,33656.16689,12768.3798,155.69192,3071.375,25.36656,11.31155,6.53053
58,6,33951.79331,3574.62653,153.03042,2577.71079,24.28086,12.58805,7.6652
59,6,36501.39536,6861.14989,145.074,2800.19673,31.86906,12.43154,6.63048
