id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty [nm]
21462,3419,7555.069356,1276.161002,110.2419941,156.0433935,11.27059536,2.80334335,14.70510205
21466,3420,5509.110813,5392.743696,133.1692333,106.6327232,10.77023084,2.450449028,22.70853233
21467,3420,7108.695971,4541.730005,122.8929143,61.68519055,9.561437645,1.718992201,26.42254445
21470,3421,4111.239495,7492.917606,130.8558644,89.74731825,10.01847548,2.035625522,23.52548653
21471,3421,7596.776716,9574.247716,131.4632683,167.7017048,10.24170097,2.057306588,16.21612713
21475,3422,1545.766234,8673.465589,134.1923918,85.00969103,9.367765954,2.118636363,25.4262037
21477,3422,5564.817252,5350.477556,94.3975436,67.52074431,10.59425009,2.119166288,19.29584258
21478,3422,5754.438548,8119.670998,122.3542739,135.2575309,10.18130573,2.231873668,17.23500492
21479,3422,7472.503004,1575.752454,252.7406583,151.5652837,10.83413247,2.456721107,43.69737828
21480,3422,8080.991633,5698.070854,143.671042,196.5703186,9.879638081,2.931900588,17.71786747
21482,3423,5499.443611,5374.955754,97.77447786,70.29380701,10.86940055,2.218376399,19.79153084
21484,3423,8090.987035,5728.240005,141.7940731,161.1428227,11.93598463,2.714846654,19.37570762
21488,3424,1509.600667,8687.002316,121.3978173,174.6996857,10.11690183,2.106610259,14.55793384
21489,3424,3128.911565,5588.758692,153.9119594,209.2052977,10.21764402,2.392368757,17.57006614
21490,3424,5507.689692,5349.275401,98.31865312,64.24652687,9.6429662,1.5180003,19.63008212
21491,3424,5481.208707,9668.345484,139.8291367,63.34682158,9.693571565,1.69699641,30.33684669
21493,3424,8094.432182,5709.663109,134.245644,144.9825512,10.69748079,1.909363832,17.85006723
21496,3425,5517.56931,9696.857562,119.7285357,116.7975047,9.482361276,1.808066654,17.66568868
21497,3425,7604.123921,1171.959541,135.6161423,76.50884925,10.03049764,1.980953664,27.04220745
21498,3425,8087.2794,5717.777768,128.2659095,133.8805215,11.72729472,3.336051781,20.65683844
21500,3426,2755.796853,8106.781577,105.7651763,50.28958217,11.3773304,2.183832632,26.81336501
21501,3426,4120.796644,7514.796009,118.1978861,216.6635221,10.15506768,2.249875928,12.62819919
21502,3426,5529.40473,9660.020874,137.1776665,118.2428638,9.282272479,1.981074288,20.83066536
21503,3426,7446.801772,4589.313268,164.9490446,77.02605619,9.58909653,2.063085321,35.43371158
21504,3426,8092.750945,5804.900942,122.1173484,54.70064112,10.66308393,1.876197439,29.00167461
21506,3427,2812.926256,8080.808811,108.5236725,86.12852983,11.09929791,2.828398472,21.09755676
21507,3427,3252.385648,4214.828126,171.7814389,92.6612279,9.061450541,1.623338013,30.36971821
21508,3427,4118.663117,7501.929029,120.1729637,237.6940472,10.64811255,2.441688513,12.33266585
21509,3427,5497.09572,9668.67372,142.991061,96.66546614,9.229390634,1.777219904,24.16269565
21512,3428,2828.679587,8108.053935,139.4221292,69.38815113,11.88290791,2.18053053,30.94132329
21513,3428,2922.382096,660.022071,133.0185848,375.7344033,11.65843011,3.348573089,11.14778973
21514,3428,4461.61999,1958.188077,214.0240508,141.9219499,9.278599206,2.132230284,33.54861509
21515,3428,7359.182289,4562.060928,118.5105628,112.0275217,10.30673635,2.157533448,18.48265381
21516,3429,1483.714322,8718.605188,121.5804359,61.94617133,9.496472463,1.98708926,27.06316207
21519,3430,5530.184112,6986.817634,112.9155557,99.53481413,10.2817612,1.99416358,18.48467456
21523,3431,3398.349237,2676.821494,140.8873471,175.0519224,9.72930807,2.496092813,17.82172514
21524,3431,3797.64138,6655.731041,200.478946,111.4511564,12.75678481,2.702203416,40.89813021
21525,3431,4112.741228,7493.513958,105.9682807,151.8212421,11.49123457,2.80071563,14.28662867
21527,3432,3746.827773,6586.864749,120.3618354,62.66463569,11.4189254,2.33368904,27.96721722
21528,3432,7213.00964,4503.577102,177.8366956,119.7299419,9.168789744,2.064378202,28.94859732
21530,3433,2509.981466,7483.306438,134.5368929,86.10756471,10.30408961,2.054420786,25.06536356
21531,3433,6585.343674,932.2947149,95.77572652,82.37192403,10.02595205,1.935926047,17.15368908
21532,3433,7533.168974,1315.581959,135.1226576,73.63912642,11.3067759,2.265867395,28.89135778
21534,3434,7387.392329,4530.096534,118.4458984,116.3574591,10.7608074,2.277640843,18.26245338
21535,3434,7847.250889,5498.321579,126.0960859,133.7656122,10.31118202,2.029662759,17.63020593
21538,3435,3480.647793,8716.131674,151.1977997,72.61529003,11.05793164,2.025753443,32.53181361
21539,3435,4108.508321,7499.301602,139.172478,123.5923992,10.72494065,2.210132226,21.17717617
21540,3435,5545.242436,7372.706998,128.1088595,91.93665362,10.17495132,2.267622302,23.26160495
21541,3435,7766.845725,4143.00991,161.762211,108.0334502,9.815852445,2.332696848,28.5933203
21543,3436,2833.109881,8105.009672,127.7024192,65.48327352,10.59793549,2.403604968,29.70571183
21544,3436,4129.23682,7521.857502,122.4542477,192.1966991,9.835185092,2.255454927,14.05482541
21545,3436,5514.647252,5380.591311,121.8446757,60.87338543,9.238488439,1.809619897,26.72155709
21546,3436,5778.632452,8130.6142,139.7953795,184.0163706,10.40699633,3.054376979,18.09132968
21548,3437,4128.329062,7510.87384,128.5693598,210.133385,10.93481017,2.090418262,13.9294414
21549,3437,5807.717841,8221.422576,126.1857981,84.35750469,9.814645466,2.289006784,24.208819
21552,3438,4087.198422,7473.982548,144.9727229,130.7638033,10.23925804,2.461652696,22.16862175
21554,3439,3302.848385,4566.747319,130.2109435,244.0948919,10.75380595,3.467292545,14.30401923
21555,3439,3439.043249,8784.203224,117.4547725,63.32770552,10.59903915,1.866348558,25.1329069
21556,3439,7191.054481,8307.70046,172.1167562,153.0825463,10.55621257,2.019182722,23.47057708
21559,3440,3273.315285,4568.35026,131.2271757,222.2055224,10.59177629,2.145960896,13.84742608
21560,3440,5848.281574,8177.654409,153.7180371,70.16697878,8.871661015,1.836405821,32.85398561
21562,3441,4518.259218,6496.674923,113.2109867,69.42131741,9.681676269,2.05346343,23.26112568
21563,3441,4982.914993,2875.719021,126.0724576,117.6313101,9.763079253,2.055326075,19.08119365
21564,3441,7355.041208,1703.438834,261.3215372,223.6569176,10.07058628,2.149733736,32.29802429
21567,3442,1693.919167,6500.142323,97.71225887,81.67565389,11.15204014,2.224428259,18.06367376
21568,3442,2840.541038,8100.180905,179.5297713,81.07806939,9.373074875,2.206482785,39.70777364
21569,3442,3780.876875,10116.26076,128.1105748,74.91948466,9.605436649,2.048771696,25.77531236
21570,3443,2813.985898,8108.194785,104.8700271,64.33007649,10.18578016,1.886284568,21.84421479
21571,3443,4095.668372,4523.304302,108.1910202,73.57720661,10.91617838,2.106685698,21.38800818
21572,3443,4481.89173,6414.142246,132.9316787,115.9928302,9.97370877,2.234792276,20.90157854
21573,3443,5421.882636,7088.424445,108.1471289,148.5515841,11.42201069,2.521116207,14.50881844
21574,3443,7171.83481,4565.495413,144.7217894,83.52854259,9.475762546,2.055234454,28.0670527
21577,3444,2840.909432,8075.513844,111.7984805,94.32610125,9.334576537,1.930153991,18.75767203
21578,3444,5292.206547,3436.361279,130.8472977,187.5399573,10.48253377,2.480172176,15.62982847
21579,3445,2899.130589,7975.490777,222.0494746,137.5584198,9.796883713,2.52704022,39.21544014
21580,3445,4206.989416,7374.766226,94.96436385,54.64990865,9.49269781,1.583288334,20.88275816
21581,3445,5269.860528,3440.271943,126.2956694,207.5463315,10.73429749,2.841293597,14.51885146
21583,3446,2221.027487,6579.684726,133.07873,71.50693733,9.735089064,2.064140082,27.95970857
21584,3446,3270.406187,4563.834843,113.9129929,148.8545784,11.42536746,3.026526398,16.03171377
21585,3446,5296.717672,3449.082936,118.8970412,167.5665008,10.64763102,2.268565111,14.74509277
21586,3446,5520.860331,9651.105406,115.0153145,97.0799755,9.451502225,1.762821266,18.73901638
21587,3446,6683.313879,3172.309214,97.32099648,92.05095328,11.74572994,2.405659269,17.00327542
21588,3446,8070.207193,5716.879932,135.1842676,116.8755694,11.12115304,2.396185512,21.65157198
21589,3447,2301.495953,9460.603284,176.6365848,121.4627689,9.933262899,2.396120686,30.05383087
21591,3447,3295.109651,4570.639366,153.5862183,273.2841647,10.03717841,2.464381768,14.9953176
21592,3447,5288.246709,3449.714437,127.0355646,178.6712035,10.04313167,2.237859978,15.25436107
21593,3447,5488.128857,5487.475743,169.3171578,82.61478859,9.783578407,2.108459594,35.29025067
21594,3447,5537.035486,9660.178555,127.0572596,132.6478103,9.154897849,1.536467407,17.14103309
21595,3447,6693.763971,3143.790918,153.0021669,96.65437078,9.242811111,1.835954129,26.46868925
21596,3448,2327.804961,9403.35208,150.9819587,155.596394,11.70569409,4.224143413,26.12874326
21597,3448,2871.224439,8023.37432,110.1601678,87.73098246,11.44006811,2.66077199,20.83147634
21598,3448,3313.093657,4583.794249,154.7983146,200.0246203,9.165659048,2.669090891,18.72527235
21599,3448,5276.159554,3449.364788,112.3524913,155.2874713,10.87421491,3.212581426,15.59702929
21600,3448,5450.75906,5471.928503,163.2184121,103.5312433,9.239426149,2.143061369,28.87521433
21601,3448,5526.544794,9648.717834,127.2762756,98.18948804,9.211701259,2.074747183,21.60347389
21602,3448,7371.06708,4577.484099,114.1525384,100.7726627,10.86533256,2.503077225,19.56112924
21603,3449,3273.455857,4548.292255,101.5067728,144.1229173,11.02109029,1.862618041,13.23610734
21604,3449,5294.733261,3445.46269,120.7241204,167.889235,11.28547898,2.910181486,15.77916743
21605,3449,5525.474566,9667.485863,134.155245,90.80829661,9.417596385,1.720972622,23.11052085
21606,3449,7337.328923,4522.786235,120.159126,200.0677415,10.94801714,2.817809651,13.98547554
21607,3450,2939.560536,7926.167683,146.376345,66.94624333,11.8586694,2.227720709,34.22021053
21608,3450,3838.526801,10032.85565,124.9178491,204.4997035,9.712714853,2.535871303,14.1351478
21609,3450,5539.380155,6914.785675,106.8198853,74.19560846,10.47145261,2.283299771,21.38656054
21610,3450,7325.903851,4565.445492,157.6225242,87.90018787,10.4246978,1.956271698,29.82828019
21611,3450,7400.803538,6805.407443,195.2603008,162.3622983,10.20826844,3.210532735,32.26134606
21613,3451,1594.516589,8643.312072,129.1629959,90.07299885,9.292817291,1.921265482,22.76923872
21614,3451,2499.283287,2790.861696,178.4751823,155.2952094,9.403708079,1.956310672,24.12561319
21615,3451,4013.212895,7550.517673,95.60779394,59.97439062,10.36440338,2.227131081,21.29587225
21618,3452,3848.940907,10026.90919,127.2911921,148.974164,10.06060227,2.279132974,17.09313625
21620,3453,3835.97401,10053.65341,132.3662059,82.68095955,9.746178936,1.960199331,24.87997715
21621,3453,4487.497008,5346.93556,127.2886653,69.52893441,9.763991797,2.000033824,26.64585177
21623,3453,7776.992747,2458.742234,115.080412,63.38710133,10.1527717,1.626506202,23.76743916
21624,3453,7701.454591,4007.062281,235.1880064,199.5811787,11.98604403,2.594893308,32.75280221
21627,3454,1710.45313,6520.958759,140.9072699,68.54613119,9.856636875,1.919821932,30.23289239
21628,3454,2161.770693,1467.520596,143.8682641,134.8179305,10.62113451,2.563008236,21.7918209
21629,3454,3642.70933,6610.301839,196.9618885,137.4218839,10.41056502,2.647366387,33.59247918
21630,3454,7244.940554,6337.525267,147.0765803,184.6789372,11.32219361,2.796023834,18.73794597
21632,3455,7463.494845,1503.04557,202.9884439,156.3929252,10.68807787,3.042443495,34.22543289
21633,3455,7553.862015,6382.871586,251.5112629,147.454393,9.646148811,2.377793068,43.5203842
21634,3455,8119.82266,619.8945842,167.6049816,106.871351,9.516498635,2.070018809,28.91918722
21638,3457,2277.555862,1241.446443,103.9832418,51.39788763,9.361764423,2.02810599,25.31702934
21639,3457,5933.751252,7615.368426,116.7255488,86.96950847,9.224670823,1.932476966,20.68422212
21640,3457,7634.431288,6778.529406,143.3731382,91.04769316,9.738165594,1.796213409,25.22747404
21645,3458,2334.524091,1297.725715,110.7160948,53.30075152,9.853707464,1.76048956,25.70826206
21646,3458,4102.619925,7524.334398,132.7212335,79.04508027,9.423259695,2.163471237,26.47416035
21647,3458,5990.668416,7611.120386,103.7010777,61.88520997,9.505895366,2.057682597,22.52858655
21648,3458,7774.675309,4209.021817,155.3852706,91.49160729,9.628876688,1.789538492,27.75019128
21650,3459,5913.39334,7599.372444,90.45621913,74.70902626,10.24644034,1.524231109,16.58191815
21653,3460,2289.757294,1261.933643,114.7646952,70.33083534,10.20806818,2.206669942,23.92759974
21654,3460,3031.689786,1027.95532,124.8307691,97.82894578,9.9886514,2.156055033,21.35808111
21655,3460,5965.744904,7634.422612,102.4033703,61.94233167,9.871651752,1.777638647,21.49283307
21656,3460,7190.910399,8324.589442,172.3841921,130.4270008,10.45642728,2.024150156,26.09288044
21657,3460,7584.199712,6328.506349,106.2014447,67.31499972,11.19114334,2.086336322,22.06272039
21659,3461,3010.751668,1045.56336,125.5743822,174.8030393,9.95099238,2.632904869,15.7482241
21661,3461,7713.639245,1067.470962,121.1376904,126.6747115,12.40170463,3.527840032,20.30992045
21662,3461,7912.743659,9214.828939,83.47963936,52.13445908,9.873003976,1.756455553,19.0362779
21665,3462,7801.646021,4157.800962,163.5735554,167.5114588,12.29568814,2.921497349,23.36611684
21666,3462,7771.117215,10185.72205,158.73483,155.4069741,9.999736333,2.566903644,22.53977592
21668,3463,5919.685018,4592.423093,98.46038139,57.5766236,9.576269215,1.683744441,21.27690592
21669,3463,7787.128038,10168.48485,98.93382424,74.44518623,10.53036764,2.145969385,19.22931777
21673,3464,2838.393586,8091.006506,114.798965,61.63022895,9.773281069,1.581550382,23.97030618
21674,3464,7599.344994,6353.005712,107.5085257,83.9031524,11.26236229,2.214777161,19.80710148
21675,3464,7650.034469,8416.690672,99.91224507,56.02366259,10.36271015,1.799141841,22.25619546
21677,3464,8221.152007,7375.422265,175.0407469,83.66336757,11.79450405,2.330089745,38.37730127
21683,3466,5401.499032,4337.031886,161.5504147,140.5948199,10.76676266,3.183991448,27.00717787
21688,3467,6815.359231,4766.908471,131.7535184,84.72329925,10.00724344,2.254474999,25.385756
21693,3468,7616.505852,8542.092666,274.375036,194.8890942,9.681589359,2.514460203,41.34827315
21694,3468,8035.005914,1021.412827,143.4109307,312.1304602,11.8825545,2.729366967,13.05259054
21696,3469,3304.840905,4617.073491,97.25860886,81.37323853,9.800806066,1.774965185,17.33499855
21697,3469,4119.763127,7497.841315,125.320545,83.40076833,10.65265699,1.816998736,22.74064232
21698,3469,7528.094887,8590.29595,216.360439,178.7035999,14.00938516,3.647262923,37.84162823
21701,3470,3265.985959,4566.604443,128.4572843,109.8316314,10.67117036,2.452587311,21.28864444
21702,3470,5958.693558,7611.740744,90.42417269,54.41292288,10.31782903,1.702130646,20.09900615
21705,3471,7153.78703,1693.495809,233.8808568,162.930467,10.32149271,2.208278603,34.98801053
21706,3471,7412.273747,4548.585806,165.5725699,108.4180779,10.60103175,2.514015569,30.36630928
21709,3472,2710.903145,2821.236179,142.5219624,81.69330778,8.915171218,1.819545445,26.91369877
21710,3472,5469.735299,9698.491445,165.655623,100.4088686,8.839346104,1.828823051,28.51500779
21714,3473,4092.692332,3463.711387,95.81109706,52.47543003,9.723161399,1.727224342,21.9123729
21716,3473,5568.836199,9661.383492,132.1787322,57.53852323,9.603245698,1.393289512,28.63704507
21718,3474,4379.494505,3369.01766,245.1060164,159.6023855,9.572155987,3.530518484,50.00059305
21719,3474,4452.95819,3362.79691,265.8877573,213.0856888,8.467269624,3.199434628,42.1871234
21720,3474,5831.5317,8170.661106,124.8460022,100.9852975,9.503143599,1.698026916,19.93105576
21723,3475,3851.979276,10038.12795,156.9029687,119.9352594,9.102201399,2.352795847,25.63783904
21724,3475,4477.106401,1907.982318,157.6255807,83.96357104,10.38806743,2.262346461,32.51495122
21726,3476,1692.406245,6508.730536,147.8072087,107.8478964,10.64434366,2.374089656,25.53412734
21727,3476,4538.298195,3280.366683,99.36782187,58.36842947,9.948683107,1.720889395,21.40288814
21728,3476,5817.556976,3881.197458,119.6043971,92.42368866,10.21786661,2.252783734,21.26029007
21729,3476,7357.343742,4534.225319,140.2740516,116.0250165,9.822313858,2.390537355,22.78002329
21732,3477,5827.749063,3874.922584,119.4325584,151.2014614,10.03019843,1.872079196,15.27769597
21733,3477,7341.2542,4545.836371,193.554593,147.5118107,9.830895566,2.221516771,28.8947444
21736,3478,5651.675078,3857.533541,134.142338,95.26047619,10.00156357,2.239261805,23.99652576
21737,3478,7351.316686,4556.818379,127.9120289,125.6895208,9.751010139,2.400436843,19.31783127
21741,3479,5644.88681,2896.367484,152.7614037,99.99297047,9.805918235,2.164417933,27.17688032
21742,3479,5804.79156,3862.757736,146.0773355,127.0560272,10.59143219,2.112988398,21.82466986
21744,3480,4061.810795,8367.164726,220.5103505,328.9850586,10.88011292,3.312314768,23.18172041
21745,3480,5639.787423,2855.570764,106.3681859,51.25182482,10.00857058,1.977340611,25.88827235
21746,3480,5760.18903,3866.136408,118.875179,100.0656034,9.764723063,2.02766269,19.60251171
21747,3481,2250.204228,8266.059703,123.436328,93.06966169,9.50440534,1.769584027,20.80236394
21748,3481,4064.366547,8376.748853,175.9968874,93.33640242,10.48919263,2.382214748,36.05793001
21749,3481,5789.218266,3840.423567,134.4747919,167.9885639,10.61254687,2.328978159,17.02058717
21753,3482,5814.328699,3889.692299,154.241544,156.8268737,10.82103867,2.511949916,21.43728182
21754,3482,6651.178482,3178.846316,116.6800825,82.38661629,10.89325155,2.624170933,23.25944263
21757,3483,2960.901055,718.8640316,135.0450952,107.7467017,10.30941282,1.957158994,21.58829837
21758,3483,3284.576902,4560.197303,153.6595173,76.6125475,9.503024216,2.321125244,33.8616245
21759,3483,5635.745847,2876.954393,130.3648071,200.4868206,10.58906562,2.658752306,15.16727818
21760,3483,5804.169617,3856.231692,127.5858722,103.9872501,10.41379704,2.114615968,21.00406105
21763,3484,1734.223384,6477.757144,102.0818266,55.64877012,10.14195973,1.938019749,23.28416999
21764,3484,5832.474524,3865.878581,128.1184352,162.0751523,9.702570288,2.438878231,16.60151153
21765,3485,3832.216377,10005.41495,141.6368279,185.3873741,9.590020286,2.50713583,17.32599776
21766,3485,5537.299981,9677.433583,134.8708899,74.09292983,9.330100809,1.910314888,27.12452706
21767,3485,5824.107741,3878.165179,102.3525724,170.5460816,10.78040115,2.219463745,12.39393063
21769,3486,5626.377806,3330.212892,124.2575673,103.2532809,11.03135654,2.380928601,21.07546286
21770,3486,7088.138741,1625.661127,239.8782608,232.0708541,11.39580217,2.905098109,31.85077028
21771,3486,7362.801569,4549.622044,126.0067061,172.3106382,11.34916154,2.495402589,15.76641629
21774,3487,3085.846492,7305.714989,109.6902187,106.5109106,11.40354497,2.610682383,18.20288522
21775,3487,5653.151153,3341.152424,108.4653636,56.95359084,9.664594649,1.775567974,24.13833431
21776,3487,5829.180372,8156.349255,135.108494,131.9603948,9.94779387,2.182618338,19.55312973
21777,3487,6936.598365,6329.625446,120.4417147,54.60707381,9.643312294,1.588340672,27.29731107
21778,3488,3241.340961,4546.676311,168.2158971,130.3224845,9.240848548,1.792308905,24.48071481
21779,3488,3859.941693,10020.4661,122.9527608,91.8084166,9.369322923,2.000967634,21.42753983
21780,3488,5612.901455,3310.640252,119.8952883,60.34866961,9.644990739,1.496451614,25.22860017
21783,3489,2222.156126,6515.106295,134.385909,71.69416317,9.8739716,2.199691918,28.89584793
21784,3489,7150.689703,1561.607636,270.1698837,274.5053884,10.69706463,3.183116129,35.25469957
21785,3490,3033.010492,6011.571539,169.9397183,73.32322734,11.31271158,2.2996914,40.27742045
21786,3490,3836.702449,10023.87351,140.8276908,215.0856493,10.0695166,3.014191527,16.43679055
21788,3490,6903.38273,6420.271336,156.1562228,95.06410433,10.23263125,2.313340873,29.68409422
21789,3491,2566.35293,6189.950609,133.8761827,76.53715922,11.0159644,2.951960725,31.06996319
21790,3491,3838.172478,9983.936663,147.2118404,130.4572682,9.742253679,1.852086602,21.01236135
21791,3491,4495.898927,6437.771147,137.6385511,112.7984747,9.366677456,1.911470832,21.35390224
21792,3491,5633.160925,2906.998821,145.2892067,160.9418296,10.25570372,2.406174752,19.32234588
21794,3492,2284.54368,8278.592686,149.0197073,177.7078917,11.025244,2.522616207,18.96018097
21795,3492,2934.564996,6139.74905,202.548389,184.7680351,11.86668657,3.357394304,31.64198364
21796,3492,2974.492323,7088.731569,194.6710133,115.9103456,11.22390429,2.238090513,34.61180303
21797,3492,3912.6789,9591.227646,146.939465,72.05385021,9.430761777,1.988638324,31.26553838
21798,3492,4442.924987,5392.361046,86.62169462,59.02100049,10.34795732,2.013044882,18.83356097
21801,3493,3769.859261,1256.046489,106.9722613,61.57812381,9.102777346,2.014805028,23.3222969
21802,3493,4119.986259,6988.955024,268.1647963,200.1647631,10.5449835,3.290079358,45.83495527
21803,3493,4020.251265,8035.177678,159.9225804,127.4183594,9.854605127,2.074056493,24.2553855
21804,3493,5681.631736,3308.658411,116.6034216,71.85250096,9.669093863,2.108373582,23.75721901
21805,3493,7651.925362,3884.017039,277.1919877,323.4554686,9.210912547,3.829328992,35.97260856
21807,3494,2967.994446,7026.655084,180.1470733,222.7681443,11.05715794,3.604776259,23.90986477
21808,3494,3804.944045,9993.340662,121.2101069,128.600562,9.632022435,2.423300315,17.89758833
21809,3494,4005.21964,8031.265196,127.265968,109.5251299,10.0813567,2.013516209,20.05695699
21810,3494,7673.563175,4102.519019,165.5648228,89.81857666,10.84183635,1.937266284,31.26193138
21813,3495,3023.429628,6185.779432,108.5639347,62.64732743,10.78936997,2.227391387,24.13958128
21814,3495,2936.827577,7019.33521,171.2077606,149.0088776,11.26140648,3.360537732,28.92704002
21817,3496,4057.913646,871.6809236,141.7292524,88.15048386,10.06750494,2.06563916,26.40961248
21821,3497,4093.92872,844.9919049,115.6723839,88.56151538,9.863262242,1.900346476,20.17872559
21822,3497,4213.941355,4193.745908,103.7137001,59.00923785,9.691921055,1.840179009,22.60948031
21823,3497,7143.34116,4565.330897,108.6518968,50.37943003,10.45468282,2.259531168,28.03957676
21827,3498,3089.94198,7505.521446,152.676906,136.5623601,12.78589078,3.774117278,27.64861927
21833,3499,4058.874709,883.3524942,132.7777375,83.60282052,10.54305923,1.965163475,24.81675688
21834,3499,7202.29243,4485.660562,175.3799115,95.26293724,10.0543176,1.957212923,32.56073632
21837,3500,5410.877842,1777.307631,123.3963486,164.3866692,10.29858537,2.221025948,15.48492421
21838,3500,7132.867298,4518.604308,112.1822024,66.56895804,10.04589268,2.077575036,23.69800113
21839,3500,7744.898435,9357.466064,114.3252564,69.24353628,10.70191642,1.970576837,23.32713657
21842,3501,1716.860318,6514.546133,123.6635034,93.3877706,10.17589772,1.896713641,21.09647692
21843,3501,2487.93701,5937.284716,125.9314734,60.52833138,11.29987599,2.173507573,29.62486695
21844,3501,3017.808604,7530.925964,122.1624238,84.16080293,11.87394014,2.513837396,23.98064087
21845,3501,5438.058194,1760.891312,93.49383912,59.97618152,9.569545129,1.806990174,19.87827233
21846,3501,5918.659149,8002.658545,123.0043465,137.0275312,10.76372649,1.999552538,16.85991327
21849,3502,4215.683611,3833.63869,146.2278984,74.97817517,10.02075959,1.755580656,29.06734589
21850,3502,5894.753346,8017.84537,120.4341406,104.8640717,11.13433778,2.652980693,20.71642525
21852,3503,3506.347004,7284.681178,124.2846495,125.1435899,10.63680159,2.564776324,19.03419151
21853,3503,5931.088349,8022.480899,161.4456348,157.2662704,10.08098201,2.771909963,23.49975315
21854,3503,7282.961365,4551.318317,145.8571394,120.3893305,10.33166308,2.85030598,24.90408006
21855,3503,7723.863574,9303.56079,166.6531566,106.2679539,9.928083465,1.858820383,27.82942387
21856,3504,2655.140358,6175.716856,261.2451314,178.2500381,8.237087907,2.360953102,39.74899456
21858,3504,7697.064124,9373.323415,269.2763151,171.5563293,8.912786037,2.651334063,45.7230307
21859,3505,2967.183351,7035.255619,113.4349254,107.4153301,12.86954804,2.725099924,19.08049922
21860,3505,3857.091243,10047.51627,140.2146932,111.7388164,10.04013541,1.919006686,21.97521148
21861,3505,4621.413252,1958.85176,148.9524698,82.87520415,10.21742389,1.938947927,28.7349697
21862,3505,4585.720711,2936.410454,136.2360094,89.6500292,11.20713908,2.951064582,28.36043472
21864,3506,4580.914161,2926.277225,107.605789,58.09086227,9.92417156,2.195136407,24.96655477
21867,3507,2484.404432,7390.306555,164.4016902,90.37544517,9.777654548,1.922010026,30.75868161
21868,3507,2620.338843,2988.28906,108.6357194,52.56354757,10.18526115,1.962258425,26.08049769
21869,3507,3278.775675,4591.936092,110.3703688,101.6300971,9.37643282,1.750804464,17.43419853
21871,3508,3289.898369,4549.536989,118.5027725,123.5561354,10.14512043,2.247134441,17.56750176
21872,3508,7586.153223,9402.509979,260.3618271,192.5524219,9.238856397,2.940679779,42.04047481
21873,3508,8138.618402,10222.60352,115.4933085,121.1561659,10.09179245,2.138444711,17.09430009
21874,3509,1508.039212,8673.965756,126.4624154,65.57263209,10.41419742,1.867007961,26.90504084
21875,3509,4236.258341,3883.882285,128.6700321,57.7784804,10.38991168,2.032849227,30.7102125
21876,3509,5965.92738,7588.847075,127.9572638,89.65823508,10.49880836,2.231226095,23.49508168
21877,3509,6661.797663,6615.007375,119.0818746,63.61014615,10.55697007,2.558821698,28.26391754
21879,3509,8170.490662,10130.88126,154.413504,172.242471,9.552135682,2.49879832,20.16716648
21882,3510,2294.495093,8263.321383,148.6902248,65.79569522,10.32725996,2.143076962,34.83640778
21883,3510,4252.501433,4048.786632,181.5272213,91.24360997,8.974798053,2.061969805,35.91768895
21885,3510,8174.853546,10172.68308,147.3286025,178.4658361,11.12741826,2.742717109,19.09047443
21887,3511,1524.631986,8687.571167,121.6175865,80.02141953,9.34441478,1.976065433,22.96307056
21888,3511,3180.275057,1474.087008,100.7597679,106.5503809,9.410600498,2.390886284,16.17222808
21889,3511,3190.353359,7291.251859,252.523367,325.2975993,8.876192689,3.517197562,29.4162892
21890,3511,3267.241518,4555.022822,128.7995975,161.1771701,10.13621062,2.420761893,16.73426166
21891,3511,4266.075339,4214.873634,102.685957,63.98528929,10.3968683,2.859109034,24.10131976
21892,3511,6743.140634,6559.420707,183.0788694,122.9432881,9.783007852,2.921094816,34.42740101
21893,3511,7133.409277,1635.501911,183.6214259,118.8684001,10.5029993,2.165767449,30.91504932
21894,3511,7688.334928,9367.674319,165.8807552,78.91081601,9.819290963,2.07821338,35.21384
21896,3512,2475.50245,2822.75265,142.6385046,66.17020104,10.15735911,1.693958687,30.22460256
21897,3512,2587.094749,8182.398155,121.0429598,121.8178085,9.977220681,3.559785797,20.92897455
21898,3512,3293.499414,4586.013402,102.7904628,64.69432048,10.28245761,2.373786819,22.5205133
21899,3512,4244.21909,4213.826045,155.423892,128.729307,10.27271754,2.414455686,24.36016072
21900,3512,6774.194769,6507.183262,264.7530223,232.500912,8.394757157,2.762522299,35.9597059
21903,3513,2637.514653,8161.910437,130.6370623,158.1195823,10.06999656,1.885233732,16.43170737
21904,3513,4097.575197,6967.110954,203.2231602,110.0778762,11.79395209,2.275790323,38.54211663
21905,3513,6479.34624,4748.362043,155.5162749,90.08143856,9.658256143,2.021233711,29.15063452
21906,3513,7168.922613,1702.106787,229.7284493,170.4686313,11.22738353,2.490380468,34.86077089
21907,3513,7813.998868,10392.21804,154.677032,138.1168586,10.05041328,2.253219007,22.61530007
21909,3514,2580.737874,8148.048117,118.6779188,56.88213523,9.57718809,2.240983172,28.89630691
21910,3514,7131.151893,1672.659371,226.6823455,162.3089232,10.57809968,2.23276648,33.7172859
21912,3515,2633.57407,6212.292772,253.3276041,228.3494222,8.829431256,3.100229438,36.28630081
21913,3515,2645.635589,4189.327203,157.9578071,77.25050823,9.416550537,2.264759262,34.62486761
21917,3516,3528.55143,7259.091566,118.222174,78.44982624,10.67421006,1.812048172,22.04150316
