"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,5716.46407,8797.84248,211.61098,5852.71124,18.10116,28.97213,11.37861
2,1,8848.42399,10728.25952,181.01323,3160.55472,23.17702,16.73274,9.97594
3,1,9160.31012,1538.4891,179.54599,2782.58144,20.24007,13.19946,9.40502
4,1,11697.55386,4821.46222,168.09246,2791.51597,26.47086,12.72611,8.31837
5,1,14716.14091,1860.91905,174.45346,2702.46577,23.86327,17.2288,10.94191
6,1,15511.122,13787.89141,173.52555,4071.44257,28.53087,19.22759,8.28653
7,1,20590.54518,13854.51469,165.31759,2873.3838,24.28308,15.46534,8.89394
8,1,21879.98327,12046.65366,166.58011,4266.78312,31.30858,21.49175,8.0456
9,2,5724.15734,8808.84671,201.49293,5635.06421,25.0412,27.68108,10.43046
10,2,8834.78577,10734.78504,175.18396,3102.43958,25.4353,16.04281,9.35659
11,2,9144.44703,1538.59533,173.96086,2734.47846,25.8464,13.16186,9.07352
12,2,11696.4174,4831.32377,171.41656,2758.1257,27.50613,13.39349,8.90375
13,2,14716.74943,1865.35724,170.83677,2809.15814,25.69922,14.02053,8.97007
14,2,15511.2986,13800.34379,168.75256,4025.4371,32.03529,21.00293,8.49173
15,2,20583.55421,13861.23936,159.27108,2980.22123,25.45024,13.30895,7.48673
16,2,21875.18851,12049.82757,160.99844,4257.73361,34.57064,16.15696,6.41771
17,3,5725.19797,8811.80073,198.49585,5470.49358,24.96252,22.82424,9.03172
18,3,8844.56976,10734.137,171.60498,3023.45998,26.97306,15.421,9.02393
19,3,9150.65609,1534.82764,170.91322,2709.60032,26.20811,12.4525,8.62129
20,3,11702.01671,4827.7696,173.22286,2640.08885,28.63277,14.17879,9.69966
21,3,14717.38151,1866.70544,167.88301,2654.46004,26.13383,15.59282,9.77014
22,3,15517.04175,13791.52579,166.07986,4047.73651,31.75859,20.41801,8.08452
23,3,20591.65278,13865.22407,163.72531,2974.77952,27.44706,12.26866,7.47357
24,3,21878.36764,12053.0363,159.66408,4253.65721,31.88425,18.4614,6.85074
25,4,5713.91568,8801.46245,205.09717,5635.42085,25.05942,30.98988,11.77532
26,4,8846.58827,10732.74711,171.86234,3036.20856,27.51764,12.4394,7.95385
27,4,9148.05514,1534.73877,169.78005,2634.30871,25.58495,14.1212,9.39705
28,4,11698.88143,4824.17208,173.73647,2706.06788,26.28696,13.04392,9.08307
29,4,14711.92154,1864.83797,170.02709,2800.15535,27.80366,14.36796,9.06137
30,4,15514.30032,13795.55428,173.82723,4154.6294,30.25497,19.78421,8.3268
31,4,20586.95453,13867.13818,159.66953,2883.78511,25.85432,12.7556,7.53265
32,4,21881.0338,12055.83659,161.57041,4371.67629,34.21966,20.00377,7.17071
33,5,5720.36569,8813.78165,201.24833,5390.84958,25.94319,25.31726,10.10541
34,5,8839.08538,10733.01095,171.02036,3085.11273,26.70588,10.9904,7.3234
35,5,9142.21131,1537.40488,171.33728,2634.92596,25.7414,14.82023,9.8214
36,5,11684.80624,4811.40548,178.18369,2725.21584,26.60561,11.80813,8.86492
37,5,14717.65486,1866.00565,172.40142,2783.32316,26.08211,16.43328,10.14018
38,5,15512.84854,13797.70822,162.28996,3957.93225,31.97088,19.82173,7.78896
39,5,20575.86206,13865.02617,152.2178,2723.74029,29.02944,12.18121,7.17108
