"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,3367.10992,11204.70523,158.16572,1203.95992,14.08846,7.88818,11.24
2,1,4145.88457,6687.28423,173.34152,2942.81178,19.30564,17.35979,10.13054
3,1,8891.12892,9745.21788,192.93524,6633.20634,31.45229,32.97844,9.60589
4,1,12004.24034,11684.30735,160.33832,2976.62936,22.55139,18.39387,9.21666
5,1,12323.20693,2471.84336,164.80281,2892.62384,22.467,13.34135,8.06742
6,1,14861.68468,5771.9909,168.33726,2971.90238,24.98647,20.5222,10.78251
7,1,17880.21881,2804.90022,162.10804,2435.94763,21.50813,12.06323,8.50969
8,2,3379.60326,11205.27684,166.97801,1437.10688,16.11889,8.45774,11.01566
9,2,4155.39811,6694.18451,173.78814,2931.90835,23.02048,17.40361,10.22184
10,2,8893.26022,9761.08404,195.83112,7072.75976,27.11598,32.64512,9.22985
11,2,12015.69483,11686.17485,158.95806,2993.83398,28.06739,16.54511,8.44706
12,2,12330.0265,2484.43146,161.28683,2861.44835,27.92822,12.6063,7.6413
13,2,14876.34656,5781.97206,155.44283,3029.70724,29.44008,17.05785,8.2394
14,2,17894.92578,2813.79614,161.87979,2413.44191,24.84571,10.23202,7.85447
15,3,3368.87773,11209.65251,163.32627,1293.11468,16.44522,5.46031,9.48418
16,3,4154.23699,6704.96977,159.43023,2709.45887,25.98456,18.30374,9.85212
17,3,8896.67933,9762.0391,192.85278,7042.76725,30.7369,35.30673,9.6065
18,3,12011.55133,11692.93672,166.04173,3115.65852,25.09485,14.06226,7.92956
19,3,12328.42817,2484.44989,158.85596,2690.79069,28.74471,16.10936,9.05273
20,3,14869.43502,5779.54524,162.0855,2930.17142,27.51388,16.92918,8.99126
21,3,17892.45357,2825.12923,147.71729,2312.91031,28.87409,10.91701,7.35736
22,4,3374.97923,11197.44128,157.82583,1257.92689,16.69889,7.00367,10.24115
23,4,4139.26941,6694.98416,164.53402,2882.95178,23.67361,12.92645,7.92875
24,4,8881.17348,9758.50274,193.35228,6799.44863,29.54357,36.8203,10.3116
25,4,12013.30201,11688.74577,164.674,3120.29977,24.92489,14.25512,7.88424
26,4,12318.96769,2480.93306,163.02118,2618.40509,27.22992,11.4934,7.91055
27,4,14865.91333,5767.99523,158.33127,3024.42721,29.30112,14.71876,7.76193
28,4,17888.30625,2816.06618,151.28636,2353.90191,27.15349,12.3501,8.00164
29,5,3371.51218,11198.60749,160.2921,1257.49556,16.41858,7.48743,10.80275
30,5,4143.78702,6690.53879,158.01402,2717.62041,25.90454,14.23194,8.25849
31,5,8884.65582,9752.69271,191.03386,6635.25241,31.64598,35.48813,10.01567
32,5,12006.22661,11681.5207,170.70723,3164.77857,25.92163,16.06099,8.84726
33,5,12325.73627,2485.40199,163.62013,2879.66148,25.4073,12.90307,7.8633
34,5,14863.33443,5771.85922,153.76698,3042.9076,30.07642,15.46636,7.61067
35,5,17881.01815,2812.29209,161.29002,2335.15654,26.79986,13.65956,9.38159
36,6,3369.04617,11196.11378,161.27228,1248.45599,17.21151,5.66912,9.69518
37,6,4151.21253,6691.75562,174.54866,3029.40752,20.01604,14.90216,9.05481
38,6,8893.85262,9757.00869,190.92796,6710.8679,33.49319,35.91493,10.00075
39,6,12003.45037,11689.05515,170.35071,3009.47461,24.1186,14.46151,8.61092
40,6,12320.89909,2478.42096,159.14049,2734.15456,26.38148,14.68794,8.4634
41,6,14868.37901,5776.38482,165.30175,3028.61181,26.52187,16.07863,8.73023
42,6,17881.72797,2817.48099,156.5037,2420.00293,26.618,9.21392,7.12928
43,7,3370.97734,11197.95993,165.80594,1188.03373,16.49238,6.82648,11.30222
44,7,4147.78194,6687.72121,172.26545,2887.90896,21.75596,14.12657,8.92622
45,7,8890.95699,9757.55126,192.55722,6754.76165,33.14342,31.55451,9.09654
