"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,4113.27448,12294.25319,144.4344,2337.81525,22.20476,8.65389,6.39678
2,1,4896.66374,7805.99017,145.51296,2557.76141,23.99317,9.15401,6.20298
3,1,9650.66896,10862.24939,177.4312,6557.4459,40.49583,39.13714,9.64659
4,1,12751.92241,12783.17226,150.70227,2758.63815,26.14162,12.39724,7.06516
5,1,13056.09678,3590.99231,148.35323,2517.61994,24.33259,9.64917,6.57705
6,1,15599.3326,6876.54897,140.43419,2280.83843,26.29933,9.46745,6.50516
7,1,18624.37301,3919.23809,144.38022,1878.86353,24.70978,7.36601,6.99142
8,2,4116.9991,12311.73676,150.85766,2569.94279,21.03804,7.81478,6.10364
9,2,4903.18025,7809.05801,145.2401,2709.62722,25.46528,9.95595,6.14843
10,2,9650.84138,10873.3172,172.11728,6510.57053,41.78456,38.60315,9.10788
11,2,12759.55993,12800.25701,143.91895,2808.0969,30.01722,8.51441,5.57995
12,2,13059.65058,3594.87984,143.28921,2545.36447,30.02484,9.97238,6.31731
13,2,15611.2733,6881.71138,140.40969,2228.95904,28.91501,10.04441,6.78269
14,2,18629.0235,3923.54074,141.23789,1952.63693,26.37724,8.1741,6.88651
15,3,4116.32056,12300.97521,143.75456,2400.27625,23.4309,6.7137,5.71703
16,3,4890.5087,7802.73,147.36844,2787.40348,26.11172,11.04993,6.42975
17,3,9643.71797,10870.8454,167.89718,6542.61095,41.78235,41.72089,9.25919
18,3,12757.31669,12794.09851,146.62807,2735.44063,29.68686,12.76103,6.94076
19,3,13058.82431,3590.61304,144.06793,2485.46131,29.02719,8.44609,6.05476
20,3,15602.09779,6883.01019,141.57512,2207.98563,27.24814,8.68435,6.494
21,3,18620.25409,3925.45806,143.12717,2031.46389,24.85484,7.13981,6.48202
22,4,4099.90319,12303.14018,143.57444,2306.85107,22.76704,9.798,6.74458
23,4,4891.81392,7798.43492,150.27262,2799.8215,25.90727,9.45583,6.1543
24,4,9646.34814,10869.49572,173.43498,6522.5801,38.70371,42.19629,9.91922
25,4,12755.12568,12798.4233,147.62154,2771.5318,27.83159,9.20244,5.98948
26,4,13051.78955,3587.06476,146.58149,2539.63696,27.00375,8.08441,6.00308
27,4,15601.01283,6883.96738,143.35478,2362.73891,26.05323,8.94019,6.36906
28,4,18633.12895,3922.56978,145.53166,2077.80356,24.42689,6.92465,6.45173
29,5,4110.7372,12302.38832,150.35921,2309.50892,21.18203,9.30822,7.01384
30,5,4894.20572,7806.39937,146.74222,2799.63036,27.26011,9.24542,5.91206
31,5,9646.51081,10871.46212,172.97,6432.6428,40.89667,37.00459,8.97327
32,5,12751.05275,12791.29845,143.04631,2795.12901,28.91658,9.28087,5.73376
33,5,13058.7735,3594.46669,143.98005,2381.26593,27.51873,9.11885,6.42163
