"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,7647.88557,1168.73493,184.25234,3056.35726,28.12002,14.69955,9.69501
2,1,9128.83563,9611.45158,190.97125,2936.51486,23.45115,14.18618,10.3599
3,1,11674.02692,12907.29748,180.28454,2598.38145,23.20583,16.16482,11.41337
4,1,14691.73878,9943.97411,178.7332,2796.45883,28.39164,17.58028,11.21266
5,2,7633.21297,1173.33201,178.1817,2691.40784,36.20207,15.95085,10.77429
6,2,9097.99059,9613.47732,179.84053,2998.19096,27.24356,15.64207,9.86646
7,2,11641.91973,12914.98002,179.29566,2611.55804,25.73995,16.29361,11.32602
8,2,14671.18472,9952.10771,188.22505,3064.56245,28.22146,15.82858,10.49849
9,3,7616.46847,1175.59393,179.75663,2926.0679,31.76563,14.85346,9.72942
10,3,9077.80629,9615.25533,165.88151,2540.51603,32.30103,17.50271,10.74812
11,3,11619.27357,12902.13003,183.2555,2693.23836,24.59432,14.84083,10.73216
12,3,14647.81418,9944.4954,162.9266,2622.12165,35.82511,12.1585,8.13356
13,4,7613.68666,1158.9246,183.34313,3036.01324,31.86972,16.08537,10.25502
14,4,9086.94249,9611.18094,169.30163,2544.95699,30.1638,13.91283,9.53321
15,4,11621.80026,12896.44985,159.64987,2357.0822,31.17596,12.19519,8.58727
16,4,14646.85964,9936.8944,177.82964,2816.43637,31.59774,15.29549,10.05868
17,5,7624.94075,1176.34621,169.59816,2943.42196,33.35976,12.0266,7.84659
18,5,9091.3506,9610.40018,176.9809,2775.62045,30.22408,12.95192,9.11721
19,5,11642.93373,12906.50545,178.45741,2478.08396,24.49414,11.69349,9.51746
20,5,14656.993,9942.49521,167.81147,2579.70755,32.42283,13.13493,8.98889
21,6,7630.42097,1177.85641,182.95018,2902.61319,29.36854,13.33801,9.41672
22,6,9098.09476,9620.11129,175.81381,2931.22934,28.5904,14.1841,9.12223
23,6,11644.24939,12909.74195,171.98698,2558.77037,25.35762,12.75775,9.23033
24,6,14667.42691,9954.21227,169.94176,2735.80542,32.54615,14.44895,9.25759
25,7,7633.56448,1174.66193,173.61863,2832.52217,34.92176,14.57105,9.35151
26,7,9101.36354,9622.71389,183.88497,2926.08907,26.94756,15.46057,10.34879
27,7,11658.38994,12908.48264,175.65148,2322.93254,24.70251,14.82303,11.33758
28,7,14668.67868,9946.60496,165.61881,2735.13249,33.19716,19.49568,10.86584
29,8,7622.56833,1171.15172,181.40877,2805.06397,32.70473,13.48186,9.61554
30,8,9093.23536,9622.46666,185.03396,3010.32508,26.99477,16.2771,10.56471
31,8,11634.57527,12908.43096,177.07245,2494.16565,27.58079,14.54088,10.68762
32,8,14667.54304,9956.7496,172.98772,2902.59657,31.16976,17.64542,10.33011
33,9,7622.26289,1175.42095,180.97915,2931.57637,30.85227,16.99904,10.73772
34,9,9091.42972,9614.83369,174.64496,2796.91126,29.44699,13.23995,8.99676
35,9,11626.95377,12912.81707,177.94405,2514.4008,25.09189,14.93179,10.8875
36,9,14653.27775,9947.44644,183.03283,3064.29444,27.11038,15.43744,9.87868
37,10,7611.60784,1177.3749,181.59022,2767.48097,30.86549,14.74653,10.3003
38,10,9093.44864,9620.23174,175.64415,2816.81837,27.91524,15.48685,9.94355
39,10,11634.07872,12920.80305,175.26909,2457.28258,28.17632,14.90359,10.82033
40,10,14656.78451,9952.89853,156.76675,2744.7676,37.13633,15.58111,8.5477
