"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,4054.91159,12691.73697,144.31901,2217.27317,20.34609,9.83566,7.00046
2,1,4846.15761,8192.63446,147.77436,2245.85329,23.04406,7.89532,6.54103
3,1,9586.86216,11252.53178,176.16594,6237.45032,34.49459,31.1414,8.30993
4,1,12705.47674,13175.97999,148.98408,3044.28355,26.1133,8.4387,5.50383
5,1,13000.25602,3975.89552,142.09196,2610.01043,28.66938,11.37292,6.50309
6,1,15545.78775,7270.48611,139.33342,2328.17103,27.08595,7.55561,5.83008
7,1,18580.13268,4303.04642,146.8561,1980.94739,22.93101,8.65515,7.34927
8,2,4053.99488,12695.23211,140.7211,2299.55809,22.36776,5.53105,5.42285
9,2,4840.03592,8186.12832,147.02469,2593.76181,24.40396,8.6699,6.09607
10,2,9589.83166,11261.58693,171.61927,6115.60243,42.15147,38.63306,9.59947
11,2,12702.23575,13185.90934,145.6149,2913.41835,29.53706,7.91194,5.38731
12,2,13000.16198,3994.36422,140.67668,2603.15255,29.91168,10.87014,6.29636
13,2,15546.6405,7279.0581,142.31748,2549.54332,28.30423,9.11971,6.02988
14,2,18561.23366,4314.81484,141.30889,1917.33586,24.54893,5.61873,6.14338
15,3,4050.08748,12708.65353,146.58439,2342.42107,22.54017,7.38156,6.14037
16,3,4839.11575,8200.71759,146.30603,2445.77077,25.49841,8.07644,6.14214
17,3,9591.23811,11271.57015,175.00043,6438.59577,39.60812,44.84323,10.74074
18,3,12709.95625,13188.45817,145.78553,2982.90756,28.83089,10.49779,5.90158
19,3,13011.78358,3994.02802,143.69876,2649.19622,29.37764,7.94764,5.65457
20,3,15556.08838,7287.77469,139.54989,2462.95507,30.82614,10.28585,6.32637
21,3,18582.37083,4325.16229,142.31199,1891.12515,25.25874,9.0671,7.43186
22,4,4068.15286,12700.51501,147.33921,2248.06629,22.23314,7.98176,6.53843
23,4,4853.72387,8197.68861,144.61884,2542.46932,24.3236,9.22515,6.19793
24,4,9609.01946,11269.73618,174.82559,6337.22691,38.3904,35.45093,8.94949
25,4,12711.21728,13190.9537,145.00607,2945.38595,30.65014,9.52809,5.68553
26,4,13017.07901,3997.15157,148.98929,2797.20031,30.18329,12.88503,7.01603
27,4,15560.5692,7284.46251,148.01375,2578.7845,27.50466,7.89024,5.96339
28,4,18582.12392,4329.31843,144.84684,1957.01236,27.17535,10.24289,7.85782
29,5,4063.76917,12709.88039,142.25794,2276.69469,22.78191,7.61328,6.09129
