"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,1,3864.12462,14478.03114,154.37826,1177.95982,17.10703,5.50376,9.4233
2,1,5550.91934,4071.85354,192.29926,8583.53919,42.34822,42.73085,9.33764
3,1,6133.68462,5419.3184,157.75086,3202.63062,38.8097,14.60355,7.34781
4,1,7452.44715,9877.70235,152.93183,3931.86133,41.70876,11.24084,5.32259
5,1,8148.22786,13340.58198,155.55042,3570.55862,45.61638,30.1027,10.78427
6,1,8885.3578,13603.45263,150.34269,4365.13038,56.11407,32.6355,9.06632
7,1,9011.14184,9540.33298,160.39424,9921.06045,72.21074,30.71529,4.76396
8,1,9433.99092,5989.54442,152.44078,3804.74332,47.90694,15.39361,6.29606
9,1,9720.00994,7224.52515,154.81517,3750.13604,43.81,18.19011,7.16924
10,1,13437.80192,5838.39666,162.09966,4464.64429,43.12408,20.77786,7.25816
11,1,14170.02692,11292.39998,152.68763,4818.48793,47.17343,18.16136,5.75401
12,1,15247.5462,699.90232,147.44411,3175.05934,39.22206,16.46658,7.17045
13,1,16504.06937,7377.99456,155.64713,4313.44114,42.46327,17.52126,6.32477
14,1,17482.11278,11680.58711,150.33538,3317.31411,36.05076,15.5837,6.90697
15,1,20314.97372,778.80225,149.40692,2619.33132,25.8302,9.55193,6.42781
16,1,21072.91064,5243.94635,144.2453,3327.47534,36.8225,15.72692,6.52009
17,1,21959.50761,8648.91395,152.86212,1605.53281,21.50768,6.62624,8.06193
18,2,3877.98813,14488.11011,147.266,1056.9528,20.61367,6.56452,10.26536
19,2,5570.58189,4085.78967,188.48518,8538.28715,47.53467,48.03769,10.00009
20,2,6156.97885,5445.32331,148.5176,2964.50624,41.80832,12.0386,6.46526
21,2,7467.7388,9882.95863,153.73099,3901.44085,43.61137,15.45133,6.26425
22,2,8165.32189,13354.5475,153.95695,3540.63943,45.92253,24.75505,9.1839
23,2,8903.86339,13611.7073,144.31355,4198.19719,63.49863,35.0831,9.28588
24,2,9029.44965,9552.65976,156.3383,9693.76162,70.29701,23.51765,3.99688
25,2,9457.29345,6000.85028,150.82868,3717.43198,50.27801,14.73983,6.16883
26,2,9730.80573,7244.40116,149.93842,3723.62853,45.06837,15.84157,6.34719
27,2,13456.8242,5848.3774,148.30124,4415.31893,51.18183,13.12529,5.0217
28,2,14183.07142,11313.10708,153.36576,4908.60584,44.62208,15.60889,5.27468
29,2,15260.53335,718.69297,147.62697,3208.14877,39.21153,9.98463,5.58573
30,2,16514.14297,7391.54321,152.33774,4207.02248,44.85489,16.56411,6.05638
31,2,17503.08147,11682.9786,149.67556,3585.72917,38.45608,14.69324,6.26076
32,2,20341.27722,799.34838,150.55551,2533.70205,30.57674,9.47479,6.62654
33,2,21088.66947,5252.59787,152.56097,3547.33677,34.87344,11.40673,5.74353
34,2,21966.59328,8638.73407,149.58072,1414.72328,24.14007,6.71634,8.6024
35,3,3877.23135,14479.63002,147.74755,1044.91764,19.41524,5.88128,9.92244
36,3,5561.86619,4077.07906,183.49343,8339.21118,47.92887,48.64403,9.85071
37,3,6156.25635,5433.95718,157.43094,3319.93325,36.77538,11.29356,6.261
38,3,7468.83637,9880.91649,157.81787,4125.80487,41.27315,15.23848,6.18812
39,3,8163.44068,13352.85014,153.33551,3582.70266,45.68611,25.39125,9.20137
