"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
4,2,1779.87098,626.00289,139.7504,62.00739,4.84868,1.42182,37.75676,1
16,2,8107.0742,10390.76856,117.05472,51.97703,4.80061,1.73383,36.81989,1
859,2,1042.55103,11317.50033,136.73527,556.16163,4.69769,11.17186,28.59283,1
860,2,1047.74882,13071.53824,162.702,1369.62187,4.67544,26.5007,38.62826,1
861,2,1433.87555,12290.58133,149.98561,1552.68787,4.9979,30.79843,42.04929,1
862,2,1980.70634,2146.09544,131.83559,2181.57046,5.31736,50.47457,46.12825,1
863,2,2483.83204,2857.85619,130.91798,1709.08961,5.13469,43.12031,39.56226,1
864,2,3929.9451,14430.47185,199.32783,182.52392,3.5362,3.30958,55.50121,1
865,2,4795.07846,502.57084,139.34854,334.20595,4.79648,6.35922,41.5644,1
866,2,5308.15868,4965.542,192.04493,5562.08786,5.02737,58.51973,31.22856,1
867,2,5433.93523,7364.83031,168.93001,327.00494,4.59976,5.6801,50.31838,1
868,2,5503.28288,2920.24458,127.73081,147.43982,5.23342,2.91712,33.54108,1
869,2,6070.35742,11657.0661,156.39922,3464.53253,4.97933,46.45438,19.80103,1
870,2,6027.32699,12858.09087,170.82514,964.90108,4.57905,14.86292,29.25013,1
871,2,6533.04273,8381.76681,163.92679,3934.20014,5.4503,41.3561,17.11488,1
872,2,6764.22792,3083.77403,153.39732,6942.3891,5.16643,85.96427,25.1521,1
873,2,9669.91295,9539.58527,163.35882,783.94918,4.86881,14.42986,38.03455,1
874,2,9897.28944,799.5502,155.20359,1357.11733,4.74204,23.58422,46.35715,1
875,2,10054.04076,8374.35347,171.26958,1053.21714,5.16129,16.75145,31.18077,1
876,2,13301.37615,2125.00298,185.29944,1025.24177,4.84589,17.91452,39.44165,1
877,2,13974.52156,1903.43545,148.61436,1526.98598,5.47572,24.4734,20.42116,1
878,2,15002.21528,12711.41697,163.10917,1092.6212,4.60033,18.51247,26.46899,1
879,2,15195.09951,8978.13506,160.4443,727.0733,4.75441,14.78841,34.01681,1
880,2,15198.76273,11473.33,156.22278,936.49649,4.96111,13.56762,24.67022,1
881,2,17758.2435,2468.09986,151.46443,1449.7922,4.71965,23.98897,29.85531,1
882,2,20125.708,2011.70547,147.23738,2154.2539,4.61592,34.41362,26.92541,1
883,2,20500.89967,5398.23701,148.42374,1531.45157,5.18365,17.24416,19.4368,1
884,2,20828.42354,12680.59815,148.63458,2232.49791,4.58056,29.26077,23.07636,1
885,3,1843.77481,538.38833,134.64815,1598.13723,4.66183,31.96201,40.89375,1
886,3,4736.48054,501.97294,132.4983,661.56971,4.83132,14.69039,36.09177,1
887,3,4994.72658,13946.43535,164.20648,2577.61639,4.32503,42.3641,30.22282,1
888,3,11854.47344,5382.46812,151.49286,2051.32656,5.23521,35.34376,18.70184,1
889,3,13455.17035,2021.68412,297.69367,463.77272,4.20403,7.14083,66.37733,1
890,3,16209.05666,9118.37993,158.51655,1226.83269,4.92522,17.759,27.70251,1
891,3,18150.68866,5366.63488,149.77591,480.87538,4.99896,10.40045,30.17898,1
62,4,5546.04328,2973.50735,146.09563,77.82634,4.58399,1.26778,32.88329,1
