"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
4,2,4091.18366,12476.64407,153.22262,74.51938,4.2227,1.55415,38.82876,1
19,2,12791.16035,2536.91924,167.1632,281.15508,6.39914,3.81355,25.19915,1
1070,2,2679.41442,1274.44939,137.05251,5888.95352,4.98104,75.82822,22.55111,1
1071,2,3177.21903,8890.87694,136.23594,2210.31948,5.31482,33.06077,21.62395,1
1072,2,3374.36893,596.52567,122.98669,381.14172,4.91104,7.02147,25.74708,1
1073,2,4804.09999,9385.41405,142.14224,1439.73684,4.95319,23.11201,21.88977,1
1074,2,5469.34433,11150.39581,141.08192,2743.82088,5.73168,34.89324,20.12167,1
1075,2,5882.31854,9125.32757,145.91028,5908.47168,5.17254,86.80165,32.36809,1
1076,2,6376.33337,13575.91409,143.74946,3283.71854,4.73535,39.77915,20.92468,1
1077,2,7970.71641,9777.38348,145.81484,264.22199,4.96771,4.62685,29.04267,1
1078,2,8523.17524,12406.36386,143.60129,1378.29442,4.69638,26.42726,25.24929,1
1079,2,8679.53273,11092.79622,146.24062,5822.99426,5.12958,73.84093,22.75067,1
1080,2,9037.40133,7131.22311,277.279,3673.79709,4.04781,54.11811,55.04537,1
1081,2,9373.18206,6924.79385,266.55889,1034.94753,4.79172,17.26676,55.45854,1
1082,2,10498.96982,1287.91735,141.51967,1472.53215,5.57325,26.03551,28.88055,1
1083,2,10452.18244,3327.99421,130.93378,1222.8631,4.70877,20.98024,23.51716,1
1084,2,11016.38666,8725.78682,149.01294,2890.05526,5.07965,44.95255,35.89962,1
1085,2,11605.21253,10661.49684,146.82655,5822.31613,6.44634,52.9334,20.83807,1
1086,2,11682.31183,11443.95392,191.5044,1713.7918,5.34682,21.96032,31.00343,1
1087,2,12950.03817,10163.23768,154.04382,256.68893,4.947,4.22876,39.87697,1
1088,2,16523.29605,1215.24483,139.53761,684.62363,4.45957,14.05589,34.08191,1
1089,2,17581.19719,4768.53516,146.79592,6720.29765,5.18094,82.59423,25.19286,1
1090,2,17649.37374,7771.83907,158.45947,3782.56783,4.86166,48.38848,27.60395,1
1091,2,18610.2048,3765.60369,139.83257,641.59175,4.72139,14.42679,42.92547,1
1092,2,18935.07165,2167.48839,127.59386,2644.48769,4.69699,47.58644,33.22088,1
1093,2,19352.62842,7442.74769,134.29146,1186.68525,4.86942,25.50457,27.52851,1
1094,2,19328.2941,11185.53362,133.83514,5415.99049,4.9343,76.9532,22.44776,1
1095,2,19370.72648,919.75653,121.1142,385.40224,4.79121,10.54281,38.25042,1
1096,2,19484.54422,8887.63526,140.65407,5982.31886,5.03109,79.08175,27.14705,1
44,3,11302.13149,13678.46072,129.51682,61.49556,4.681,1.36545,33.95627,1
1097,3,9123.10822,7052.93304,348.0252,3938.8492,3.5212,42.88657,63.65353,1
1098,3,9463.447,6848.3565,143.00595,9420.42702,7.44113,152.32836,28.57731,1
1099,3,12724.81799,2391.74201,204.77292,885.02201,4.41717,13.43576,50.23809,1
1100,3,12933.65857,10216.91642,139.95321,1150.05746,5.24516,19.26644,36.93671,1
72,4,11340.4811,13751.85,123.74286,71.22219,4.75549,1.73103,31.65169,1
1101,4,2239.80443,9173.26017,151.52203,1203.53647,4.62084,24.73204,41.78026,1
1102,4,3639.91416,5656.94139,139.99008,2346.39612,4.92574,36.99147,35.74961,1
1103,4,6175.66614,4196.84162,136.9472,1502.48274,4.64342,30.90293,32.44848,1
1104,4,8939.21433,7212.33159,135.48507,388.4402,6.50096,8.70713,29.82447,1
1105,4,16518.77374,1212.06524,141.20951,1730.05573,4.63849,32.73868,27.97102,1
1106,4,20323.69928,14155.95634,148.77498,1049.18267,4.11565,19.29959,36.69923,1
1107,5,2275.61868,9209.0716,145.56599,313.09615,4.42931,7.27477,42.26051,1
1108,5,9215.86347,7034.65416,373.32923,4723.93833,3.47469,49.01904,78.71396,1
1109,5,18214.25956,13366.01351,131.07211,692.10566,4.40231,15.76196,53.96729,1
1110,5,21688.55063,7185.97081,150.60358,475.44945,4.84388,6.21807,35.80803,1
128,6,11672.51067,11313.49514,278.83966,281.58025,3.65052,3.04523,48.39318,1
1111,6,19356.68742,7407.38071,147.98137,1895.83769,4.88355,31.19197,34.63356,1
1112,7,2023.6204,6977.15105,142.23425,599.85008,4.5414,12.7813,52.79091,1
1113,7,12661.64571,2280.65822,139.72895,3817.79932,4.8169,63.86575,33.55044,1
1114,8,17657.76068,7782.96288,158.89926,2045.57196,5.00631,29.33534,30.7662,1
1115,9,14636.76774,7166.48682,147.91886,317.05313,4.82675,5.00574,30.36715,1
219,10,12729.55932,2446.98895,216.44769,213.89064,4.30303,2.6156,37.19989,1
1116,10,11023.40314,8744.66376,146.70816,1369.19674,4.92178,21.94488,47.32027,1
1117,10,11684.3122,11464.99282,140.47544,3536.81306,5.84173,41.00516,25.22445,1
