"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
923,2,2734.64067,9317.22163,143.53814,452.69725,4.59106,8.28791,35.463,1
924,2,3652.86902,7837.74857,129.80508,2283.10745,4.75723,42.90232,35.58288,1
925,2,4109.02671,12880.29415,135.41756,1621.43612,4.74536,24.87321,28.60474,1
926,2,4112.95077,14070.28889,135.45792,4224.89511,4.63872,61.36407,33.17769,1
927,2,4225.25281,855.04747,129.3384,1743.29495,4.68454,29.97539,26.88232,1
928,2,4283.83031,8894.993,121.24967,446.31009,5.21978,8.42124,46.26679,1
929,2,4479.03783,2028.34545,129.2547,815.35013,4.93834,12.15051,21.90211,1
930,2,5476.43253,11606.17849,131.23568,2930.58371,5.47619,33.48228,24.7627,1
931,2,5716.65993,892.59796,130.66367,561.84817,4.85837,12.81487,35.95421,1
932,2,6715.19392,5355.53071,132.87586,739.49996,5.31999,10.44855,22.97634,1
933,2,6855.29634,14562.80593,152.16836,768.7607,4.21685,14.19049,43.76947,1
934,2,7255.04776,7339.48904,273.54259,3016.41378,4.17451,41.53641,66.27897,1
935,2,7214.05613,9867.6109,136.37091,2568.11573,5.62755,29.84671,16.40679,1
936,2,7560.18932,4052.81432,138.65194,1412.63888,5.28743,16.97695,24.4084,1
937,2,7350.91506,7325.15489,271.60482,2744.20621,4.31206,33.58224,64.75143,1
938,2,7755.39556,6426.27395,119.24426,125.56369,5.35593,3.07657,32.29952,1
939,2,8667.73766,7959.11459,135.4549,3582.73957,5.36072,46.73275,25.80585,1
940,2,8795.5296,12280.62832,149.24608,7582.34863,5.5348,80.12943,17.45774,1
941,2,9798.39851,1814.61033,118.79874,658.2953,4.94743,16.69117,30.96166,1
942,2,9994.98994,2615.15118,194.87901,2729.49261,4.77423,40.23942,41.94532,1
943,2,10152.76659,13287.56717,144.36014,10433.34614,5.59988,80.77657,15.597,1
944,2,10283.52302,8360.81797,137.53867,4584.49844,5.20823,69.41057,19.07003,1
