"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
15,2,11096.93048,3298.14793,131.32653,57.88765,5.31967,1.72754,39.60027,1
28,2,21253.66013,8188.2848,135.07649,73.5906,5.43621,1.98139,36.76583,1
972,2,1961.95191,12260.71067,122.32487,589.2197,4.44374,15.23873,46.68253,1
973,2,3179.15626,6819.85725,131.59311,935.79069,5.43026,16.17524,25.34597,1
974,2,3105.83305,8695.2763,139.25411,4588.53371,5.09718,73.49368,21.25991,1
975,2,5292.89635,6961.39521,135.16481,7469.65985,5.60171,86.01784,26.92533,1
976,2,5465.85854,8926.60441,132.77341,6795.83774,5.74924,92.86609,20.1904,1
977,2,6343.18649,624.12263,137.31287,1054.63741,4.74632,23.8811,40.68037,1
978,2,8084.10448,2790.88256,166.78915,725.79789,4.84771,13.38123,35.38567,1
979,2,8060.6939,10373.31884,141.83767,3424.58122,5.28326,49.74956,18.10491,1
980,2,8580.50253,3714.27382,136.1391,1270.49513,5.89237,19.7907,22.81623,1
981,2,8560.57231,5079.27913,183.71632,1432.27914,4.8892,24.9571,47.1513,1
982,2,9617.97334,12837.31682,129.40677,1034.87409,4.74377,14.963,25.12335,1
983,2,10033.76738,2097.50476,138.46062,4739.43308,5.23008,68.04577,22.14864,1
984,2,10201.887,5592.70053,129.46923,702.20704,5.51301,11.72646,26.22557,1
985,2,10869.75977,6639.27186,138.41834,2251.45521,5.20207,42.53366,28.09799,1
986,2,12378.9403,3208.68814,137.76379,6576.3448,5.49523,81.48489,22.87538,1
987,2,13378.33203,5717.177,189.48864,3564.48566,5.42695,47.723,30.20458,1
988,2,13485.49502,1431.78304,148.47283,1308.39899,5.03058,24.89853,35.6456,1
989,2,14176.10811,13863.09518,125.80427,818.1711,4.4896,15.73344,29.76414,1
990,2,16151.67564,8052.7505,139.77421,864.21085,5.00423,16.54406,27.8294,1
991,2,16147.80982,6901.3562,151.01598,637.6175,4.74285,12.95802,49.28876,1
992,2,18082.38753,11089.08278,131.27941,1197.86392,4.8324,24.50536,31.54065,1
