"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
15,2,13702.34659,9791.06691,125.12523,77.54263,5.92441,1.86044,31.13576,1
868,2,1009.31367,13462.23257,145.15719,637.58813,4.36331,13.32348,35.03246,1
869,2,1829.88834,10008.78914,143.30225,320.17038,4.77569,5.97367,33.96336,1
870,2,3691.81311,10376.55184,156.51192,200.78452,4.93287,4.10251,34.0675,1
871,2,6228.74188,10261.57396,127.21732,1825.68392,5.10322,28.21326,19.99799,1
872,2,7499.67265,11493.84284,125.87373,2083.61764,4.54126,44.20621,21.39922,1
873,2,7512.12971,9682.18049,134.36091,4177.16015,6.24015,43.5493,18.22587,1
874,2,8356.15445,5160.16717,129.58839,719.96637,5.13745,8.29279,12.38674,1
875,2,9844.32164,2634.59689,231.9657,673.6213,5.1157,11.33922,47.27073,1
876,2,9820.45534,9074.55089,137.61256,865.87634,5.60585,16.12851,20.30118,1
877,2,10421.34716,2593.73498,127.43989,8662.62591,6.24541,74.12998,13.58885,1
878,2,10813.57084,3940.18027,279.30267,2631.77957,4.20304,46.96877,64.29502,1
879,2,11183.52124,3845.90778,168.36071,308.61747,5.86515,6.40551,24.60938,1
880,2,13353.81318,5893.66867,122.97957,775.49951,5.82288,21.5356,30.54113,1
881,2,13275.48035,10620.46414,137.5786,1263.34444,5.08669,18.05623,27.89031,1
882,2,13914.97285,6575.40478,136.01962,2667.1231,6.20062,52.0171,23.81287,1
883,2,14292.66935,2683.95878,166.57706,2051.97898,5.84619,22.58359,23.40402,1
884,2,14325.30069,3927.94947,130.4268,451.52449,5.39053,7.82338,29.41616,1
885,2,14574.50565,6294.41817,132.11394,1379.61343,6.87055,20.5372,24.97773,1
886,2,14943.45256,14494.07693,141.30177,1271.46959,4.22302,25.11721,30.94677,1
887,2,15443.46119,11624.94677,126.96427,1308.79074,5.12492,18.6038,20.21363,1
888,2,15589.75438,2287.68666,145.91888,2875.91899,5.30576,36.38877,18.01349,1
889,2,16826.99471,5793.76765,132.63632,4321.32415,5.17991,65.30734,29.70566,1
890,2,17223.33633,3006.9109,138.67185,4340.95441,4.96986,63.81178,20.16095,1
891,2,17733.43715,9452.68874,130.49007,1511.39183,5.60372,19.03531,19.45247,1
892,2,18271.88872,7773.66577,136.49254,716.59924,4.66252,14.607,21.76161,1
893,2,19471.91072,8476.51131,167.96294,1144.03451,5.92553,16.04333,19.87284,1
894,2,19879.26295,13384.95064,148.35534,2065.49572,4.88653,29.12791,37.88618,1
895,2,20223.07516,5432.36646,126.39782,6479.14596,6.30529,54.98486,12.52095,1
896,2,21204.22915,4759.09281,132.56486,4340.3232,5.24243,65.31521,27.58786,1
897,2,21180.07066,13405.02296,132.51634,2134.74886,4.56134,34.86706,29.06729,1
898,2,21382.32183,7618.00417,122.85865,3120.19602,4.83847,60.37932,16.62004,1
899,3,1004.18521,13483.09875,136.71296,1004.75367,4.50506,21.87505,28.27839,1
900,3,2023.84182,622.13744,132.35865,844.32194,4.54542,15.44035,32.08204,1
901,3,9945.02038,9083.06231,213.27213,2647.10633,4.92837,40.91423,39.16103,1
902,3,10628.90525,4025.3793,135.75301,1649.9253,4.99184,33.66179,28.29576,1
903,3,14778.98973,7252.8254,132.06306,4982.27883,5.58611,62.70537,24.98953,1
904,3,19732.0222,8329.61531,147.79325,2257.22141,5.20862,28.81757,19.2549,1
905,4,2912.92088,9683.42921,126.99367,328.89111,4.93541,6.59511,33.95807,1
906,4,6665.30671,8927.56848,126.44899,3112.15134,5.57327,51.7245,21.6782,1
907,4,6913.43364,9609.29625,126.73427,1688.92904,5.96067,31.3186,29.39445,1
908,4,10052.00126,9079.28207,200.91006,1006.98672,4.93258,15.8187,53.5128,1
909,5,14308.96929,3871.13472,138.71446,501.84033,5.21744,7.97402,29.20427,1
910,6,11224.25373,3850.60914,123.34091,1503.08313,6.4011,24.43781,20.3655,1
911,6,19552.70062,8421.55055,205.01224,2345.16374,5.11223,29.98911,24.02993,1
912,6,21181.38406,13392.49043,122.65805,1068.41358,4.60369,22.83473,31.82265,1
913,8,19121.99476,12001.5566,127.62833,767.56049,4.42604,16.88251,35.85254,1
914,9,6712.84105,5102.51169,135.07959,4134.19302,5.47089,49.11458,23.64514,1
915,9,10250.81302,9889.0934,133.96738,1358.76764,5.46987,22.936,31.67283,1
916,11,14259.05217,2720.806,153.96123,141.69358,4.69173,2.71756,41.69889,1
917,11,15595.03287,2297.85864,148.70137,3053.17721,5.10328,36.58669,25.2181,1
261,12,1889.52661,10028.70609,125.36659,59.00704,5.41506,1.98278,39.09314,1
267,12,11062.92805,3924.24487,253.76024,191.48624,4.09975,2.6919,52.74012,1
918,12,14704.3004,8314.84121,127.35232,227.08946,4.8524,5.67496,29.55726,1
291,13,14508.81542,6324.48078,169.18107,80.90443,5.41975,2.14419,49.04817,1
919,13,13346.6375,5866.75315,129.8265,773.95283,5.07401,16.58779,20.95674,1
920,15,8934.56662,3463.60123,114.37225,104.75633,4.58929,2.44433,31.12019,1
921,17,6737.55584,9017.12129,252.91343,310.07367,4.43751,4.76692,57.54043,1
922,18,19858.81303,13355.48729,128.45352,402.77883,4.88501,6.14631,21.40182,1
442,21,8914.77346,3507.60682,151.59542,54.32272,4.61132,1.03598,40.92635,1
923,22,13943.48132,6556.4135,119.54774,430.8131,5.7526,6.8432,21.8576,1
924,23,14655.66335,8309.9363,125.44685,148.60615,4.9361,4.14035,32.01774,1
925,24,14714.90866,8255.38483,152.91454,174.73102,4.70104,2.65818,43.27496,1
926,26,20080.92784,13727.25929,133.56404,725.40206,4.33347,12.86921,32.04693,1
567,28,7506.76795,9581.702,180.89023,90.4594,4.5599,1.97084,47.45639,1
585,29,7221.0689,9626.82514,263.98834,183.18623,5.62604,4.63366,87.59504,1
927,29,15597.84387,2368.70028,167.54443,1870.69767,5.24951,19.8532,27.14976,1
928,30,19103.10141,11957.91359,142.45059,400.93797,4.27331,8.53723,44.83472,1
617,31,6235.56307,4936.04277,402.04338,263.22395,3.44882,2.78793,88.88197,1
929,33,7095.9975,9610.99107,332.19566,812.14537,2.94077,10.2661,72.10001,1
675,35,7348.23386,9654.99777,259.86737,287.50539,5.09641,4.97418,59.98191,1
930,35,9680.84037,2633.88455,102.54373,66.29735,4.88948,2.91903,41.88824,1
931,37,9858.36896,9044.28646,196.84821,275.69143,4.23818,4.14743,45.68577,1
932,39,15586.03436,2522.17914,109.2848,296.28024,5.16404,4.64913,16.5408,1
736,40,5927.8479,4741.0244,165.17744,54.93493,4.16458,1.25178,48.71225,1
933,41,2044.28702,606.99718,129.71045,477.52774,4.58537,9.03516,32.99831,1
778,43,16899.50845,5774.52459,125.69001,51.32211,4.67386,1.39674,37.29929,1
934,43,20106.78711,13737.41263,129.10217,399.48014,4.87094,6.42686,36.87357,1
795,45,8418.17859,5181.01671,145.55592,58.49166,5.15338,1.4536,41.85904,1
809,46,10187.92156,9064.03481,137.22857,59.10867,4.42421,1.38839,37.7745,1
935,46,10624.08451,4000.75608,146.67408,101.68314,4.59336,2.5942,49.47303,1
844,48,21350.10781,7582.8184,129.50156,55.99614,4.37083,1.25946,35.16351,1
