"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
20,2,16991.97313,8825.37798,119.47687,173.78555,5.91847,1.96457,17.4299,1
778,2,2065.18146,14136.67216,137.89681,3322.79536,4.24892,57.34876,32.08017,1
779,2,4208.36674,8482.35766,137.42474,402.3632,4.5577,6.01668,25.40735,1
780,2,4827.23646,5941.8644,116.77055,1026.37543,5.30456,23.51719,22.96751,1
781,2,5414.2396,6672.31439,128.10172,4502.56822,5.31886,75.70861,26.25746,1
782,2,6759.2226,1760.96744,141.08331,1435.72823,4.41291,27.73164,25.91467,1
783,2,6890.84887,9648.70755,144.56629,1701.03359,4.99098,27.09298,21.58964,1
784,2,7168.77983,8721.64286,128.64873,749.5981,5.33701,12.00898,27.62149,1
785,2,8053.26677,9161.36022,126.08358,133.75721,4.58159,4.01041,30.85216,1
786,2,8471.17254,13913.81781,132.01452,6247.76461,4.71167,80.80848,31.22765,1
787,2,8573.78024,7572.32046,130.60147,1389.76996,5.06394,20.42639,27.81807,1
788,2,8621.30977,10647.26461,139.95965,582.2925,4.88501,13.06987,41.3444,1
789,2,9005.26658,643.6448,139.3536,913.37457,4.56042,18.75184,31.9945,1
790,2,10228.45963,4103.05692,128.2621,164.20054,4.26224,2.85851,24.01189,1
791,2,12791.90777,2317.99939,137.45264,6438.46468,5.0117,79.01975,23.21469,1
792,2,13516.70043,13639.33519,129.01784,2204.69926,4.50463,35.83664,26.62064,1
793,2,14535.16228,968.51086,110.83524,112.22116,4.73259,3.24491,39.76593,1
794,2,14751.85917,10304.43538,135.74984,1848.39915,5.16,25.99639,22.39855,1
795,2,15887.32643,11335.77209,131.41287,1443.5647,4.8234,27.29898,21.99472,1
796,2,16729.67465,7927.03033,142.69946,808.21168,4.90542,11.29893,25.17681,1
797,2,17063.52206,11072.86278,130.29486,2897.70298,5.44358,31.58994,17.38423,1
798,2,19293.54997,10590.90542,135.38403,3716.2114,4.77986,61.88531,17.74921,1
799,2,20419.95202,593.69022,134.24997,3183.12536,4.65258,56.14195,34.94973,1
800,2,21366.29841,13185.97238,137.02728,1689.01722,4.59416,27.20469,32.40091,1
801,2,21471.49223,1788.49809,130.09098,1205.94299,4.7665,27.09594,33.05709,1
802,2,22064.72866,8451.20575,127.50141,163.52938,4.75882,2.77784,22.23617,1
803,3,2333.12963,8129.22463,139.33858,1331.09071,4.63459,26.69333,46.33979,1
804,3,4831.87036,5972.99825,115.96304,914.70688,5.28039,24.54434,24.94241,1
805,3,17610.38054,14054.31328,132.39902,3263.52621,4.44372,41.05535,37.86526,1
806,3,19100.92869,3880.98027,138.17443,1648.31982,4.81078,20.9173,21.91032,1
807,4,6921.86068,9618.07053,144.64179,1459.97589,4.95708,27.13273,30.49894,1
86,5,22019.88209,8422.6999,110.45718,65.66417,4.58261,1.37308,26.84516,1
808,5,2361.89043,8170.69349,138.70889,411.97206,4.78251,8.85135,43.01986,1
809,5,22037.9244,1158.42907,99.97698,168.66024,5.70164,7.95191,34.35061,1
810,6,11874.7941,14159.41734,133.06589,2460.1772,4.68816,31.06843,35.86415,1
811,7,2381.64017,8116.03565,144.27677,979.5662,4.6469,20.16118,39.68153,1
812,7,8705.8904,10612.11315,175.81382,281.09364,4.27572,5.96733,55.19698,1
813,7,19164.46988,9935.77749,133.03488,155.6707,4.28144,3.87533,43.14686,1
814,8,8328.029,5461.02174,147.51364,976.70835,4.82448,13.27999,17.0192,1
815,8,9017.61134,620.67612,134.93821,997.22389,4.62799,23.98519,43.53701,1
816,10,19086.97523,3871.70987,136.16171,2356.40982,5.09559,29.02703,22.21741,1
188,11,7198.20329,8803.1017,148.1241,64.20229,4.83701,1.37237,39.21647,1
817,11,4857.6401,5924.45215,117.3065,943.79746,5.37969,21.62783,30.14267,1
818,15,6728.00513,1755.72224,128.16011,692.98314,4.39298,17.00134,30.33993,1
819,16,21452.1779,1715.16817,128.14506,209.71517,4.5873,5.47091,37.92313,1
820,17,8643.50007,10651.74366,141.62961,831.22083,4.83329,18.37835,30.78414,1
821,17,9643.93712,2800.91981,140.49868,532.24534,4.57919,13.39914,41.90656,1
822,17,13006.74005,1588.86962,126.92547,497.76303,4.93051,11.92121,32.89524,1
823,17,19170.17831,9989.55208,104.25537,92.91157,5.34361,3.78183,39.07036,1
824,18,20809.74456,8556.02302,131.71001,254.24952,4.46669,6.72577,34.81141,1
825,23,8370.66465,5505.87914,154.43911,303.35358,5.1925,3.72813,48.38927,1
826,24,21377.82751,13212.66502,140.44332,106.67568,4.14737,2.49608,37.86103,1
827,24,21511.42076,1761.38871,143.57261,277.31478,4.95303,8.08707,62.14862,1
451,25,6826.71732,9686.51525,118.09657,42.40852,4.96959,1.45541,39.98458,1
828,27,6696.71626,1771.52434,126.02145,183.79702,4.35426,4.92401,38.48271,1
535,30,13936.9911,9171.24187,116.94363,39.73455,4.07683,1.34916,40.0984,1
829,30,9611.84032,2749.94765,88.86781,69.91923,4.65551,2.53172,32.91467,1
830,30,13544.27549,13629.64638,133.84641,903.89915,4.3433,17.84324,38.6001,1
578,33,20591.72361,13351.64377,80.06838,34.21301,4.13577,1.19476,27.34013,1
831,33,8293.96712,5498.10112,146.68802,340.22404,4.69172,4.10768,37.33535,1
607,35,20823.81104,8508.20661,179.36028,62.79689,4.13153,1.33458,50.9198,1
832,36,8125.16696,9141.14251,147.9456,93.3202,4.55179,2.73402,40.54537,1
833,40,2052.96125,14101.58778,129.32263,124.81468,3.99081,2.62309,35.50238,1
