"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
996,2,2071.96751,14429.15595,134.49801,2067.86419,4.15376,37.19742,30.90071,1
997,2,2446.69085,6410.42183,138.95093,4329.11174,4.85892,66.20696,30.88778,1
998,2,4929.36121,2886.8111,129.76409,3359.12116,5.18257,42.62212,16.94769,1
999,2,5099.01963,4129.17656,137.64375,2276.88486,4.85153,31.83576,27.30035,1
1000,2,5983.13942,3100.70381,137.21486,774.35019,4.98984,14.19349,38.02437,1
1001,2,6477.28143,12668.57446,134.79768,1340.99938,4.59876,24.89023,23.82529,1
1002,2,6773.49386,9867.54112,157.13197,1348.52236,6.11734,27.85307,28.65753,1
1003,2,7015.18201,7839.54907,105.86613,184.06736,5.13093,3.29731,24.48912,1
1004,2,7944.38491,2033.09119,142.94474,2603.77068,4.68676,41.56613,31.19851,1
1005,2,8002.4882,630.63294,146.49784,2933.49795,4.80113,42.29226,29.73835,1
1006,2,8591.50854,5781.76798,137.19682,2720.06721,5.02183,44.02492,34.05839,1
1007,2,8796.52841,13066.45752,142.00574,6486.10802,4.84288,81.62083,16.2396,1
1008,2,8962.54317,4730.5475,134.42516,701.46846,5.44451,8.64517,25.06757,1
1009,2,9360.82723,8109.43619,141.56684,477.84493,5.2531,5.25045,24.45681,1
1010,2,9838.7005,10947.67268,136.51685,5294.249,5.33094,66.47431,16.11383,1
1011,2,10392.39303,6903.62858,144.84678,1373.66252,5.82031,13.56582,17.44767,1
1012,2,11199.88103,1643.63792,142.62576,1803.27356,5.13839,32.75583,25.03617,1
1013,2,11879.06912,5682.26226,130.51522,631.89249,5.82063,18.82849,37.53897,1
1014,2,12172.88344,12933.56633,137.74559,1138.11623,4.77259,18.56351,20.09888,1
1015,2,12594.59966,6458.49025,138.15228,9726.5565,5.97545,100.21327,16.07905,1
1016,2,13672.58634,3203.27705,150.14925,2805.67899,4.94992,34.65368,16.16808,1
1017,2,15336.5811,9386.53721,189.95677,5197.10328,5.50491,48.30195,19.78506,1
1018,2,18802.4483,2553.11259,138.18608,999.31527,4.58095,21.00187,34.66707,1
1019,2,19230.89794,4651.16166,133.155,2022.87562,4.7454,31.19903,19.01025,1
1020,2,19830.74755,2029.80221,135.30948,1286.62454,4.71396,17.66848,22.06416,1
1021,2,21269.59072,9997.55563,143.25804,1469.14756,5.35293,28.39034,18.83844,1
1022,3,3672.3279,13136.4349,148.93445,1344.27257,4.62158,22.77887,29.91148,1
1023,3,6689.3094,10378.22795,127.7712,372.44114,5.78209,11.17054,43.05488,1
1024,3,7655.44064,11078.21951,145.24831,1019.49389,5.35044,12.65522,18.76311,1
1025,3,16359.41654,4028.82863,136.86591,5264.12335,5.1067,69.33676,23.34926,1
1026,3,21688.73247,12896.06354,136.84554,1025.51659,4.21652,19.55827,31.11384,1
65,4,11443.62368,2106.46618,119.27982,174.56654,8.18337,5.13786,26.55411,1
1027,4,21672.4969,12851.46253,120.7545,489.36745,4.42707,11.20241,39.41852,1
91,5,11269.49366,1775.97171,194.26757,115.55585,5.24183,2.71784,52.47624,1
1028,5,9326.55282,9162.73619,136.90819,5413.22888,5.25719,65.40759,21.52374,1
1029,5,13397.81795,8538.39868,155.05628,1151.9709,4.86692,22.70982,41.47074,1
1030,5,22393.43423,1682.68873,137.97799,528.28811,4.29574,9.74563,23.59967,1
103,6,468.95142,14029.42671,174.00026,75.16461,4.79685,2.14612,54.21638,1
118,6,11372.40831,1940.21551,271.29566,338.91292,4.41506,5.43971,59.92594,1
119,6,11393.85859,2005.61146,283.41093,386.36971,3.83282,5.33138,56.62025,1
1031,6,6703.67099,10230.97216,243.13329,2328.22444,4.29415,36.56256,59.47027,1
1032,6,6726.09909,10158.17812,287.29125,1523.95323,4.19834,23.17337,73.06807,1
