"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
1,2,2033.44365,1222.97976,140.19282,65.69815,4.14924,1.17771,34.12344,1
2,2,3273.26638,9116.20511,116.58734,85.8154,5.60375,1.94745,26.99273,1
32,2,20385.03644,10717.47219,95.21009,43.14876,4.37214,1.15124,28.19645,1
955,2,4196.2573,2322.45988,134.6748,2313.50334,4.9373,36.9906,31.72354,1
956,2,5596.31313,5365.03676,264.79962,507.74186,4.0309,6.17696,47.35359,1
957,2,5618.42818,5476.62281,270.13818,711.49491,4.10474,8.39192,49.29655,1
958,2,5708.71199,8129.54621,134.38067,1105.73776,4.94837,16.63063,19.28864,1
959,2,8635.91444,3837.52227,132.87632,193.34892,4.57983,4.70822,34.06839,1
960,2,9081.36894,12183.64636,139.60035,1645.25346,5.43005,31.7914,23.65855,1
961,2,9721.9103,5570.24126,141.41846,4258.12524,5.5396,53.94379,26.59977,1
962,2,9879.64749,11092.14967,148.3053,2832.13335,5.4814,42.7517,35.9444,1
963,2,10516.7567,14528.48338,122.86583,280.47647,4.16837,6.16413,29.40601,1
964,2,10714.34054,12913.38269,134.37667,3494.59811,5.15279,58.20507,23.45259,1
965,2,11095.02649,4386.07023,137.19229,4793.30019,5.69642,72.70204,32.40519,1
966,2,11607.11781,1750.17164,166.74101,3218.61473,5.26054,43.88025,29.38796,1
967,2,11772.44966,6224.53157,130.52684,618.93076,6.13928,9.65846,19.88455,1
968,2,11902.75521,4765.70363,197.34749,386.19218,5.71183,7.01029,38.98178,1
969,2,12119.92315,7268.5565,121.50732,415.71348,5.80662,7.40562,24.01879,1
970,2,13420.47157,10697.71172,130.44898,5771.97132,5.34087,76.23638,34.26698,1
971,2,13353.66569,13738.60845,133.72984,5434.9466,5.29314,66.38353,20.68135,1
972,2,14229.60993,7630.83364,139.71078,215.80678,4.44187,3.93694,27.75403,1
973,2,14898.46049,4248.39447,128.97762,1172.49538,4.92975,25.24118,41.08394,1
974,2,16881.50328,671.55173,131.59561,2941.36086,5.41258,50.55122,43.67818,1
975,2,17290.31985,5738.99856,160.11196,1368.37583,4.97867,19.9092,16.51095,1
976,2,17914.49671,4447.00979,134.71878,359.04401,4.89626,6.17182,23.53984,1
977,2,18051.39422,13623.41711,132.68518,5378.17134,5.14554,73.93815,21.47957,1
978,2,18069.8042,1546.21077,122.01371,1261.0323,4.919,26.1683,28.28706,1
979,2,18262.68158,2860.91507,135.41507,1961.1041,5.35817,28.80993,34.38341,1
980,2,18507.81721,14361.40372,125.03614,630.47558,5.13464,22.40188,34.45349,1
981,2,19367.47371,8508.8016,130.55058,228.35707,4.77373,4.04463,26.55438,1
982,2,20256.73594,4162.79076,145.36349,1198.93118,5.32409,16.4348,25.89575,1
983,2,20417.48501,1857.65038,137.6913,5522.69628,5.25148,80.25984,24.73329,1
984,2,20519.23686,1019.17393,128.42427,1038.304,5.05251,22.89554,34.12161,1
985,2,22152.73123,8766.55466,139.28696,1916.07885,4.79793,40.86103,28.43911,1
986,3,1447.80251,10295.09175,142.55042,869.58897,4.53368,17.07504,32.64827,1
987,3,2211.38181,13817.09349,126.05051,824.20698,4.38002,15.98268,27.76335,1
988,3,3304.01332,9029.10597,135.60995,3727.15616,5.37075,50.9382,21.16613,1
989,3,5562.09579,5236.01751,145.1831,615.09809,6.08739,9.13222,22.66691,1
990,3,9523.24752,12879.87187,128.4843,387.85514,5.09178,11.81519,34.90343,1
991,3,11278.21215,7293.16514,122.21352,411.71476,5.43855,6.8564,42.10705,1
992,3,12166.07707,7296.68498,132.76385,126.63321,5.00567,2.90405,31.2319,1
993,3,14271.12827,950.18702,126.80164,284.62507,5.15712,7.16481,33.58536,1
994,3,20300.08927,4122.48429,155.7732,198.95435,4.73933,2.92857,29.74917,1
