"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
590,2,1744.13714,6757.69382,133.95209,931.27776,4.58039,21.24842,45.36138,1
591,2,3721.96649,12870.25598,130.30559,861.35324,4.68535,15.68838,21.64192,1
592,2,3981.28981,11361.96827,133.57077,2794.83614,4.59141,48.65541,23.21665,1
593,2,4902.21668,7248.38882,129.52097,156.53799,4.31626,2.7868,33.1202,1
594,2,5566.47908,9755.26424,123.306,638.70294,5.15842,17.82571,34.08975,1
595,2,5994.02601,9160.16274,126.42461,2425.64173,5.48347,55.92664,37.06021,1
596,2,6603.22881,4613.80029,128.27792,2329.24597,5.12406,33.37274,25.45766,1
597,2,6793.01786,7120.3619,141.28594,2418.07362,5.54424,31.57985,21.29863,1
598,2,8934.00161,6360.19421,140.22655,2713.44592,5.34322,32.44446,16.98971,1
599,2,12508.54378,10957.42469,133.78868,476.03822,4.98572,6.00458,23.67476,1
600,2,14299.6478,10522.79695,137.38871,1732.90925,4.96757,22.11834,26.92967,1
601,2,15365.01698,13469.51537,136.68615,1232.93293,4.81998,16.50014,27.04061,1
602,2,16373.04982,4577.47937,136.20462,10634.82968,5.62692,100.4362,17.9565,1
603,2,17563.46919,8609.86534,164.48699,917.43286,4.47422,16.43277,27.79742,1
604,2,18830.93506,2241.78791,137.51378,2974.2676,4.58775,55.29427,35.46023,1
605,2,19839.79877,14285.37993,144.14775,3613.02521,4.48494,50.72538,38.20443,1
606,2,19933.51238,11774.76111,144.32429,3964.14732,6.17238,65.81235,15.72354,1
607,2,20064.67568,12127.75438,354.46597,2664.08412,3.34387,29.77804,75.6146,1
608,2,20623.81074,7305.07115,134.53445,101.92702,4.24807,2.40165,37.17192,1
609,2,21681.35262,4100.23898,128.88658,1665.10356,4.89986,24.01861,25.70056,1
610,2,22139.04333,7926.71356,138.89642,1509.13607,4.6461,24.37972,45.45406,1
611,3,17152.40636,7031.91477,131.78276,466.2692,5.27872,6.22832,24.9244,1
612,3,20127.02918,12228.36343,313.34843,2464.44081,3.42263,31.69606,72.03788,1
59,4,20651.56816,7172.42984,187.79591,80.0866,4.14819,1.37331,46.13953,1
613,4,12718.28531,7215.43693,126.7169,833.08577,5.22518,12.00284,25.43642,1
92,6,20068.12451,12182.46486,374.11954,399.076,3.47546,4.81072,83.04408,1
614,6,1043.63344,9592.47594,127.05629,274.05432,4.23331,7.90135,42.44514,1
117,8,6870.90858,7581.8916,298.9658,231.07483,4.05368,3.80989,75.5717,1
119,8,11510.28361,11736.2431,120.30263,49.48178,4.4745,1.18887,34.21863,1
128,8,22082.30423,2815.73135,89.96996,32.52683,4.59045,1.19939,32.1612,1
615,9,19545.09655,3703.35584,140.12278,3804.30611,4.94833,50.27237,26.91655,1
616,9,20188.78008,12358.06233,189.14503,932.59703,4.88943,17.55132,33.36716,1
617,10,3742.78671,12895.19387,116.67422,292.90002,4.51849,6.45505,33.7794,1
618,10,17559.28291,8656.96174,131.65597,668.59487,4.71942,14.81733,28.89768,1
619,10,20237.57726,12411.38604,127.36989,746.31066,5.07888,17.51702,32.1476,1
620,11,5773.74524,9403.16684,424.81754,836.78376,3.52639,8.48003,104.32735,1
621,12,5149.09327,14585.31182,117.73211,145.14993,4.04435,3.9003,29.04749,1
622,15,1763.84575,6786.56345,135.11818,122.34321,4.8401,2.72986,41.22098,1
623,16,21999.05996,2838.60729,112.09097,103.44085,4.38808,3.20077,40.09104,1
624,16,22348.85068,5164.72727,127.72337,737.23005,4.40772,17.88698,50.1874,1
291,20,6826.01802,7126.98009,126.87965,43.10736,4.61381,1.28593,41.26142,1
299,20,22373.90076,5250.38364,105.33051,41.13604,5.25343,1.57107,36.45097,1
625,21,3964.48574,11344.82128,143.89052,1447.49329,4.73415,20.55758,31.96698,1
318,22,18838.41439,14423.52278,103.72345,38.05212,3.94786,1.06549,32.95921,1
626,22,6624.60786,4630.61911,124.65222,212.28747,4.43233,4.81589,34.31061,1
627,22,19833.87887,14260.95067,139.65433,770.81097,4.45669,15.15378,45.55939,1
322,23,5874.04604,9433.44325,418.1147,252.10598,3.74161,2.71723,96.9356,1
325,23,15966.60122,10408.5789,129.21762,75.6848,4.89085,1.66588,31.60053,1
628,23,8937.37185,6359.43822,132.06475,1023.59809,5.0043,12.15258,21.27988,1
354,26,2676.0566,1159.67597,167.61781,68.06031,3.8174,1.03384,39.97502,1
368,27,5716.92818,9449.83648,453.69327,326.40502,3.39578,3.31319,103.97377,1
629,27,5624.74241,9613.16539,249.40133,225.14938,4.46125,5.23058,99.2149,1
390,29,18813.36906,14507.12336,128.85621,37.12896,3.79348,1.04003,43.12217,1
630,29,6938.80874,7755.18122,155.45852,527.61055,4.68991,11.0907,31.35765,1
406,30,19944.76745,11865.85853,209.05469,80.27243,4.46592,1.66224,58.80592,1
631,32,19934.34802,11761.49234,148.12419,2131.68961,6.01532,29.4591,40.99789,1
632,33,20057.55125,11937.93182,311.48657,322.68923,3.68998,4.24491,95.72705,1
633,34,9178.64827,13575.02841,144.21653,170.53674,4.20527,3.92352,45.06495,1
634,36,19508.15188,3690.7687,146.50324,614.26576,4.70072,11.38017,38.40681,1
635,37,22095.20806,7970.19666,114.11359,137.76787,4.75652,4.06782,33.86725,1
480,38,909.5465,4551.12606,132.19068,37.52906,4.1116,1.35536,49.04866,1
636,38,18864.44101,2222.37719,141.77403,375.24029,4.42294,6.6151,38.95778,1
532,44,6578.45272,4643.77424,128.83937,74.37497,4.96485,1.42605,30.13735,1
637,44,5950.73336,9200.24012,109.80108,374.64557,5.61735,9.80887,17.86493,1
638,44,6924.8239,7755.78777,169.73818,371.84976,5.25916,6.61991,45.71981,1
558,46,20017.39366,12071.17664,310.38616,224.38148,4.35007,3.04205,69.84894,1
573,49,946.98763,4467.24753,126.77303,38.9938,4.05744,1.24378,43.61917,1
575,49,5532.05933,9709.99685,128.39688,54.10798,5.53195,2.28819,46.50871,1
577,49,6812.0299,7352.02777,236.36484,80.38957,5.04167,1.83133,74.97819,1
