"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
942,2,1324.54269,6519.48377,134.31128,3066.3634,4.78607,50.67007,26.72827,1
943,2,1616.63432,8276.19497,128.05995,1950.82375,4.61475,36.52465,25.07485,1
944,2,1631.21795,10706.36686,252.74538,1559.85645,4.18662,23.15648,54.43088,1
945,2,2924.534,4886.36063,138.0403,2699.09747,5.19508,43.39183,26.68458,1
946,2,4660.40709,5665.05422,187.07546,1385.76713,4.99215,16.16467,28.70336,1
947,2,5070.95415,8825.73363,135.2234,975.87088,4.56075,20.88872,32.77342,1
948,2,5124.55529,9856.02507,157.97486,533.54571,4.80951,8.27407,27.28624,1
949,2,6725.32805,7124.81301,131.54174,3300.92438,5.63974,41.2147,19.73516,1
950,2,6990.54987,13479.36055,130.12963,2111.22896,5.09499,33.3221,22.25538,1
951,2,7779.76507,1125.52663,130.41592,7245.22574,4.97868,84.45982,17.69607,1
952,2,12107.77755,7403.6389,142.942,1821.13687,5.10207,25.05496,19.6775,1
953,2,12600.49144,12533.96174,135.37665,3802.76366,4.96998,45.51111,15.63003,1
954,2,13577.70034,5428.70162,131.48079,1316.94299,5.28033,20.5999,26.43454,1
955,2,13558.61678,10485.82725,129.32503,1565.28884,4.82421,32.25035,21.0278,1
956,2,13780.21063,6351.32695,128.0304,4258.69622,5.53967,53.40448,15.56799,1
957,2,13974.17513,1026.69551,134.79878,257.97215,4.50771,4.31629,26.01399,1
958,2,14287.87012,14145.23292,134.93822,2475.03112,4.57567,40.86071,18.43502,1
959,2,16700.72426,8131.83079,129.96078,1201.22071,5.08732,19.33761,23.90529,1
960,2,16714.37997,9099.6875,139.36145,1314.64279,5.64356,17.93825,21.75572,1
961,2,16923.41493,12170.4645,130.15898,767.3918,4.88873,11.93319,23.63858,1
962,2,17522.75601,9284.72876,122.98029,575.11717,5.83069,9.79095,21.10973,1
963,2,18297.5951,1284.33855,133.69475,2647.59087,4.77566,41.28245,34.27324,1
964,2,18640.12887,5470.79256,159.43711,4412.89207,6.14559,55.78952,19.72292,1
965,2,20526.61092,9459.4907,124.5862,980.77993,4.50764,22.31402,32.6328,1
966,2,21629.68899,5528.36466,124.14978,258.91538,4.80382,6.79058,38.22499,1
967,3,6280.93953,6276.8782,126.39883,2291.33184,5.93337,29.76156,18.95892,1
968,3,6531.22141,3106.64875,185.51236,1165.62529,5.23997,18.39426,50.05816,1
969,3,8260.13383,10301.46272,155.06966,1333.10255,4.73408,18.14324,53.15854,1
970,3,10305.08056,13651.24074,141.81246,899.95583,4.61293,11.74178,32.43039,1
971,3,12598.94101,4070.28955,123.17665,1242.90742,4.7034,28.10708,29.6433,1
972,3,16005.95244,13446.4339,130.6802,1973.65561,4.5868,27.62265,20.00962,1
973,3,17520.44429,13647.00151,149.2214,367.14712,4.23715,7.38061,44.75691,1
974,4,1777.66981,10559.78655,131.20739,3393.32568,4.84339,57.00676,32.34514,1
975,4,3619.22662,2927.32003,136.17552,615.08634,4.52762,13.93344,29.28907,1
976,4,8219.85392,10320.00937,132.29481,2528.53274,4.99479,37.79786,36.35073,1
977,5,3943.86974,4339.70065,130.29904,2665.39724,4.93798,53.50367,22.66451,1
978,5,4755.2761,5657.49529,222.35124,653.19573,4.56447,9.32255,56.89423,1
979,5,6578.70306,3167.07018,134.4546,394.90217,6.05173,6.87401,29.87209,1
980,5,8707.71382,10260.62344,172.28033,258.15118,5.27817,4.84356,32.05607,1
981,5,15579.33492,670.82275,130.3579,815.86501,4.9141,15.25495,35.52963,1
982,5,18555.09796,3952.42371,119.34191,277.03426,4.75122,6.6516,28.8824,1
983,5,18608.91187,5573.60554,178.61537,4478.60744,5.25515,53.89805,35.90389,1
984,6,21688.41693,5499.7581,129.68788,1705.02344,4.73369,26.97782,36.23608,1
144,7,8600.7767,10299.2494,236.74393,196.55615,4.51487,3.17314,51.3454,1
985,7,8473.48333,10298.43792,270.03417,466.66343,3.95291,6.80665,57.02007,1
986,7,15985.0188,13453.67086,131.52182,1423.92729,4.57311,19.72074,25.95373,1
987,7,18666.35584,5705.38152,195.59147,310.11466,5.09783,5.9321,48.6621,1
988,7,18869.66002,511.16728,129.29574,172.5061,5.27831,2.94155,21.52824,1
158,8,1247.10099,6507.57068,116.79635,75.84265,4.69043,1.47864,26.70924,1
165,8,6495.83135,3055.97682,222.92204,217.48565,4.91459,3.57426,46.34329,1
989,9,15536.97178,668.4389,129.04917,851.08227,4.97278,14.96748,43.7849,1
216,10,6392.26137,2978.27478,261.14149,168.26046,4.08579,2.92499,65.01612,1
990,10,4630.94787,5686.91229,167.06642,850.16781,5.13779,13.61233,27.23071,1
991,10,16708.30191,8092.73085,127.75546,1427.81902,4.68652,26.26851,24.86924,1
992,11,18333.56294,1248.31535,126.34916,250.9264,4.74627,4.68072,28.61818,1
254,12,1695.58787,10634.21939,202.22359,120.54937,4.68003,2.23737,48.06428,1
993,12,21172.00362,12955.85916,131.60631,652.25026,4.20981,12.37855,31.05771,1
994,13,18602.26799,4006.5619,134.17114,455.27736,4.65631,9.93949,35.64562,1
995,14,4647.00814,5639.5731,185.19405,2582.05253,4.94267,38.22315,60.99475,1
996,15,6279.75692,2844.72476,136.89481,1859.55526,4.77206,34.67408,33.22959,1
358,16,17558.77386,13556.45536,127.38802,54.51343,4.1098,1.18955,34.41938,1
997,17,5131.68535,8768.37132,131.21879,116.12746,4.8548,2.68342,38.30178,1
998,18,12779.25698,10008.04053,138.99766,111.31587,4.79124,3.11845,39.26292,1
999,18,20515.45834,9441.56778,125.17885,464.32424,4.45757,8.45429,30.59823,1
1000,19,4733.88624,5584.14814,223.91474,292.4507,4.39071,3.85684,43.28645,1
1001,20,12082.83139,7423.16779,155.24185,234.85162,5.06777,4.15479,39.75619,1
1002,20,12593.68328,12482.02799,150.27699,145.16854,4.6039,2.79843,45.89266,1
1003,21,4594.26063,5608.74884,170.81636,1215.40916,5.0819,16.78073,29.43778,1
1004,21,12103.93669,7371.01135,171.66549,461.27977,5.28922,7.71757,37.90296,1
1005,21,18576.34775,3912.16633,144.99561,98.08472,4.46639,2.6359,41.41683,1
1006,21,18720.60386,11136.24688,85.12519,86.47994,4.24175,2.33064,23.16243,1
1007,24,15604.24988,685.86014,129.00447,1367.73995,5.1509,19.03847,24.11406,1
1008,25,13563.6992,10468.6674,128.05152,1005.7961,4.71219,21.47552,39.66353,1
546,26,2914.91006,4935.25164,133.89322,96.13947,4.77144,1.59578,27.65607,1
1009,26,7414.03912,14112.76931,120.1011,187.79184,4.10386,4.49906,37.23197,1
1010,28,21243.71917,1306.21135,115.73943,215.38861,4.3565,5.96014,38.81348,1
1011,29,1663.19671,8278.78169,139.67287,397.79952,4.51336,6.8767,21.13623,1
1012,30,8769.85123,6105.43326,141.95439,237.43362,4.881,5.83013,43.35157,1
1013,30,21179.24501,1286.04241,121.52217,147.74935,4.50682,3.45974,37.45016,1
1014,30,21672.15112,5470.60485,134.8605,911.87307,4.72092,17.68785,39.21329,1
637,31,18305.13987,1088.15288,201.62697,69.06442,4.4618,1.52259,59.70842,1
1015,31,16705.15503,8095.40701,129.86261,334.29186,4.71186,8.21103,36.95644,1
682,34,3983.03829,4269.28382,140.98304,48.96031,4.85591,1.42175,45.10074,1
1016,34,13534.74019,10422.58989,118.32293,251.71704,4.89841,6.82146,35.71095,1
1017,34,18568.45807,5665.0752,130.86603,2121.93537,5.3757,24.26421,20.93528,1
1018,39,21147.98211,12958.58977,144.2687,249.22669,4.17074,5.16358,40.08247,1
