"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
30,2,21897.68027,3293.06677,101.34932,104.2876,8.92173,6.00764,35.66718,1
1077,2,2891.26688,9219.08072,125.42581,1550.82988,4.79625,28.61386,23.05235,1
1078,2,3565.73065,5077.37771,137.39821,4394.0064,5.14005,70.09465,31.99719,1
1079,2,4452.06552,4515.26022,134.72072,1571.06857,4.99852,30.22911,38.97103,1
1080,2,6393.79747,8257.35916,122.34068,571.93802,5.4644,10.99839,28.35868,1
1081,2,6711.29684,5667.81017,136.04216,2247.41956,5.16089,48.44318,29.83116,1
1082,2,6926.36198,11567.42643,138.00582,4403.30368,4.84422,62.65214,18.39307,1
1083,2,7943.29695,8769.25045,124.98048,7032.87283,5.72994,94.694,16.32037,1
1084,2,8327.11238,13054.98211,124.76553,4038.15664,5.64773,37.71712,13.52498,1
1085,2,8827.70661,538.7561,139.25366,341.79071,4.73679,4.7887,27.13847,1
1086,2,9022.43715,7910.0894,131.78078,2502.66177,5.10994,47.23818,20.87539,1
1087,2,10524.57395,11349.76845,148.73787,1088.87309,4.94649,17.10329,30.49052,1
1088,2,11192.06291,12616.43817,134.94364,5437.20349,5.33121,64.16913,24.74032,1
1089,2,11266.34508,4030.94101,130.13122,8296.54932,5.53167,93.28789,13.91769,1
1090,2,11269.64624,5382.46079,123.69851,1015.30496,5.30116,14.13513,22.80822,1
1091,2,11374.88649,11018.05957,127.49533,532.48545,5.14765,10.40734,26.93493,1
1092,2,12344.09491,9058.59214,135.18239,1104.64415,5.3129,15.95712,29.67573,1
1093,2,12582.87286,2205.2663,131.55645,5417.26292,4.96507,71.03512,14.92528,1
1094,2,13326.15844,6227.63269,133.49524,2137.36271,6.05452,22.74854,14.23933,1
1095,2,14021.45754,3086.77126,137.48587,612.96723,5.16215,9.08142,18.87858,1
1096,2,14245.01669,7202.52094,138.28123,2757.55316,5.40829,39.27343,17.17048,1
