"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
1077,2,1870.58347,10552.37854,175.97129,780.56316,4.57433,11.54951,42.80481,1
1078,2,2281.84214,13958.87206,149.09799,1009.9411,4.51264,21.18042,31.02772,1
1079,2,2638.05963,12563.481,142.26667,2272.30302,4.8362,35.75441,25.47076,1
1080,2,4385.09941,13062.98137,157.70114,2689.79168,4.70694,36.96517,22.99214,1
1081,2,4531.55455,5550.5094,144.91506,2338.37151,4.96447,39.39383,35.57708,1
1082,2,4525.86307,7867.83596,138.80568,1571.11155,4.826,34.12707,34.37153,1
1083,2,5231.77594,4329.88239,133.20151,201.12004,4.88117,4.04346,25.59873,1
1084,2,5930.90888,6372.92364,159.79398,1190.2467,4.90678,19.57955,48.11192,1
1085,2,6016.14555,8492.62203,155.30432,792.94018,5.53482,13.18391,27.87309,1
1086,2,6373.83377,1216.16225,135.64917,1014.99129,4.6294,20.18573,27.01219,1
1087,2,6986.64969,10093.17276,145.65481,4529.58642,5.39745,69.06,25.28277,1
1088,2,7330.95541,2050.06565,133.12422,1600.25661,4.80818,24.45161,31.62908,1
1089,2,7191.09795,12449.40338,173.12229,601.5976,4.43024,10.48489,39.95168,1
1090,2,8383.64021,4779.9678,147.91511,1045.76015,4.92526,18.3998,25.76603,1
1091,2,8455.15955,7486.16191,153.32828,4479.5602,4.98931,69.20228,25.20221,1
1092,2,8828.98608,3904.8522,162.39382,173.74276,4.76641,4.25326,48.74184,1
1093,2,9175.52935,13783.47458,149.7765,3633.9898,4.74941,43.43439,34.68882,1
1094,2,9871.24128,12611.23643,122.1512,161.98508,5.1024,4.53874,35.97715,1
1095,2,10083.76197,4114.44809,158.6732,4821.39943,5.01708,60.49454,18.3425,1
1096,2,10327.31372,10499.39679,145.22777,1374.84757,5.2098,22.36695,25.75292,1
1097,2,11362.99004,13386.1057,157.88514,1739.51928,5.02479,23.98448,24.97461,1
1098,2,13099.39997,8716.82399,159.95513,1020.55416,4.77602,19.00805,45.24407,1
1099,2,15382.29519,7952.22897,142.92856,1934.51046,5.1296,38.4914,41.54615,1
1100,2,15692.38962,14321.48313,140.97448,2673.75498,4.61988,34.7186,22.27224,1
1101,2,15853.61544,7179.45297,137.40252,846.93226,5.80771,11.24504,21.88001,1
1102,2,16071.65488,5585.83579,138.46162,463.18775,5.9687,5.98099,21.93707,1
1103,2,18364.53536,4054.69353,232.91126,715.03292,5.43047,11.78824,55.77766,1
1104,2,18911.14607,11286.55002,160.45255,2094.91868,4.56839,28.60603,41.09444,1
1105,2,20061.35507,6041.54586,158.64064,194.51788,4.65358,2.95823,29.64897,1
1106,2,20930.40284,3491.05522,154.99784,1463.79202,5.17092,21.18451,22.51554,1
1107,2,21556.54531,12906.23484,133.4226,1699.47479,4.24655,36.20341,30.65643,1
53,3,15853.92559,6319.12631,249.86794,132.13031,5.25794,2.20785,61.46383,1
1108,3,1276.3003,7666.82303,134.86434,338.29635,4.68035,6.57443,39.54812,1
1109,3,2015.95336,4165.63318,153.22222,2614.89743,4.54375,46.63369,30.32462,1
1110,3,4023.49433,1820.36353,137.12592,1917.14402,4.43461,39.42644,28.6474,1
1111,3,6058.16189,3374.59587,134.26399,154.61901,4.65652,2.99543,30.24385,1
1112,3,18536.7554,4074.9772,193.93089,896.02954,5.79711,12.70749,27.88602,1
1113,3,20944.1669,2818.53554,146.26212,1444.74122,4.9981,27.61733,32.68372,1
1114,4,1253.40513,7740.61198,136.49847,106.99409,4.33308,3.21096,53.31588,1
1115,4,5223.77157,4386.55812,144.68843,570.15209,4.8966,13.01206,34.82228,1
1116,4,9879.95762,12633.93942,147.77418,236.62061,4.61827,6.12245,30.87483,1
1117,4,10172.0017,11968.83802,156.01425,1180.49624,4.82539,23.64116,41.35218,1
1118,4,20940.70243,2932.46088,237.80045,704.19304,4.48849,10.35648,50.56134,1
114,5,20935.1037,3047.55745,294.3625,199.23407,4.29992,2.31943,58.94504,1
1119,5,7218.41465,12495.95587,142.72972,644.8811,4.59436,14.46425,31.91482,1
1120,5,10166.76734,11985.83694,123.77095,648.16536,5.13825,17.51548,32.63495,1
1121,5,18173.39347,4017.16263,140.44095,851.12151,5.36148,18.15313,36.10092,1
1122,5,18550.04336,6594.16711,161.06863,1318.59506,4.79083,22.3456,27.23106,1
1123,6,1933.98795,10739.72398,185.49668,158.52972,4.17423,2.81562,36.4367,1
162,7,18253.02678,4211.39051,449.84554,608.61824,3.32878,3.51475,61.77498,1
1124,7,4458.49655,7808.11372,259.02387,320.01971,3.99787,3.63628,57.91,1
1125,7,18027.71874,4685.37381,129.10441,464.92778,5.17326,10.36329,23.19278,1
171,8,4606.10719,5526.401,114.5684,47.4304,4.8221,1.47102,35.73674,1
188,8,18119.05508,4503.37206,307.86604,173.89618,4.10591,2.68023,78.3014,1
1126,8,4379.69079,13077.62901,149.53299,2826.11216,4.83058,41.59572,22.69979,1
1127,8,5959.33183,6381.35344,145.94893,4435.9286,5.36651,48.94635,35.46175,1
1128,8,6794.18372,12021.97231,135.05766,361.70673,5.34387,7.80097,38.69629,1
1129,8,8906.19971,12646.30205,140.09977,2530.06237,5.74232,30.77907,21.33502,1
1130,8,21793.18118,1952.7272,128.31171,2488.18101,4.64077,50.7409,28.80088,1
1131,9,1687.38929,13481.04143,129.32463,135.85303,4.61083,4.99308,40.01578,1
1132,9,5503.06405,14440.35129,148.70336,803.9095,4.19281,14.7053,45.61864,1
1133,9,20926.43299,3349.11912,250.01217,589.00768,4.05528,9.14141,55.1959,1
222,10,3656.68602,7731.49281,90.35579,36.85159,4.98857,1.43696,31.58755,1
1134,10,10336.47395,10477.32606,145.50109,1017.82913,5.03097,18.39978,31.39812,1
1135,10,13080.50312,8719.79345,168.44592,504.41342,4.90909,6.12482,27.55165,1
1136,10,15332.76823,7979.18929,142.21303,397.00816,5.04842,8.1037,35.25135,1
