"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]","detections"
10,2,11827.55114,862.03654,128.86004,93.35459,4.35486,1.22694,24.8786,1
14,2,14723.51891,13533.85294,388.2228,379.95431,2.43876,3.75997,76.02756,1
1078,2,1085.2815,11625.1954,118.69982,1139.91521,4.86111,21.53097,21.58513,1
1079,2,2373.72951,12982.46379,273.80558,2768.41893,4.00162,35.0302,48.99302,1
1080,2,2985.76398,10108.43153,114.48915,766.61229,4.65523,19.36536,34.38723,1
1081,2,3470.69243,11236.83279,130.11934,4426.31435,5.16192,58.91882,19.08618,1
1082,2,7266.89152,7157.22686,128.44261,2080.44171,4.96844,42.15119,28.83693,1
1083,2,7519.59145,12317.93008,135.24123,3726.49202,5.45264,39.41207,11.35996,1
1084,2,9499.17559,1676.13173,134.04927,1061.30147,4.63893,20.82533,29.20051,1
1085,2,10552.87791,5036.94434,138.06608,5919.76086,5.19705,76.63999,29.51064,1
1086,2,10797.23883,12100.60288,121.77322,2692.38463,5.08509,50.48108,27.8242,1
1087,2,12749.71428,11410.5271,124.17536,2676.82651,4.75552,47.10072,22.60944,1
1088,2,13027.3772,2688.48862,133.8345,2133.32298,4.93706,33.1424,41.8432,1
1089,2,14325.52713,4522.03531,128.62243,2247.97175,5.07279,40.66334,20.44196,1
1090,2,14836.4884,10794.15427,131.6224,2182.02247,5.25316,36.37889,25.98714,1
1091,2,14900.64553,13173.16754,141.65669,704.37021,6.5886,16.31871,22.35217,1
1092,2,15184.7446,9290.15289,162.13305,2649.96096,6.48786,36.31314,22.36012,1
1093,2,16791.82497,1906.60104,147.25102,2716.85351,4.96171,35.65114,31.42178,1
1094,2,17637.71044,10526.51694,135.36268,1288.92337,5.13589,25.95206,26.40752,1
1095,2,17783.44473,4122.3472,121.29726,673.87219,5.03154,10.5572,28.35557,1
1096,2,18564.34895,6292.35141,129.77298,1158.09057,5.10674,14.59699,18.96017,1
1097,2,18392.35968,14277.91389,135.30891,5724.50487,4.62671,74.17509,22.57726,1
1098,2,20023.52892,11856.52756,135.87525,732.00364,4.97745,10.89507,28.39665,1
1099,3,1683.20459,8471.33062,127.31952,1030.35782,4.91786,19.07617,29.1323,1
1100,3,2030.51514,4487.16727,129.44828,448.47681,4.51776,10.22612,30.73531,1
1101,3,2384.40904,13050.28787,230.75351,2281.50186,4.54522,33.45589,41.58469,1
1102,3,5791.1147,2388.29606,119.32557,1008.15067,5.28768,34.10334,52.8048,1
1103,3,6386.4678,14055.64048,131.42651,2890.86978,4.60441,43.89789,29.15074,1
1104,3,7488.96935,12352.73008,142.96352,2031.77284,5.19753,20.99634,28.7869,1
1105,3,11726.71827,4522.62234,131.27981,2330.5929,5.37896,34.50254,18.89823,1
1106,3,12855.31614,13541.4845,131.48782,2514.28596,4.63436,39.66892,40.31858,1
1107,3,14531.16212,13814.99186,121.58709,636.93395,4.72733,16.29672,33.82347,1
1108,3,17418.72372,11203.75183,121.68233,1571.98138,5.1485,35.98772,39.313,1
1109,3,19911.21257,13807.9328,129.61278,3299.61226,4.69813,57.00869,44.08526,1
1110,4,6041.96212,3596.63714,129.23628,1393.05991,5.05896,28.37088,39.42784,1
