"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,2,9449.01553,4250.59238,124.80308,65.24709,4.26979,1.69183,33.71191
2,3,9463.39083,4238.50904,117.25586,313.02441,9.44452,3.09406,13.33551
3,3,12560.97893,9419.57414,157.34263,65.36101,8.36551,2.08181,51.17709
4,3,13834.62075,1542.86748,112.47496,85.46629,7.92548,1.88826,25.58828
5,4,9450.5815,4230.81363,124.16769,328.6513,8.98343,2.74864,13.33536
6,4,12614.54272,9436.86268,117.87478,55.90697,7.20766,2.32802,40.56791
7,5,9455.29556,4237.88315,119.88975,105.78763,7.70342,2.52372,26.86594
8,5,12621.17734,9415.4249,111.1719,75.30461,8.40004,2.49776,31.02172
9,6,12614.07087,9393.32605,102.81641,64.93352,8.61924,1.78339,27.08378
10,7,12581.82338,9437.98688,108.38342,86.16256,7.93361,1.76058,23.74573
11,7,18370.36874,12313.56684,103.62091,65.32345,6.57665,1.50205,25.69006
12,8,12605.67225,9424.43438,144.02232,97.41715,9.17276,2.04577,33.19047
13,8,18378.03271,12283.85164,94.58497,41.19,6.87296,1.55424,31.7944
14,9,12599.6828,9415.08452,138.583,126.50172,7.57467,1.96319,25.81696
15,9,18365.68315,12315.54187,121.48529,74.95964,6.28009,1.61758,29.11084
16,10,12599.27453,9464.07076,94.69994,44.80126,7.93089,2.50287,37.10489
17,11,12527.65058,9366.21506,165.42713,116.47703,7.38028,2.45293,38.54694
18,12,12599.31588,9420.63359,102.53557,63.71331,8.18706,2.0456,28.84787
19,12,13861.75318,1567.63817,81.51023,59.08026,7.54641,1.85212,22.3204
20,13,12588.65925,9427.50221,123.72585,75.05608,8.3389,1.87307,31.4848
21,13,13853.71142,1552.11684,117.83209,148.23021,7.40738,2.37864,20.25273
22,14,12593.8491,9470.56431,113.8986,96.66056,7.74869,2.08522,24.7836
23,14,13839.10304,1574.32331,143.50714,63.74423,6.26834,1.84982,42.99325
24,15,16769.56467,14101.3981,102.23641,47.35407,6.39866,1.61525,32.19674
25,19,17213.97864,764.7761,101.03976,40.23111,7.34067,2.09834,40.0398
26,20,17196.29594,801.19753,113.08821,52.61636,6.9772,1.99059,37.11381
27,22,16827.78759,14104.18394,113.67997,47.49018,6.1168,1.37531,34.49108
28,26,11220.9191,5789.43398,129.10925,68.00837,7.92523,1.87585,35.74238
29,27,11186.81727,5725.50762,108.80883,53.45313,8.4105,2.0249,35.1498
30,41,17183.43797,898.61114,101.58876,54.21891,6.5848,1.98263,31.5587
31,43,11246.79087,5771.91337,131.08567,74.3031,7.91327,1.87795,34.24136
32,46,11248.97175,5794.87736,161.4914,83.46209,8.10187,2.91555,53.67281
33,53,11176.20193,5747.9699,113.8908,55.11158,7.54794,2.06538,36.84407
34,54,5602.12192,7038.73292,160.54665,113.98722,6.87605,1.62068,31.23273
35,55,11252.48008,5703.7205,111.2971,49.37281,7.19909,1.57505,34.41359
36,66,11225.14748,5776.88556,97.80621,50.43644,7.64442,1.63706,29.36825
37,67,11293.03719,5754.82287,129.46586,61.22644,7.75786,1.9681,39.60276
38,68,11227.01661,5807.66148,124.6556,107.16056,8.14577,2.45314,27.67372
39,69,11183.87544,5759.92291,147.82526,61.34815,8.07545,2.45421,54.00019
40,82,5596.20991,7096.23821,122.75989,48.20416,8.4434,2.38924,48.94013
41,83,11238.42426,5728.37564,62.0141,29.60285,8.63551,2.05053,27.69187
