"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,3,6631.30079,4232.03008,100.26623,42.72205,7.77648,1.81247,35.41592
2,3,10730.01428,5892.52821,114.13543,80.57315,8.26345,1.6336,25.77647
3,3,14595.3138,12840.26706,213.98122,110.90677,5.77443,1.4836,45.26599
4,4,6649.47259,4183.88576,154.60961,84.97083,8.27203,2.29927,42.99025
5,4,10699.80285,5983.35475,203.40138,103.94539,7.4463,2.62063,60.14144
6,4,18105.52312,11937.78063,127.79108,63.96997,6.53526,1.7743,35.96143
7,5,10749.01268,5882.72176,90.49378,70.02996,9.22817,2.42495,24.81961
8,6,10746.65807,5900.03123,129.70369,86.45553,8.61787,1.93205,30.68735
9,6,18104.50303,11948.8573,120.86049,50.9916,6.5139,2.02636,41.9101
10,7,10799.70632,5913.04002,173.6343,131.6822,7.28494,2.03423,34.39619
11,8,17777.11246,6957.20042,165.75703,89.23223,7.85627,2.09829,43.64039
12,10,18053.2715,11976.45887,106.53973,44.20435,7.20182,1.95622,38.67786
13,16,17733.00334,7014.82076,130.19323,90.5307,7.81222,2.63854,34.46353
14,17,17734.13908,6987.19918,125.11432,128.86649,8.60649,2.30317,23.76317
15,19,17755.52362,7022.84991,144.13559,150.32893,8.3183,2.54041,26.74256
16,20,17743.50514,6997.94487,127.37695,51.41954,8.06725,1.76425,41.83132
17,23,10781.96866,5888.39973,114.30067,71.40894,8.02437,1.78803,28.93582
18,24,6690.73805,4228.94266,161.46663,100.36063,7.26281,1.73326,35.30612
19,25,6740.04113,4190.07052,147.37427,101.37573,7.2824,1.7749,31.352
20,26,6700.54552,4201.31356,112.77627,92.16223,7.13998,1.60824,23.14186
21,27,6773.99869,4171.46051,135.79843,72.767,7.06577,1.42946,32.68609
22,64,6693.63538,4254.66526,121.89323,52.72779,7.88814,2.07491,41.84579
23,65,6669.58041,4247.20046,113.0926,49.34452,7.69044,1.76028,36.78624
24,82,2980.43931,9711.9523,95.5384,43.73446,7.97135,2.27344,36.37818
25,86,2900.64107,9757.25505,97.11197,42.30469,7.87088,2.09215,36.56688
26,90,2987.5449,9701.25666,105.363,49.64163,8.01249,1.99412,35.32751
27,93,2951.93819,9735.50984,113.2794,45.07254,7.08818,1.72344,38.98376
28,97,9532.08348,3635.18678,122.37529,223.2019,8.96706,2.53898,16.47956
29,103,2998.70716,9710.17565,157.87243,97.96762,6.62298,1.91826,36.4022
30,104,2996.18541,9689.23795,189.48395,81.05809,6.20889,1.93296,54.73025
31,113,9515.03168,3655.14181,95.92672,83.83358,8.50109,2.49113,23.73183
32,144,11178.97845,7911.4584,186.57183,82.47018,7.89975,2.25745,57.71861
33,160,14746.03536,5608.30921,113.68201,77.25364,8.13536,1.97464,28.28127
34,178,14502.63826,2240.26557,117.3591,120.87522,8.11898,1.76202,20.90273
35,179,14501.68952,2218.13653,130.30248,134.3228,7.97709,2.0739,23.37755
36,181,10670.50874,6877.83763,80.1216,41.4573,8.82349,2.31861,30.63911
37,181,14569.24047,2236.39398,121.74507,85.86985,7.40839,2.01263,28.8822
38,183,14503.36459,2223.13573,119.19073,159.83741,8.47881,2.10845,18.74652
39,190,16376.52713,6165.42101,137.47986,186.62753,9.2265,2.6388,21.87838
40,191,16348.1707,6172.40236,144.48509,73.90486,8.1405,2.29726,43.37683
41,196,16383.75486,6178.71014,157.68378,118.29018,7.75885,2.3925,35.11587
42,197,16371.41794,6148.45732,146.79021,105.20578,8.72148,2.59236,36.10161
43,198,8335.12938,10625.2165,115.02606,48.32684,7.58025,1.82047,38.75718
44,198,16382.91926,6164.04199,122.4289,93.9243,8.4213,1.63292,25.34626
45,199,16403.90373,6191.09193,168.96193,166.13765,8.1085,2.26608,29.38483
46,238,13233.71322,9060.37583,86.0259,90.3786,9.07399,2.49005,19.76193
47,239,13233.33589,9087.41176,95.2741,102.87416,7.69452,2.42898,20.20964
48,250,14748.24877,12237.36792,138.09288,101.49111,7.91038,1.97945,30.0498
49,251,14736.58937,12208.92133,148.17131,107.16607,6.98564,1.7127,29.96972
50,269,5553.12355,13204.79252,149.84072,98.90255,7.63025,2.44955,37.83218
51,301,9335.40282,11096.21157,95.36935,121.97816,9.23911,2.23226,17.53014
52,302,7038.47925,11313.91726,128.28785,59.10325,7.82868,1.42832,35.03287
53,310,16039.50827,3471.20894,139.47125,64.94533,7.66925,1.88853,41.16941
54,330,4172.69421,533.67023,113.67059,54.57822,7.44606,1.81108,34.87741
55,383,13882.27374,5281.48531,91.27214,46.60275,7.96369,1.97637,30.73293
56,385,12885.49143,1695.45643,130.55398,52.30725,7.51107,2.13388,47.04619
57,386,12946.61418,1785.50686,139.00671,141.16893,7.36665,2.16312,24.93035
58,387,11790.48456,11915.96026,111.40559,52.11263,7.64837,2.10601,37.64015
59,387,12910.43649,1778.34856,110.29399,93.77232,9.43533,2.26246,25.09725
60,388,7072.60905,2853.71574,114.19677,46.98461,7.63168,1.92932,40.27005
61,388,11804.2382,12035.1307,93.10519,42.91909,8.59869,2.18969,35.0333
62,390,12929.97521,1766.11334,127.93679,79.64443,7.86674,1.75355,30.71779
63,390,13587.09427,2571.25554,168.02177,78.13091,7.83724,1.79319,45.42811
64,391,13242.63013,3093.56371,116.25389,59.40048,7.81388,2.29805,37.75321
65,392,14196.12244,3915.12454,162.53228,97.8551,7.25841,2.2523,41.03176
66,395,16899.02715,1733.9328,147.30329,80.77769,7.15464,1.92324,38.1331
67,396,16899.17226,1768.16221,119.85287,106.0229,7.76505,2.16787,25.16256
68,398,8437.26634,13442.38486,132.51867,56.54919,6.94258,2.1273,45.18065
69,399,16902.69949,1688.61504,134.10308,57.23887,7.556,1.93205,43.3142
70,422,14074.99371,13778.27824,130.27189,67.2555,7.19997,1.93257,36.95874
71,422,16929.35453,1772.93294,139.51514,72.94109,6.67827,1.98563,38.71782
72,423,14038.69865,13729.84503,106.22131,45.60783,7.78654,1.9748,37.81797
73,424,21265.62958,1346.24635,84.87259,42.3249,7.01903,1.72565,28.56283
74,430,16077.20283,3414.13514,115.91142,59.84931,8.19026,2.17984,36.4204
75,432,16053.46352,3381.46937,125.60019,61.46051,7.82328,2.09932,39.09513
76,445,8462.88451,836.12172,129.5262,91.18396,7.77867,2.23866,31.42292
77,447,8515.83726,873.05266,145.40799,111.88743,7.38195,2.1015,30.79657
78,451,8495.07164,880.75182,109.30847,125.64068,9.06077,2.53951,21.17965
79,459,13576.79303,9788.31392,120.48582,76.5679,8.09839,2.36835,33.27091
80,467,8502.25087,870.04917,131.37754,51.93572,7.42543,2.11654,47.52038
81,488,17425.54638,6569.07362,40.34547,34.10351,7.90681,1.69592,16.17616
82,489,8502.33991,863.60857,116.88092,85.37639,8.05431,2.13381,28.1859
83,489,13578.97719,9747.87211,181.67599,100.78033,7.37395,1.99626,44.29188
