"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,3,15222.25406,12389.12104,88.56037,79.52198,7.32453,1.48859,18.93676
2,3,15533.83718,9600.65782,139.30363,156.38741,8.43022,2.03303,22.78112
3,4,15162.75442,12398.12686,121.0847,110.55934,7.34157,2.1055,24.4857
4,5,15199.89069,12404.01151,127.28524,101.17892,7.17845,2.26558,28.63196
5,6,15245.93534,12349.86561,136.95259,109.64891,6.79388,2.16271,29.19785
6,7,15222.19699,12354.03571,134.67895,104.78994,7.29669,1.71735,26.96589
7,8,15197.36434,12407.53499,119.99527,96.01329,6.97765,1.93832,25.85978
8,9,15214.54803,12357.80139,144.09338,127.22318,7.22719,2.57942,30.41308
9,10,15180.91321,12377.59506,121.74068,85.62054,7.43352,1.95715,28.61639
10,11,15225.18318,12386.34864,121.39247,65.8133,6.8995,1.6526,32.04686
11,12,15207.87134,12382.31022,100.50482,78.38833,7.12419,2.19654,25.03889
12,13,15205.50293,12399.01049,128.0298,73.28,7.82542,1.84975,33.30789
13,14,15212.12082,12371.38573,125.73243,94.60212,7.67908,2.42858,30.51335
14,15,15194.32008,12429.43715,92.12087,77.63832,7.58184,1.57998,20.39048
15,16,15194.33376,12382.2592,153.65524,81.68723,6.7923,1.68944,37.81876
16,17,15214.53418,12396.81774,136.25447,109.3562,7.45255,1.92522,27.72135
17,18,15224.5693,12373.67897,159.90234,89.11962,6.81887,1.60255,36.69302
18,19,15206.24257,12401.46014,99.87401,49.37522,7.41989,1.99567,33.12628
19,20,15213.99585,12403.33887,166.55181,84.79648,6.84118,1.9709,44.22611
20,21,15199.82128,12377.05121,127.82605,108.1783,7.46099,2.06878,26.4533
21,22,15165.97242,12427.70151,108.70143,72.12445,7.45268,1.99953,28.18451
22,23,15194.68394,12405.59739,120.61592,102.40945,7.68496,1.87105,24.59383
23,24,15195.02714,12406.08616,114.02808,79.95794,7.08716,2.14637,28.67405
24,25,15153.01687,12402.25219,128.63567,80.67588,7.26535,1.94377,31.96199
25,26,15209.39439,12434.6627,116.73341,64.89744,8.05092,1.82705,32.03656
26,27,15222.07491,12377.82771,109.24248,106.30718,7.59607,1.90141,21.38296
27,28,15211.63243,12389.75501,126.73038,68.90107,7.7891,2.20185,37.20663
28,29,15183.78622,12408.42533,144.35176,85.66586,7.09025,2.07138,36.77427
29,30,15178.45376,12409.07265,116.98772,87.99785,6.87086,1.82062,25.9902
30,31,15197.11097,12375.11671,123.85124,100.47584,6.62458,1.76342,25.21728
31,32,15217.95504,12373.07528,107.30215,82.27055,7.54028,1.64545,23.67078
32,33,15175.29222,12404.30621,141.68595,133.36718,6.58526,2.54108,28.50204
33,34,15219.96592,12390.08593,126.5488,94.73164,7.19767,2.03447,28.4616
34,35,15165.58131,12371.84578,102.13861,72.27487,7.49711,2.10603,26.5855
35,36,15227.1214,12366.13508,106.27881,114.59045,6.33795,2.5917,21.98214
36,37,15193.09188,12401.38244,153.7319,119.34611,7.15564,2.32011,33.16415
37,38,15220.20306,12384.79533,126.33411,87.57932,7.2585,1.84311,28.85061
38,39,15178.82492,12353.14137,134.07302,82.21999,7.03121,1.59332,30.7752
39,40,15196.98731,12406.53262,124.11561,86.59451,7.04926,1.84444,28.43633
40,40,21525.20702,13435.92478,111.85407,67.79751,6.05162,1.56761,27.83986
41,41,15206.15283,12375.48191,140.77455,97.57546,6.61083,1.81028,30.56162
42,42,15231.79102,12364.95795,110.98583,71.60002,7.03919,2.00755,29.13063
