"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,2,8282.45112,10269.14769,126.32654,60.64576,6.65986,1.43637,33.82856
2,3,8212.80374,10258.69982,140.83117,90.34953,8.37188,2.11993,34.55841
3,5,8192.166,10320.57881,176.18268,92.43808,7.80873,1.99217,45.17832
4,7,8160.36478,10338.10219,227.7214,169.51809,7.16925,2.97394,52.24488
5,8,10409.98295,14414.52907,170.53968,68.82252,6.81503,1.85321,51.94163
6,10,8135.14142,10305.47782,163.20415,100.18748,8.03254,2.46576,42.56318
7,11,10291.61012,14307.51989,155.97523,65.32729,6.39708,1.92868,48.49931
8,15,1760.6702,6928.7795,150.86995,61.91549,8.16265,2.05068,49.77328
9,16,1667.40194,6893.20549,145.29327,91.73045,8.41059,1.97344,34.52238
10,17,1737.77071,6985.21428,133.05681,90.42093,8.78546,2.24362,32.81893
11,29,15910.55973,715.39679,224.56169,162.52607,6.74502,2.12252,43.40301
12,30,15830.00259,772.46768,199.68097,106.49068,7.93125,2.22405,51.79151
13,31,15885.5125,745.41901,226.34195,179.11765,6.88914,2.0435,40.04193
14,32,15929.56949,801.84119,160.20831,94.84413,8.05904,2.71421,45.68801
15,154,13391.71572,6698.46101,300.73876,288.31074,6.78829,2.55608,48.06824
16,155,13409.27527,6763.65348,194.59941,123.34691,8.83043,2.92225,52.24468
17,237,20336.16086,12081.65226,66.55836,31.67565,7.85675,1.80778,27.07148
18,255,20197.40163,12088.73565,188.79256,100.18828,7.17986,2.2301,49.99005
19,269,20249.07708,12074.61922,208.07308,113.18129,7.79686,2.10113,50.88473
20,270,6913.89964,6216.14169,133.32497,57.85538,8.62284,2.1925,45.5136
21,274,20312.33174,12007.02588,208.74913,104.88621,7.30275,2.03295,53.26902
22,277,3181.54871,5939.16507,244.37086,136.48683,8.96756,2.7849,67.21977
23,278,3232.311,5943.72045,212.54127,289.09651,8.64483,2.56013,28.61342
24,279,3232.44218,5941.1342,217.13402,198.64316,8.44612,2.29766,36.97356
25,285,6853.99044,1573.88414,179.37725,89.9586,8.20939,2.23953,50.48927
26,298,2559.25539,9382.98115,203.3155,140.93454,7.95603,2.4515,45.15196
27,312,9814.96239,1201.87991,194.13519,134.77482,7.5625,2.53601,44.45389
28,313,8441.16151,12652.35536,153.12232,112.10561,8.00316,2.18426,33.57044
29,321,10182.47939,3111.91065,233.1268,203.57738,8.08025,2.5187,42.32606
30,322,10246.62551,3115.44598,325.95224,313.51494,6.50623,2.73154,53.17801
31,345,7614.10247,11370.6836,156.31761,78.29896,8.03056,2.52147,49.09843
32,346,7537.22375,11307.44799,158.91188,142.41663,9.27504,2.34342,30.64765
33,366,17816.59404,4668.5583,190.08837,124.71816,7.80555,2.57075,46.13323
34,386,2898.20015,8549.04764,210.2595,157.19979,7.23956,1.92156,38.52725
35,389,6983.57894,6363.26954,184.57669,83.2536,7.9725,2.41982,58.80795
36,397,16670.95011,8706.67133,165.46439,138.46906,9.67942,3.07798,38.23799
37,404,7359.38709,3068.28417,197.50595,89.47321,7.86004,2.32295,60.09404
38,405,12040.11609,14374.38438,155.51508,68.44013,7.72064,2.12134,49.04634
39,408,21133.36393,8770.01844,186.58418,120.87897,8.01845,2.50159,45.24986
40,410,15232.1123,12978.68902,188.37628,99.39268,7.16206,1.97259,46.89167
41,422,14051.63902,5389.52338,214.65869,133.78204,7.09205,2.28933,49.1262
42,424,14114.54782,5343.06906,114.83397,41.28313,9.06858,2.21471,48.11942
43,438,8662.05693,2093.76214,195.7107,93.52321,8.07029,2.27664,56.46073
44,448,2847.48898,8545.77,131.15664,56.72829,7.98131,2.25392,45.82946
45,469,2854.96349,8533.3034,186.99955,136.00774,7.6371,2.01846,37.13163
46,474,2838.06924,8538.90628,190.56703,85.94847,7.35817,2.1405,55.88396
47,488,17440.75483,5361.56288,303.17961,214.68588,6.63672,2.12406,55.17865
48,490,17400.06687,5428.08657,182.61959,120.39547,8.81459,2.19844,40.98714
49,500,16652.08176,8757.65626,135.49576,57.8893,9.07665,2.30964,47.9357
50,502,17413.88283,5356.9247,209.61019,141.29505,8.23668,2.4989,47.72899
51,503,17461.84546,5310.00654,220.70747,106.02519,8.87614,3.01465,74.52829
52,517,17504.78191,5328.48007,160.90146,70.01757,9.06282,2.41064,54.60877
