"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
1,3,22410.87525,5106.0263,186.27645,133.14614,5.82174,1.82635,35.8582
2,4,22291.75972,5018.80867,438.12757,454.72854,2.25237,2.34806,57.54822
3,5,4994.64966,644.97086,125.65974,68.83665,6.89698,2.00743,35.22767
4,6,4969.99483,598.81248,139.89972,57.08131,6.98912,2.23926,49.89557
5,6,22358.46693,5119.89213,254.37042,134.40943,4.86123,1.83691,56.00615
6,8,22269.73878,5062.23167,364.17912,280.93786,3.53802,2.15326,59.89358
7,9,22474.20218,5099.8659,166.8228,81.04722,5.81165,1.5747,41.25395
8,11,4998.25778,621.76555,88.61792,47.67802,7.19813,1.87695,28.57823
9,12,6740.70088,7810.74938,122.87573,62.19013,7.87822,1.92065,36.07882
10,12,22406.23362,5114.94702,161.91496,88.936,5.88235,1.92316,40.51503
11,13,5013.38572,658.37439,115.55659,47.15596,6.88023,1.51768,36.7164
12,14,4977.25951,650.77607,197.95835,100.82666,6.10454,2.06237,51.12238
13,16,5005.76893,635.93685,142.01359,79.51159,6.41268,1.49137,33.07582
14,16,22278.70245,5128.01753,445.70697,411.33694,2.46974,2.44608,65.93012
15,17,5007.48222,682.27986,64.88755,41.1307,7.96915,2.25926,23.97333
16,18,4974.6813,655.0522,119.59543,65.42502,6.9148,2.13136,35.18177
17,19,5018.15582,654.12192,120.79816,77.04781,7.09742,1.91245,30.22464
18,27,5001.02542,587.9181,136.12237,56.00218,6.69459,1.56306,40.72136
19,76,1917.14134,6690.95881,112.25684,48.67266,8.1153,2.26272,41.53054
20,151,10760.87214,6978.19496,103.36042,47.09445,8.15191,2.35167,38.84344
21,253,11689.56527,13377.15045,147.6463,64.45941,7.197,1.80459,43.83186
22,274,3535.41793,14638.90079,127.58453,108.0384,6.96401,1.91421,25.64907
23,274,13972.2578,8996.49857,136.83261,131.46003,8.79029,2.36834,26.63617
24,278,2587.41554,7695.47589,153.96211,63.65881,7.67548,2.03056,49.90737
25,279,14543.78017,3924.85803,77.46467,58.59177,8.66979,1.84215,21.18377
26,280,14520.55619,3941.63533,101.71261,77.20715,8.60149,2.14411,25.43682
27,284,14496.34716,3900.97656,118.34952,65.32798,7.52771,1.57769,30.66388
28,285,14519.22626,3942.6162,120.74291,175.26963,8.50048,2.0851,17.86298
29,286,2349.31803,14294.33135,127.05614,61.0288,6.8018,1.82818,37.40273
30,289,14559.6307,3962.64575,143.84823,87.91815,8.07142,2.0349,35.61194
31,290,14574.41319,3939.30783,131.03408,112.40807,8.38051,2.30883,27.8195
32,291,14583.3967,3916.71257,165.57139,128.95164,8.13471,2.24037,34.17498
33,292,14498.96609,3922.01462,126.31748,124.78843,7.91829,2.37192,24.898
34,293,14483.08716,3880.48383,104.32988,46.20307,8.42708,2.14469,38.06982
35,293,15733.77818,4701.65316,133.90001,86.51915,8.64285,2.58881,36.74783
36,294,14522.89791,3957.6132,106.40692,54.99876,8.93382,2.09692,33.98017
37,294,15739.09516,4719.01601,163.3302,144.1655,7.22884,1.86739,28.66467
38,295,1623.53476,10786.33277,135.75897,88.85457,7.98344,2.05055,32.78762
39,295,14467.16332,3904.82068,112.15407,62.67589,8.43479,1.9106,31.77761
40,295,15750.03243,4691.48895,75.13829,51.69589,8.48895,1.5971,21.29814
41,302,2071.68533,9884.97619,116.49334,59.36753,7.69317,2.06408,35.936
42,303,3075.74409,8589.5121,154.11713,112.20761,7.68367,2.42402,35.60102
43,304,1618.27987,10842.39,152.31884,63.21014,7.37226,1.88825,47.53896
44,304,14554.3393,3940.48641,164.66022,128.75483,7.37933,2.12548,33.13579
45,305,1631.54951,10798.16976,104.82305,141.78713,8.16684,2.15117,17.51963
46,305,14519.15343,3937.33107,157.77342,113.84356,7.67032,2.07475,33.79024
47,306,3042.58636,8584.12981,122.91749,146.39853,9.64436,2.10924,20.63289
48,306,6249.80035,7840.96332,149.38378,95.19803,8.05055,1.95934,34.78974
49,307,6275.77383,7849.66952,130.56202,195.4357,8.86461,2.24716,18.72242
50,308,3241.71078,1302.97921,133.08832,53.80215,7.93425,2.07702,46.6273
51,308,6303.72316,7877.71634,145.21892,128.87033,8.49901,2.28581,28.81246
52,309,1607.30513,10834.11389,122.29135,96.94647,8.21484,2.21541,27.7426
53,310,1630.99864,10799.8083,120.43009,245.49477,8.10374,2.01829,14.23522
54,311,1614.94826,10815.35442,105.48818,127.15901,8.5581,2.23133,19.19304
55,314,2039.02664,9949.16062,84.50959,45.08076,7.84691,1.99573,28.79397
56,318,1612.80901,10813.69941,104.17082,136.5224,8.45844,2.24299,18.067
57,319,1623.19858,10797.99884,133.19349,154.06332,7.70096,2.48225,23.42986
58,319,3043.18598,8583.4984,158.98581,95.65247,8.06555,2.44781,42.28284
59,320,1658.32383,10807.9209,122.07062,85.43164,7.93492,1.89465,28.39558
60,321,3046.08755,8562.00436,140.09624,171.7728,8.37069,2.36655,22.75812
61,330,1631.09239,10779.97632,115.75723,95.85425,7.79115,1.85806,24.38667
62,330,14590.77679,3869.49952,125.87918,77.0129,7.93415,2.70224,37.68242
63,331,1633.75934,10822.20627,98.50595,56.99728,7.40404,1.78383,28.11974
64,337,15004.19689,11657.97933,138.70363,139.42205,7.95897,2.88945,28.47717
65,339,18745.41925,4335.8672,132.3023,58.72046,7.56336,2.3464,46.20256
66,340,14546.09736,3962.5458,116.13622,50.84781,8.06991,1.77212,37.37642
